component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,iddq_0h_uA_group_count,iddq_0h_uA_group_mean,iddq_0h_uA_group_median,iddq_0h_uA_group_std,iddq_0h_uA_group_min,iddq_0h_uA_group_max,iddq_0h_uA_group_q1,iddq_0h_uA_group_q3,iddq_0h_uA_group_iqr,iddq_0h_uA_group_mad,iddq_24h_uA_group_count,iddq_24h_uA_group_mean,iddq_24h_uA_group_median,iddq_24h_uA_group_std,iddq_24h_uA_group_min,iddq_24h_uA_group_max,iddq_24h_uA_group_q1,iddq_24h_uA_group_q3,iddq_24h_uA_group_iqr,iddq_24h_uA_group_mad,iddq_96h_uA_group_count,iddq_96h_uA_group_mean,iddq_96h_uA_group_median,iddq_96h_uA_group_std,iddq_96h_uA_group_min,iddq_96h_uA_group_max,iddq_96h_uA_group_q1,iddq_96h_uA_group_q3,iddq_96h_uA_group_iqr,iddq_96h_uA_group_mad,iddq_168h_uA_group_count,iddq_168h_uA_group_mean,iddq_168h_uA_group_median,iddq_168h_uA_group_std,iddq_168h_uA_group_min,iddq_168h_uA_group_max,iddq_168h_uA_group_q1,iddq_168h_uA_group_q3,iddq_168h_uA_group_iqr,iddq_168h_uA_group_mad,leakage_0h_uA_group_count,leakage_0h_uA_group_mean,leakage_0h_uA_group_median,leakage_0h_uA_group_std,leakage_0h_uA_group_min,leakage_0h_uA_group_max,leakage_0h_uA_group_q1,leakage_0h_uA_group_q3,leakage_0h_uA_group_iqr,leakage_0h_uA_group_mad,leakage_24h_uA_group_count,leakage_24h_uA_group_mean,leakage_24h_uA_group_median,leakage_24h_uA_group_std,leakage_24h_uA_group_min,leakage_24h_uA_group_max,leakage_24h_uA_group_q1,leakage_24h_uA_group_q3,leakage_24h_uA_group_iqr,leakage_24h_uA_group_mad,leakage_96h_uA_group_count,leakage_96h_uA_group_mean,leakage_96h_uA_group_median,leakage_96h_uA_group_std,leakage_96h_uA_group_min,leakage_96h_uA_group_max,leakage_96h_uA_group_q1,leakage_96h_uA_group_q3,leakage_96h_uA_group_iqr,leakage_96h_uA_group_mad,leakage_168h_uA_group_count,leakage_168h_uA_group_mean,leakage_168h_uA_group_median,leakage_168h_uA_group_std,leakage_168h_uA_group_min,leakage_168h_uA_group_max,leakage_168h_uA_group_q1,leakage_168h_uA_group_q3,leakage_168h_uA_group_iqr,leakage_168h_uA_group_mad,iddq_0h_uA_deviation,iddq_0h_uA_robust_z,iddq_0h_uA_iqr_anomaly,iddq_24h_uA_deviation,iddq_24h_uA_robust_z,iddq_24h_uA_iqr_anomaly,iddq_96h_uA_deviation,iddq_96h_uA_robust_z,iddq_96h_uA_iqr_anomaly,iddq_168h_uA_deviation,iddq_168h_uA_robust_z,iddq_168h_uA_iqr_anomaly,leakage_0h_uA_deviation,leakage_0h_uA_robust_z,leakage_0h_uA_iqr_anomaly,leakage_24h_uA_deviation,leakage_24h_uA_robust_z,leakage_24h_uA_iqr_anomaly,leakage_96h_uA_deviation,leakage_96h_uA_robust_z,leakage_96h_uA_iqr_anomaly,leakage_168h_uA_deviation,leakage_168h_uA_robust_z,leakage_168h_uA_iqr_anomaly,max_robust_z,statistical_evidence_count,statistical_score,statistical_anomaly_flag,isolation_forest_score,isolation_forest_flag,combined_anomaly_score,anomaly_flag,limit_violation,limit_excess_uA,risk_score,risk_score_100,risk_level,screening_decision,explanation,stage,cumulative_components,batches_processed
C11,L1,TypeA,30.79,1.14,14.66,15.66,16.66,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50,1,14.66,14.66,,14.66,14.66,14.66,14.66,0.0,0.0,1,15.66,15.66,,15.66,15.66,15.66,15.66,0.0,0.0,1,16.66,16.66,,16.66,16.66,16.66,16.66,0.0,0.0,1,60.0,60.0,,60.0,60.0,60.0,60.0,0.0,0.0,1,1.47,1.47,,1.47,1.47,1.47,1.47,0.0,0.0,1,1.57,1.57,,1.57,1.57,1.57,1.57,0.0,0.0,1,1.67,1.67,,1.67,1.67,1.67,1.67,0.0,0.0,1,6.0,6.0,,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.3448511322347177,0,0.17242556611735885,0,1,10.0,0.36207661797628327,36.21,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,10,20000,10
C12,L1,TypeB,26.71,1.24,11.39,12.39,13.39,14.39,1.14,1.24,1.34,1.44,Normal,50,1,11.39,11.39,,11.39,11.39,11.39,11.39,0.0,0.0,1,12.39,12.39,,12.39,12.39,12.39,12.39,0.0,0.0,1,13.39,13.39,,13.39,13.39,13.39,13.39,0.0,0.0,1,14.39,14.39,,14.39,14.39,14.39,14.39,0.0,0.0,1,1.14,1.14,,1.14,1.14,1.14,1.14,0.0,0.0,1,1.24,1.24,,1.24,1.24,1.24,1.24,0.0,0.0,1,1.34,1.34,,1.34,1.34,1.34,1.34,0.0,0.0,1,1.44,1.44,,1.44,1.44,1.44,1.44,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.04524613987827135,0,0.022623069939135675,0,0,0.0,0.01470499546043819,1.47,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C13,L1,TypeB,28.66,1.02,12.4,13.4,32.4,34.4,1.24,1.34,3.24,3.44,Sudden_Anomaly,50,1,12.4,12.4,,12.4,12.4,12.4,12.4,0.0,0.0,1,13.4,13.4,,13.4,13.4,13.4,13.4,0.0,0.0,1,32.4,32.4,,32.4,32.4,32.4,32.4,0.0,0.0,1,34.4,34.4,,34.4,34.4,34.4,34.4,0.0,0.0,1,1.24,1.24,,1.24,1.24,1.24,1.24,0.0,0.0,1,1.34,1.34,,1.34,1.34,1.34,1.34,0.0,0.0,1,3.24,3.24,,3.24,3.24,3.24,3.24,0.0,0.0,1,3.44,3.44,,3.44,3.44,3.44,3.44,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.23563808801559344,0,0.11781904400779672,0,0,0.0,0.07658237860506786,7.66,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C14,L1,TypeA,34.22,1.07,14.99,15.99,16.99,17.99,1.5,1.6,1.7,1.8,Normal,50,1,14.99,14.99,,14.99,14.99,14.99,14.99,0.0,0.0,1,15.99,15.99,,15.99,15.99,15.99,15.99,0.0,0.0,1,16.99,16.99,,16.99,16.99,16.99,16.99,0.0,0.0,1,17.99,17.99,,17.99,17.99,17.99,17.99,0.0,0.0,1,1.5,1.5,,1.5,1.5,1.5,1.5,0.0,0.0,1,1.6,1.6,,1.6,1.6,1.6,1.6,0.0,0.0,1,1.7,1.7,,1.7,1.7,1.7,1.7,0.0,0.0,1,1.8,1.8,,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.27573511596636346,0,0.13786755798318173,0,0,0.0,0.08961391268906813,8.96,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C15,L1,TypeB,33.94,1.01,8.9,9.9,28.9,30.9,0.89,0.99,2.89,3.09,Sudden_Anomaly,50,1,8.9,8.9,,8.9,8.9,8.9,8.9,0.0,0.0,1,9.9,9.9,,9.9,9.9,9.9,9.9,0.0,0.0,1,28.9,28.9,,28.9,28.9,28.9,28.9,0.0,0.0,1,30.9,30.9,,30.9,30.9,30.9,30.9,0.0,0.0,1,0.89,0.89,,0.89,0.89,0.89,0.89,0.0,0.0,1,0.99,0.99,,0.99,0.99,0.99,0.99,0.0,0.0,1,2.89,2.89,,2.89,2.89,2.89,2.89,0.0,0.0,1,3.09,3.09,,3.09,3.09,3.09,3.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.34429525081521517,0,0.17214762540760759,0,0,0.0,0.11189595651494494,11.19,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C16,L1,TypeC,28.72,1.29,13.67,15.67,18.67,23.67,1.37,1.57,1.87,2.37,Latent_Defect,50,1,13.67,13.67,,13.67,13.67,13.67,13.67,0.0,0.0,1,15.67,15.67,,15.67,15.67,15.67,15.67,0.0,0.0,1,18.67,18.67,,18.67,18.67,18.67,18.67,0.0,0.0,1,23.67,23.67,,23.67,23.67,23.67,23.67,0.0,0.0,1,1.37,1.37,,1.37,1.37,1.37,1.37,0.0,0.0,1,1.57,1.57,,1.57,1.57,1.57,1.57,0.0,0.0,1,1.87,1.87,,1.87,1.87,1.87,1.87,0.0,0.0,1,2.37,2.37,,2.37,2.37,2.37,2.37,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.25279396593404785,0,0.12639698296702392,0,0,0.0,0.08215803892856556,8.22,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C17,L1,TypeC,26.03,1.1,9.64,10.64,29.64,31.64,0.96,1.06,2.96,3.16,Sudden_Anomaly,50,1,9.64,9.64,,9.64,9.64,9.64,9.64,0.0,0.0,1,10.64,10.64,,10.64,10.64,10.64,10.64,0.0,0.0,1,29.64,29.64,,29.64,29.64,29.64,29.64,0.0,0.0,1,31.64,31.64,,31.64,31.64,31.64,31.64,0.0,0.0,1,0.96,0.96,,0.96,0.96,0.96,0.96,0.0,0.0,1,1.06,1.06,,1.06,1.06,1.06,1.06,0.0,0.0,1,2.96,2.96,,2.96,2.96,2.96,2.96,0.0,0.0,1,3.16,3.16,,3.16,3.16,3.16,3.16,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.27149140930699395,0,0.13574570465349697,0,0,0.0,0.08823470802477304,8.82,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C18,L1,TypeC,32.96,1.3,12.07,13.07,14.07,15.07,1.21,1.31,1.41,1.51,Normal,50,1,12.07,12.07,,12.07,12.07,12.07,12.07,0.0,0.0,1,13.07,13.07,,13.07,13.07,13.07,13.07,0.0,0.0,1,14.07,14.07,,14.07,14.07,14.07,14.07,0.0,0.0,1,15.07,15.07,,15.07,15.07,15.07,15.07,0.0,0.0,1,1.21,1.21,,1.21,1.21,1.21,1.21,0.0,0.0,1,1.31,1.31,,1.31,1.31,1.31,1.31,0.0,0.0,1,1.41,1.41,,1.41,1.41,1.41,1.41,0.0,0.0,1,1.51,1.51,,1.51,1.51,1.51,1.51,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.09159024636318605,0,0.045795123181593025,0,0,0.0,0.029766830068035467,2.98,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C19,L1,TypeB,31.79,1.03,10.77,10.77,10.77,10.77,1.08,1.08,1.08,1.08,High_Stable,50,1,10.77,10.77,,10.77,10.77,10.77,10.77,0.0,0.0,1,10.77,10.77,,10.77,10.77,10.77,10.77,0.0,0.0,1,10.77,10.77,,10.77,10.77,10.77,10.77,0.0,0.0,1,10.77,10.77,,10.77,10.77,10.77,10.77,0.0,0.0,1,1.08,1.08,,1.08,1.08,1.08,1.08,0.0,0.0,1,1.08,1.08,,1.08,1.08,1.08,1.08,0.0,0.0,1,1.08,1.08,,1.08,1.08,1.08,1.08,0.0,0.0,1,1.08,1.08,,1.08,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.1792594814795228,0,0.0896297407397614,0,0,0.0,0.05825933148084492,5.83,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
C20,L1,TypeA,31.24,1.17,13.16,14.16,33.16,35.16,1.32,1.42,3.32,3.52,Sudden_Anomaly,50,1,13.16,13.16,,13.16,13.16,13.16,13.16,0.0,0.0,1,14.16,14.16,,14.16,14.16,14.16,14.16,0.0,0.0,1,33.16,33.16,,33.16,33.16,33.16,33.16,0.0,0.0,1,35.16,35.16,,35.16,35.16,35.16,35.16,0.0,0.0,1,1.32,1.32,,1.32,1.32,1.32,1.32,0.0,0.0,1,1.42,1.42,,1.42,1.42,1.42,1.42,0.0,0.0,1,3.32,3.32,,3.32,3.32,3.32,3.32,0.0,0.0,1,3.52,3.52,,3.52,3.52,3.52,3.52,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.20401485223506197,0,0.10200742611753098,0,0,0.0,0.06630482697639514,6.63,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,10,20000,10
