component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,temperature_bin,voltage_bin,iddq_0h_uA_group_count,iddq_0h_uA_group_mean,iddq_0h_uA_group_median,iddq_0h_uA_group_std,iddq_0h_uA_group_min,iddq_0h_uA_group_max,iddq_0h_uA_group_q1,iddq_0h_uA_group_q3,iddq_0h_uA_group_iqr,iddq_0h_uA_group_mad,iddq_24h_uA_group_count,iddq_24h_uA_group_mean,iddq_24h_uA_group_median,iddq_24h_uA_group_std,iddq_24h_uA_group_min,iddq_24h_uA_group_max,iddq_24h_uA_group_q1,iddq_24h_uA_group_q3,iddq_24h_uA_group_iqr,iddq_24h_uA_group_mad,iddq_96h_uA_group_count,iddq_96h_uA_group_mean,iddq_96h_uA_group_median,iddq_96h_uA_group_std,iddq_96h_uA_group_min,iddq_96h_uA_group_max,iddq_96h_uA_group_q1,iddq_96h_uA_group_q3,iddq_96h_uA_group_iqr,iddq_96h_uA_group_mad,iddq_168h_uA_group_count,iddq_168h_uA_group_mean,iddq_168h_uA_group_median,iddq_168h_uA_group_std,iddq_168h_uA_group_min,iddq_168h_uA_group_max,iddq_168h_uA_group_q1,iddq_168h_uA_group_q3,iddq_168h_uA_group_iqr,iddq_168h_uA_group_mad,leakage_0h_uA_group_count,leakage_0h_uA_group_mean,leakage_0h_uA_group_median,leakage_0h_uA_group_std,leakage_0h_uA_group_min,leakage_0h_uA_group_max,leakage_0h_uA_group_q1,leakage_0h_uA_group_q3,leakage_0h_uA_group_iqr,leakage_0h_uA_group_mad,leakage_24h_uA_group_count,leakage_24h_uA_group_mean,leakage_24h_uA_group_median,leakage_24h_uA_group_std,leakage_24h_uA_group_min,leakage_24h_uA_group_max,leakage_24h_uA_group_q1,leakage_24h_uA_group_q3,leakage_24h_uA_group_iqr,leakage_24h_uA_group_mad,leakage_96h_uA_group_count,leakage_96h_uA_group_mean,leakage_96h_uA_group_median,leakage_96h_uA_group_std,leakage_96h_uA_group_min,leakage_96h_uA_group_max,leakage_96h_uA_group_q1,leakage_96h_uA_group_q3,leakage_96h_uA_group_iqr,leakage_96h_uA_group_mad,leakage_168h_uA_group_count,leakage_168h_uA_group_mean,leakage_168h_uA_group_median,leakage_168h_uA_group_std,leakage_168h_uA_group_min,leakage_168h_uA_group_max,leakage_168h_uA_group_q1,leakage_168h_uA_group_q3,leakage_168h_uA_group_iqr,leakage_168h_uA_group_mad,iddq_0h_uA_deviation,iddq_0h_uA_robust_z,iddq_0h_uA_iqr_anomaly,iddq_24h_uA_deviation,iddq_24h_uA_robust_z,iddq_24h_uA_iqr_anomaly,iddq_96h_uA_deviation,iddq_96h_uA_robust_z,iddq_96h_uA_iqr_anomaly,iddq_168h_uA_deviation,iddq_168h_uA_robust_z,iddq_168h_uA_iqr_anomaly,leakage_0h_uA_deviation,leakage_0h_uA_robust_z,leakage_0h_uA_iqr_anomaly,leakage_24h_uA_deviation,leakage_24h_uA_robust_z,leakage_24h_uA_iqr_anomaly,leakage_96h_uA_deviation,leakage_96h_uA_robust_z,leakage_96h_uA_iqr_anomaly,leakage_168h_uA_deviation,leakage_168h_uA_robust_z,leakage_168h_uA_iqr_anomaly,max_robust_z,statistical_evidence_count,iddq_change_0h_24h,iddq_change_0h_24h_robust_z,iddq_change_24h_96h,iddq_change_24h_96h_robust_z,iddq_change_96h_168h,iddq_change_96h_168h_robust_z,leakage_change_0h_24h,leakage_change_0h_24h_robust_z,leakage_change_24h_96h,leakage_change_24h_96h_robust_z,leakage_change_96h_168h,leakage_change_96h_168h_robust_z,max_temporal_robust_z,temporal_anomaly_score,temporal_anomaly_flag,statistical_score,statistical_anomaly_flag,isolation_forest_score,isolation_forest_flag,combined_anomaly_score,anomaly_flag,limit_violation,limit_excess_uA,risk_score,risk_score_100,risk_level,screening_decision,explanation,stage,cumulative_components,batches_processed
C1529,L1,TypeA,28.46,1.01,13.86,15.86,18.86,23.86,1.39,1.59,1.89,2.39,Latent_Defect,50,28.0,1.0,9,11.713333333333333,11.8,1.6460407042354688,8.89,14.26,11.05,11.98,0.9299999999999997,0.75,9,12.491111111111111,12.05,2.0822010256243537,8.89,15.86,11.8,12.98,1.1799999999999997,0.7400000000000002,9,15.379999999999999,13.4,6.2685285354698665,8.89,30.31,11.87,16.26,4.390000000000002,1.5999999999999996,9,26.353333333333335,14.4,20.39204379163599,8.89,60.0,11.87,32.31,20.440000000000005,5.51,9,1.172222222222222,1.18,0.16626618551119898,0.89,1.43,1.1,1.2,0.09999999999999987,0.07999999999999985,9,1.25,1.2,0.20964255293236633,0.89,1.59,1.18,1.3,0.1200000000000001,0.07000000000000006,9,1.5388888888888888,1.34,0.6267464488220983,0.89,3.03,1.19,1.63,0.43999999999999995,0.16000000000000014,9,2.6355555555555554,1.44,2.039112007168262,0.89,6.0,1.19,3.23,2.04,0.5499999999999999,2.0599999999999987,1.8526266666666655,1,3.8099999999999987,3.4727635135135113,1,5.459999999999999,2.30173125,0,9.459999999999999,1.1580344827586206,0,0.20999999999999996,1.770562500000003,1,0.3900000000000001,3.7579285714285695,1,0.5499999999999998,2.318593749999997,0,0.9500000000000002,1.165045454545455,0,3.7579285714285695,4,2.0,3.0,3.0,1.349,5.0,2.698,0.20000000000000018,3.0,0.2999999999999998,1.3490000000000015,0.5000000000000002,2.698000000000006,3.0,0.25,0,0.3953462499999997,0,0.6323012438119563,1,0.513823746905978,1,0,0.0,0.3735200604888857,37.35,MEDIUM,REVIEW,Isolation Forest identified an unusual multivariate pattern.,5,10000,5
C1530,L1,TypeB,33.52,1.3,10.14,12.14,15.14,20.14,1.01,1.21,1.51,2.01,Latent_Defect,50,33.0,1.3,5,10.428,10.14,2.003202436100755,8.01,13.43,9.55,11.01,1.459999999999999,0.8699999999999992,5,11.428,12.01,1.6117754185990047,9.55,13.43,10.01,12.14,2.130000000000001,1.42,5,16.428,13.43,8.400465463294282,9.55,31.01,13.01,15.14,2.130000000000001,1.7100000000000009,5,18.828,18.01,8.926635424391431,9.55,33.01,13.43,20.14,6.710000000000001,4.580000000000002,5,1.042,1.01,0.19904773296875317,0.8,1.34,0.96,1.1,0.14000000000000012,0.09000000000000008,5,1.142,1.2,0.15849290204927166,0.96,1.34,1.0,1.21,0.20999999999999996,0.14000000000000012,5,1.6420000000000001,1.34,0.8391185851832862,0.96,3.1,1.3,1.51,0.20999999999999996,0.16999999999999993,5,1.8820000000000001,1.8,0.8913024178133928,0.96,3.3,1.34,2.01,0.6699999999999997,0.45999999999999996,0.0,0.0,0,0.13000000000000078,0.061750000000000374,0,1.7100000000000009,0.6745,0,2.129999999999999,0.31368668122270715,0,0.0,0.0,0,0.010000000000000009,0.04817857142857143,0,0.16999999999999993,0.6745,0,0.20999999999999974,0.3079239130434779,0,0.6745,0,2.0,0.6745,3.0,0.0,5.0,1.011750000000003,0.19999999999999996,0.6745000000000015,0.30000000000000004,0.0,0.4999999999999998,1.0117500000000015,1.011750000000003,0.0,0,0.0,0,0.2690178986423605,0,0.13450894932118024,0,0,0.0,0.08743081705876715,8.74,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1531,L1,TypeA,31.21,1.26,13.85,13.85,13.85,13.85,1.38,1.38,1.38,1.38,High_Stable,50,31.0,1.25,15,12.350666666666665,12.28,1.8152074523971349,9.34,14.61,10.895,13.9,3.005000000000001,1.6100000000000012,15,13.283999999999999,13.75,1.8389507878135294,9.34,15.61,12.115,14.9,2.785,1.4600000000000009,15,18.017333333333333,15.22,8.143839447851423,9.34,34.32,13.690000000000001,16.945,3.254999999999999,1.5899999999999999,15,25.812,20.01,16.251120049311766,9.34,60.0,15.370000000000001,34.61,19.24,6.260000000000002,15,1.2333333333333334,1.23,0.18156725108528424,0.93,1.46,1.09,1.39,0.2999999999999998,0.15999999999999992,15,1.3266666666666667,1.37,0.1843004792903878,0.93,1.56,1.21,1.49,0.28,0.1499999999999999,15,1.8,1.52,0.8147830561391349,0.93,3.43,1.3650000000000002,1.6949999999999998,0.3299999999999996,0.15999999999999992,15,2.58,2.0,1.6257086366961855,0.93,6.0,1.535,3.46,1.925,0.6299999999999999,1.5700000000000003,0.6577422360248443,0,0.09999999999999964,0.04619863013698611,0,1.370000000000001,0.5811729559748433,0,6.160000000000002,0.6637252396166134,0,0.1499999999999999,0.6323437499999999,0,0.009999999999999787,0.04496666666666573,0,0.14000000000000012,0.5901875000000009,0,0.6200000000000001,0.663793650793651,0,0.663793650793651,0,0.0,3.0,0.0,0.6745,0.0,0.6745,0.0,3.0,0.0,0.6745000000000001,0.0,0.6745,3.0,0.25,0,0.075,0,0.20514752876669756,0,0.1400737643833488,0,0,0.0,0.09854794684917673,9.85,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1532,L1,TypeA,29.31,1.27,8.27,9.27,10.27,11.27,0.83,0.93,1.03,1.13,Normal,50,29.0,1.25,9,11.875555555555556,11.75,2.3953972066815514,8.27,14.84,10.23,14.14,3.91,2.2699999999999996,9,12.653333333333332,12.75,2.2338643647276344,9.27,15.84,11.23,14.14,2.91,1.5199999999999996,9,17.43111111111111,14.14,7.597450961415356,10.27,30.43,13.38,16.84,3.459999999999999,2.66,9,28.395555555555557,17.36,19.553192265657742,11.27,60.0,14.14,32.43,18.29,6.09,9,1.1877777777777778,1.18,0.23878744616173708,0.83,1.48,1.02,1.41,0.3899999999999999,0.22999999999999998,9,1.2655555555555555,1.28,0.22271681072109883,0.93,1.58,1.12,1.41,0.2899999999999998,0.15999999999999992,9,1.7433333333333332,1.41,0.7576773719730583,1.03,3.04,1.34,1.68,0.33999999999999986,0.26,9,2.8400000000000003,1.74,1.9542965486332928,1.13,6.0,1.41,3.24,1.8300000000000003,0.6100000000000001,3.4800000000000004,1.0340352422907493,0,3.4800000000000004,1.5442500000000006,0,3.870000000000001,0.9813214285714288,0,6.09,0.6745,0,0.35,1.0264130434782608,0,0.35,1.4754687500000006,0,0.3799999999999999,0.9858076923076919,0,0.6100000000000001,0.6745,0,1.5442500000000006,0,1.0,0.0,1.0,0.0,1.0,0.0,0.10000000000000009,0.0,0.09999999999999998,0.0,0.09999999999999987,1.4976908602193348e-15,1.4976908602193348e-15,0.0,0,0.0,0,0.22721624537685556,0,0.11360812268842778,0,0,0.0,0.07384527974747807,7.38,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1533,L1,TypeB,28.03,1.25,10.79,10.79,10.79,10.79,1.08,1.08,1.08,1.08,High_Stable,50,28.0,1.25,13,11.86153846153846,11.93,1.5797196278340355,8.18,14.45,11.23,12.35,1.1199999999999992,0.6999999999999993,13,12.63076923076923,13.03,1.6931994445352143,9.18,14.72,11.23,13.63,2.4000000000000004,1.3200000000000003,13,14.938461538461537,13.93,5.6254345701078154,10.18,32.03,11.23,15.72,4.49,2.6999999999999993,13,19.713076923076922,14.78,13.748758358857588,10.55,60.0,11.23,21.63,10.399999999999999,3.5999999999999996,13,1.186923076923077,1.19,0.1581868418139667,0.82,1.45,1.12,1.24,0.11999999999999988,0.06999999999999984,13,1.2638461538461538,1.3,0.169191137550526,0.92,1.47,1.12,1.36,0.24,0.1399999999999999,13,1.4946153846153847,1.39,0.5614062014948918,1.02,3.2,1.12,1.57,0.44999999999999996,0.2699999999999998,13,1.9723076923076923,1.48,1.3740581856078355,1.06,6.0,1.12,2.16,1.04,0.3599999999999999,1.1400000000000006,1.09847142857143,0,2.24,1.1446060606060606,0,3.1400000000000006,0.7844185185185188,0,3.99,0.7475708333333334,0,0.10999999999999988,1.0599285714285727,0,0.21999999999999997,1.059928571428572,0,0.30999999999999983,0.7744259259259261,0,0.3999999999999999,0.7494444444444445,0,1.1446060606060606,0,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.0,0.6745000000000015,0.0,0.6745,0.0,0.6745000000000001,0.6745000000000015,0.0,0,0.0,0,0.15761704415707625,0,0.07880852207853813,0,0,0.0,0.05122553935104979,5.12,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1534,L1,TypeC,30.0,1.03,12.93,12.93,12.93,12.93,1.29,1.29,1.29,1.29,High_Stable,50,30.0,1.0,10,12.309999999999999,12.934999999999999,1.8396920032077835,9.41,14.64,10.8125,13.587499999999999,2.7749999999999986,1.46,10,13.209999999999999,13.09,2.154071081051464,10.41,16.64,11.467500000000001,14.2925,2.8249999999999993,1.7699999999999996,10,16.21,14.565,5.497274071958048,10.67,29.41,12.9325,18.43,5.4975000000000005,2.129999999999999,10,22.812,18.88,14.64888073084994,10.67,60.0,13.1075,24.52,11.4125,5.8500000000000005,10,1.23,1.29,0.1832424016917967,0.94,1.46,1.0825,1.3575000000000002,0.27500000000000013,0.1499999999999999,10,1.32,1.3050000000000002,0.2147867159144935,1.04,1.66,1.1475,1.4275,0.28,0.17499999999999993,10,1.6199999999999999,1.455,0.5494643856621747,1.07,2.94,1.29,1.845,0.5549999999999999,0.21000000000000008,10,2.2800000000000002,1.885,1.4652720642331998,1.07,6.0,1.3075,2.45,1.1425,0.585,0.004999999999999005,0.0023099315068488557,0,0.16000000000000014,0.06097175141242945,0,1.6349999999999998,0.5177500000000003,0,5.949999999999999,0.6860299145299144,0,0.0,0.0,0,0.015000000000000124,0.057814285714286213,0,0.16500000000000004,0.5299642857142856,0,0.595,0.6860299145299145,0,0.6860299145299145,0,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.6745,0.0,0,0.0,0,0.16025425126624684,0,0.08012712563312342,0,0,0.0,0.052082631661530224,5.21,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1535,L1,TypeB,34.81,1.08,8.74,8.74,8.74,8.74,0.87,0.87,0.87,0.87,High_Stable,50,34.0,1.05,8,11.8,12.045,2.0520512385694185,8.74,14.18,10.254999999999999,13.5275,3.272500000000001,1.6000000000000005,8,12.425,12.605,2.115635669418127,8.74,15.18,11.225,13.7925,2.567500000000001,1.5050000000000008,8,13.175,13.395,2.4971812680929446,8.74,16.18,11.975,15.1075,3.1325000000000003,1.8500000000000005,8,24.9625,13.45,21.86001682785916,8.74,60.0,12.6425,29.9775,17.335,3.6549999999999994,8,1.1775,1.2000000000000002,0.20561753677294026,0.87,1.42,1.0225,1.35,0.3275000000000001,0.16000000000000003,8,1.24,1.26,0.2128715239628958,0.87,1.52,1.1175,1.375,0.25750000000000006,0.15500000000000003,8,1.315,1.335,0.25190701232229096,0.87,1.62,1.1925,1.5125,0.32000000000000006,0.19000000000000006,8,2.49375,1.34,2.1878491558083772,0.87,6.0,1.26,3.0,1.74,0.36500000000000005,3.3049999999999997,1.3932640624999992,0,3.865,1.7321877076411951,0,4.654999999999999,1.697187837837837,0,4.709999999999999,0.8691915184678521,0,0.3300000000000002,1.3911562500000005,0,0.39,1.697129032258064,0,0.46499999999999997,1.6507499999999995,0,0.4700000000000001,0.8685342465753425,0,1.7321877076411951,0,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.0,0.6745,0.0,0.6745000000000001,0.0,0.6745000000000001,0.6745000000000001,0.0,0,0.0,0,0.39380797629303516,0,0.19690398814651758,0,0,0.0,0.12798759229523643,12.8,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1536,L1,TypeA,31.51,1.27,10.78,10.78,10.78,10.78,1.08,1.08,1.08,1.08,High_Stable,50,31.0,1.25,15,12.350666666666665,12.28,1.8152074523971349,9.34,14.61,10.895,13.9,3.005000000000001,1.6100000000000012,15,13.283999999999999,13.75,1.8389507878135294,9.34,15.61,12.115,14.9,2.785,1.4600000000000009,15,18.017333333333333,15.22,8.143839447851423,9.34,34.32,13.690000000000001,16.945,3.254999999999999,1.5899999999999999,15,25.812,20.01,16.251120049311766,9.34,60.0,15.370000000000001,34.61,19.24,6.260000000000002,15,1.2333333333333334,1.23,0.18156725108528424,0.93,1.46,1.09,1.39,0.2999999999999998,0.15999999999999992,15,1.3266666666666667,1.37,0.1843004792903878,0.93,1.56,1.21,1.49,0.28,0.1499999999999999,15,1.8,1.52,0.8147830561391349,0.93,3.43,1.3650000000000002,1.6949999999999998,0.3299999999999996,0.15999999999999992,15,2.58,2.0,1.6257086366961855,0.93,6.0,1.535,3.46,1.925,0.6299999999999999,1.5,0.6284161490683224,0,2.9700000000000006,1.3720993150684926,0,4.440000000000001,1.883509433962265,0,9.230000000000002,0.9945103833865815,0,0.1499999999999999,0.6323437499999999,0,0.29000000000000004,1.3040333333333343,0,0.43999999999999995,1.8548750000000005,0,0.9199999999999999,0.9849841269841271,0,1.883509433962265,0,0.0,3.0,0.0,0.6745,0.0,0.6745,0.0,3.0,0.0,0.6745000000000001,0.0,0.6745,3.0,0.25,0,0.075,0,0.22072728940875644,0,0.1478636447043782,0,0,0.0,0.10361136905784585,10.36,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1537,L1,TypeB,34.31,1.21,14.13,15.13,34.13,36.13,1.41,1.51,3.41,3.61,Sudden_Anomaly,50,34.0,1.2000000000000002,8,11.09375,10.655000000000001,2.2761555150233983,8.43,14.13,9.325,13.31,3.985000000000001,2.1900000000000013,8,12.09375,11.655000000000001,2.674380769449258,8.5,15.55,10.3075,14.455,4.147500000000001,2.4000000000000004,8,20.09375,17.065,10.392759756539302,8.5,34.13,11.3825,29.63,18.2475,7.450000000000001,8,22.21875,22.064999999999998,11.002685954542452,8.5,36.13,12.1325,31.63,19.4975,10.399999999999999,8,1.1075,1.065,0.22638462845343538,0.84,1.41,0.9325,1.3275000000000001,0.39500000000000013,0.21999999999999997,8,1.2075,1.165,0.2663912267967654,0.85,1.55,1.03,1.4425,0.41249999999999987,0.24,8,2.0075,1.705,1.038181789751404,0.85,3.41,1.1375,2.96,1.8225,0.7450000000000001,8,2.22,2.205,1.099220503031905,0.85,3.61,1.2125,3.16,1.9475000000000002,1.04,3.4749999999999996,1.0702682648401818,0,3.4749999999999996,0.9766197916666663,0,17.065,1.5450124161073824,0,14.065000000000005,0.9121963942307697,0,0.345,1.0577386363636363,0,0.345,0.9695937499999999,0,1.705,1.543654362416107,0,1.4049999999999998,0.9112235576923075,0,1.5450124161073824,0,1.0,0.0,19.0,3.5973333333333333,2.0,0.0,0.10000000000000009,7.488454301096674e-16,1.9000000000000001,3.5973333333333324,0.19999999999999973,9.98460573479558e-16,3.5973333333333333,0.3993333333333333,0,0.11979999999999999,0,0.3773410037896617,0,0.24857050189483082,0,0,0.0,0.17355082623164003,17.36,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1538,L1,TypeC,31.83,1.25,9.79,10.79,11.79,60.0,0.98,1.08,1.18,6.0,Absolute_Failure,50,31.0,1.25,17,11.041176470588235,10.01,2.337942156985875,8.09,14.56,9.5,13.11,3.6099999999999994,1.5399999999999991,17,12.041176470588235,11.89,2.3282984193208063,8.49,15.56,10.47,14.25,3.7799999999999994,2.3000000000000007,17,19.629411764705882,15.01,9.32741153173553,8.49,34.56,13.11,28.53,15.420000000000002,3.51,17,29.83294117647059,30.09,16.952642406386786,8.49,60.0,18.47,36.45,17.980000000000004,10.2,17,1.1041176470588234,1.0,0.23372149086919164,0.81,1.46,0.95,1.31,0.3600000000000001,0.15000000000000002,17,1.2041176470588235,1.19,0.23264938275034747,0.85,1.56,1.05,1.43,0.3799999999999999,0.22999999999999998,17,1.9629411764705882,1.5,0.9316971390014728,0.85,3.46,1.31,2.85,1.54,0.3500000000000001,17,2.982941176470588,3.01,1.694947509164673,0.85,6.0,1.85,3.64,1.79,1.0199999999999998,0.22000000000000064,0.0963571428571432,0,1.1000000000000014,0.32258695652173947,0,3.2200000000000006,0.6187720797720799,0,29.91,1.9778720588235297,0,0.020000000000000018,0.0899333333333334,0,0.10999999999999988,0.3225869565217388,0,0.32000000000000006,0.6166857142857142,0,2.99,1.977210784313726,0,1.9778720588235297,0,1.0,0.0,1.0,0.44966666666666666,48.21,15.5843225,0.10000000000000009,0.0,0.09999999999999987,0.44966666666666705,4.82,15.580949999999985,15.5843225,1.0,1,0.3,0,0.2687469511062941,0,0.28437347555314707,0,1,10.0,0.46484275910954564,46.48,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,5,10000,5
C1539,L1,TypeC,33.15,1.07,10.65,11.65,12.65,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50,33.0,1.05,14,12.103571428571428,12.67,1.9792835033954044,9.08,14.78,10.7125,13.627500000000001,2.915000000000001,1.33,14,13.103571428571428,14.0,2.4074934527999705,9.22,15.78,11.0875,15.075,3.987499999999999,1.4049999999999994,14,18.175,16.3,8.777110747673353,9.22,34.15,11.4725,18.512500000000003,7.040000000000003,4.4350000000000005,14,35.988571428571426,34.89,20.508561760750204,9.22,60.0,22.11,60.0,37.89,24.55,14,1.2114285714285715,1.27,0.19817851870151124,0.91,1.48,1.0750000000000002,1.36,0.2849999999999999,0.1299999999999999,14,1.3114285714285714,1.4049999999999998,0.24124220650168618,0.92,1.58,1.11,1.51,0.3999999999999999,0.13500000000000023,14,1.8185714285714287,1.63,0.8785289903089064,0.92,3.42,1.1500000000000001,1.85,0.7,0.43999999999999984,14,3.599285714285714,3.49,2.051110259518804,0.92,6.0,2.215,6.0,3.785,2.455,2.0199999999999996,1.0244285714285712,0,2.3499999999999996,1.1281672597864771,0,3.6500000000000004,0.5551127395715897,0,25.11,0.6898857433808554,0,0.19999999999999996,1.0376923076923084,0,0.23499999999999988,1.174129629629627,0,0.3599999999999999,0.5518636363636364,0,2.51,0.68961099796334,0,1.174129629629627,0,1.0,0.0,1.0,5.99076344087734e-16,47.35,5.713015,0.09999999999999987,0.0,0.10000000000000009,0.0,4.73,5.7062700000000035,5.713015,0.9282537500000001,1,0.278476125,0,0.27873657593512874,0,0.2786063504675644,0,1,10.0,0.4589417403039169,45.89,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,5,10000,5
C1540,L1,TypeC,26.31,1.04,11.27,12.27,31.27,33.27,1.13,1.23,3.13,3.33,Sudden_Anomaly,50,26.0,1.0,14,11.551428571428572,11.815,1.937646697743096,8.03,14.8,10.665,12.8075,2.1425,1.085,14,12.622857142857143,12.53,2.1819871979157286,9.03,15.92,11.185,13.907499999999999,2.7224999999999984,1.4299999999999997,14,17.765714285714285,15.865,7.69833519893521,10.03,31.79,12.08,18.657500000000002,6.577500000000002,3.6350000000000007,14,32.994285714285716,27.91,19.140183551199982,11.07,60.0,18.810000000000002,53.4475,34.637499999999996,12.245000000000001,14,1.1542857142857144,1.18,0.19413374793660187,0.8,1.48,1.065,1.2825,0.21750000000000003,0.1100000000000001,14,1.2614285714285713,1.255,0.21845109091254067,0.9,1.59,1.12,1.3875,0.26749999999999985,0.1399999999999999,14,1.7757142857142856,1.585,0.7710603516807656,1.0,3.18,1.205,1.865,0.6599999999999999,0.365,14,3.299285714285714,2.79,1.9143806561661911,1.11,6.0,1.8800000000000001,5.345,3.465,1.225,0.5449999999999999,0.33880414746543774,0,0.2599999999999998,0.12263636363636356,0,15.405,2.8585068775790914,1,5.360000000000003,0.2952486729277257,0,0.050000000000000044,0.30659090909090914,0,0.02499999999999991,0.12044642857142823,0,1.545,2.8550753424657533,1,0.54,0.29733061224489793,0,2.8585068775790914,2,1.0,0.0,19.0,12.141,2.0000000000000036,0.4046999999999992,0.10000000000000009,0.0,1.9,12.14099999999999,0.20000000000000018,0.4046999999999997,12.141,1.0,1,0.4576670925034386,0,0.2567186527077899,0,0.3571928726056143,0,0,0.0,0.27794207644399316,27.79,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
C1541,L1,TypeB,25.5,1.2,8.12,9.12,28.12,30.12,0.81,0.91,2.81,3.01,Sudden_Anomaly,50,25.0,1.1500000000000001,8,12.1775,12.495000000000001,2.571035088942084,8.12,14.99,10.4275,14.2375,3.8100000000000005,2.05,8,13.0525,13.495000000000001,2.6870469717836025,9.12,16.09,10.8725,15.1625,4.289999999999999,2.3549999999999995,8,20.802500000000002,17.53,8.90675145204869,10.58,34.68,14.4975,28.5825,14.084999999999999,5.730000000000001,8,33.55375,31.045,18.457863935770803,10.58,60.0,21.815,42.51,20.694999999999997,11.505,8,1.21875,1.25,0.25798324973311176,0.81,1.5,1.045,1.4249999999999998,0.3799999999999999,0.20499999999999996,8,1.30625,1.35,0.26949357267713403,0.91,1.61,1.09,1.5175,0.4275,0.235,8,2.08125,1.755,0.8908974207425423,1.06,3.47,1.45,2.8575,1.4075,0.5749999999999998,8,3.35625,3.105,1.8452792084513545,1.06,6.0,2.1825,4.2524999999999995,2.0699999999999994,1.15,4.375000000000002,1.4394817073170738,0,4.375000000000002,1.2530520169851387,0,10.59,1.2465890052356017,0,0.9250000000000007,0.05422968274663193,0,0.43999999999999995,1.4477073170731707,0,0.44000000000000006,1.2628936170212768,0,1.0550000000000002,1.2375608695652178,0,0.0950000000000002,0.05571956521739142,0,1.4477073170731707,0,1.0,0.0,19.0,5.73325,2.0,0.0,0.09999999999999998,0.0,1.9,5.733250000000001,0.19999999999999973,7.488454301096682e-16,5.733250000000001,0.9333125000000002,1,0.27999375000000004,0,0.4629187537168279,1,0.37145625185841397,0,0,0.0,0.26944593870796907,26.94,LOW,PASS,Isolation Forest identified an unusual multivariate pattern.,5,10000,5
C1542,L1,TypeC,27.84,1.09,10.24,12.24,15.24,20.24,1.02,1.22,1.52,2.02,Latent_Defect,50,27.0,1.05,15,11.674000000000001,12.08,1.901851729236536,8.7,14.37,10.035,13.115,3.08,1.3800000000000008,15,12.874,13.08,2.195035958052364,9.18,16.37,11.21,14.115,2.9049999999999994,1.4900000000000002,15,16.807333333333336,15.07,6.312209785879457,9.18,31.5,13.89,18.845,4.954999999999998,3.3900000000000006,15,34.147333333333336,24.37,19.968573332924436,9.18,60.0,19.47,60.0,40.53,9.260000000000002,15,1.168,1.21,0.19143070361285905,0.87,1.44,1.0,1.315,0.31499999999999995,0.14000000000000012,15,1.288,1.31,0.22042815480008768,0.92,1.64,1.12,1.415,0.29499999999999993,0.15000000000000013,15,1.6813333333333333,1.51,0.6305991104459616,0.92,3.15,1.3900000000000001,1.885,0.4949999999999999,0.3400000000000001,15,3.4146666666666667,2.44,1.996739723601833,0.92,6.0,1.945,6.0,4.055,0.9299999999999999,1.8399999999999999,0.8993333333333328,0,0.8399999999999999,0.3802550335570468,0,0.16999999999999993,0.03382448377581119,0,4.130000000000003,0.3008299136069116,0,0.18999999999999995,0.9153928571428561,0,0.09000000000000008,0.4047,0,0.010000000000000009,0.01983823529411766,0,0.41999999999999993,0.3046129032258064,0,0.9153928571428561,0,2.0,3.0,3.0,1.349,4.999999999999998,2.9953817204386723e-16,0.19999999999999996,3.0,0.30000000000000004,1.3489999999999984,0.5,0.0,3.0,0.25,0,0.075,0,0.20265596240824332,0,0.13882798120412165,0,0,0.0,0.09773818778267906,9.77,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,5,10000,5
