component_id,lot_id,component_type,temperature,voltage,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,actual_abnormal,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,prediction_error_uA,absolute_prediction_error_uA,predicted_drift_uA,predicted_drift_rate,predicted_relative_drift,actual_drift_uA,actual_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation
C11,L1,TypeA,30.79,1.14,14.66,15.66,16.66,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50,True,26.352432622483036,-1.2369412569805327,53.9418065019466,-33.647567377516964,33.647567377516964,11.692432622483036,0.06959781322906569,0.7975738487369056,45.34,0.2698809523809524,0.017857142857142856,0.051740670371922835,True,False,True,23.647567377516964,-3.9418065019466013,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C12,L1,TypeB,26.71,1.24,11.39,12.39,13.39,14.39,1.14,1.24,1.34,1.44,Normal,50,False,34.78566746548534,7.1962935860217705,62.37504134494891,20.39566746548534,20.39566746548534,23.39566746548534,0.13925992538979368,2.054053333229617,3.0,0.017857142857142856,0.017857142857142856,0.12140278253265083,True,False,True,15.21433253451466,-12.375041344948912,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C13,L1,TypeB,28.66,1.02,12.4,13.4,32.4,34.4,1.24,1.34,3.24,3.44,Sudden_Anomaly,50,True,31.305908959136328,3.7165350796727594,58.8952828385999,-3.0940910408636704,3.0940910408636704,18.905908959136326,0.11253517237581147,1.5246700773497037,22.0,0.13095238095238096,0.017857142857142856,0.0946780295186686,True,False,True,18.694091040863672,-8.895282838599897,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C14,L1,TypeA,34.22,1.07,14.99,15.99,16.99,17.99,1.5,1.6,1.7,1.8,Normal,50,False,35.733013919994846,8.143640040531277,63.32238779945841,17.743013919994848,17.743013919994848,20.743013919994844,0.12347032095235026,1.3837901214139323,2.9999999999999982,0.017857142857142846,0.017857142857142856,0.1056131780952074,True,False,True,14.266986080005154,-13.322387799458411,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C15,L1,TypeB,33.94,1.01,8.9,9.9,28.9,30.9,0.89,0.99,2.89,3.09,Sudden_Anomaly,50,True,29.37248299145004,1.7831091119864695,56.96185687091361,-1.5275170085499603,1.5275170085499603,20.472482991450036,0.12186001780625022,2.3002789878033747,22.0,0.13095238095238096,0.017857142857142856,0.10400287494910737,True,False,True,20.62751700854996,-6.961856870913607,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C16,L1,TypeC,28.72,1.29,13.67,15.67,18.67,23.67,1.37,1.57,1.87,2.37,Latent_Defect,50,True,20.196705740280134,-7.392668139183435,47.7860796197437,-3.473294259719868,3.473294259719868,6.526705740280134,0.03884943893023889,0.4774473840731627,10.000000000000002,0.059523809523809534,0.017857142857142856,0.020992296073096037,True,False,False,29.803294259719866,2.2139203802562974,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C17,L1,TypeC,26.03,1.1,9.64,10.64,29.64,31.64,0.96,1.06,2.96,3.16,Sudden_Anomaly,50,True,38.4878984158912,10.898524536427633,66.07727229535477,6.847898415891201,6.847898415891201,28.8478984158912,0.17171368104697143,2.992520582561328,22.0,0.13095238095238096,0.017857142857142856,0.15385653818982858,True,False,True,11.512101584108798,-16.077272295354774,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C18,L1,TypeC,32.96,1.3,12.07,13.07,14.07,15.07,1.21,1.31,1.41,1.51,Normal,50,False,35.68584594505068,8.096472065587111,63.27521982451425,20.61584594505068,20.61584594505068,23.61584594505068,0.1405705115776826,1.956573814834356,3.0,0.017857142857142856,0.017857142857142856,0.12271336872053976,True,False,True,14.31415405494932,-13.275219824514252,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C19,L1,TypeB,31.79,1.03,10.77,10.77,10.77,10.77,1.08,1.08,1.08,1.08,High_Stable,50,True,9.928440293805492,-17.66093358565808,37.51781417326906,-0.8415597061945075,0.8415597061945075,-0.8415597061945075,-0.005009283965443497,-0.0781392484860267,0.0,0.0,0.017857142857142856,-0.022866426822586352,False,False,False,40.071559706194506,12.482185826730941,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C20,L1,TypeA,31.24,1.17,13.16,14.16,33.16,35.16,1.32,1.42,3.32,3.52,Sudden_Anomaly,50,True,31.581804943619044,3.9924310641554754,59.17117882308261,-3.5781950563809524,3.5781950563809524,18.421804943619044,0.10965360085487526,1.399833202402663,21.999999999999996,0.13095238095238093,0.017857142857142856,0.0917964579977324,True,False,True,18.418195056380956,-9.171178823082613,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C21,L1,TypeC,30.62,1.02,11.24,13.24,16.24,21.24,1.12,1.32,1.62,2.12,Latent_Defect,50,True,22.906765062412987,-4.682608817050582,50.49613894187655,1.6667650624129884,1.6667650624129884,11.666765062412987,0.06944503013341063,1.0379684219228635,9.999999999999998,0.059523809523809514,0.017857142857142856,0.05158788727626778,True,False,True,27.093234937587013,-0.49613894187655205,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C22,L1,TypeA,26.69,1.29,14.7,15.7,34.7,36.7,1.47,1.57,3.47,3.67,Sudden_Anomaly,50,True,34.01771275878326,6.428338879319693,61.60708663824683,-2.6822872412167413,2.6822872412167413,19.317712758783262,0.11498638546894799,1.3141301196451198,22.000000000000004,0.130952380952381,0.017857142857142856,0.09712924261180514,True,False,True,15.982287241216738,-11.607086638246827,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C23,L1,TypeC,31.54,1.09,12.09,13.09,14.09,60.0,1.21,1.31,1.41,6.0,Absolute_Failure,50,True,31.240432858616416,3.6510589791528467,58.82980673807998,-28.759567141383584,28.759567141383584,19.150432858616416,0.11399067177747867,1.5839894837565274,47.91,0.2851785714285714,0.017857142857142856,0.0961335289203358,True,False,True,18.759567141383584,-8.82980673807998,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C24,L1,TypeC,26.31,1.18,11.46,12.46,31.46,33.46,1.15,1.25,3.15,3.35,Sudden_Anomaly,50,True,42.20997432596,14.620600446496429,69.79934820542357,8.749974325959997,8.749974325959997,30.749974325959997,0.1830355614640476,2.683243832980802,22.0,0.13095238095238096,0.017857142857142856,0.16517841860690474,True,False,True,7.7900256740400025,-19.79934820542357,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C25,L1,TypeB,27.24,1.13,11.53,12.53,31.53,33.53,1.15,1.25,3.15,3.35,Sudden_Anomaly,50,True,36.03654158863822,8.447167709174654,63.625915468101795,2.506541588638221,2.506541588638221,24.50654158863822,0.1458722713609418,2.1254589409053097,22.0,0.13095238095238096,0.017857142857142856,0.12801512850379895,True,False,True,13.963458411361778,-13.625915468101795,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C26,L1,TypeC,27.92,1.17,11.24,12.24,31.24,33.24,1.12,1.22,3.12,3.32,Sudden_Anomaly,50,True,24.905807039203374,-2.6835668402601947,52.49518091866695,-8.334192960796628,8.334192960796628,13.665807039203374,0.0813440895190677,1.2158191316017237,22.0,0.13095238095238096,0.017857142857142856,0.06348694666192484,True,False,True,25.094192960796626,-2.4951809186669465,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C27,L1,TypeA,31.17,1.03,9.5,10.5,29.5,31.5,0.95,1.05,2.95,3.15,Sudden_Anomaly,50,True,30.1274562590945,2.538082379630932,57.716830138558066,-1.372543740905499,1.372543740905499,20.6274562590945,0.12278247773270537,2.171311185167842,22.0,0.13095238095238096,0.017857142857142856,0.10492533487556252,True,False,True,19.8725437409055,-7.716830138558066,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C28,L1,TypeA,34.19,1.16,11.68,12.68,31.68,33.68,1.17,1.27,3.17,3.37,Sudden_Anomaly,50,True,38.32845832196803,10.73908444250446,65.9178322014316,4.648458321968029,4.648458321968029,26.64845832196803,0.15862177572600017,2.281546089209592,22.0,0.13095238095238096,0.017857142857142856,0.14076463286885732,True,False,True,11.671541678031971,-15.917832201431594,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C29,L1,TypeA,28.28,1.25,13.3,15.3,18.3,23.3,1.33,1.53,1.83,2.33,Latent_Defect,50,True,25.01497213640913,-2.5744017430544375,52.6043460158727,1.7149721364091306,1.7149721364091306,11.71497213640913,0.0697319770024353,0.8808249726623406,10.0,0.05952380952380952,0.017857142857142856,0.051874834145292446,True,False,True,24.98502786359087,-2.6043460158727,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C30,L1,TypeC,31.98,1.24,13.6,14.6,15.6,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50,True,32.06789015138488,4.478516271921311,59.65726403084845,-27.93210984861512,27.93210984861512,18.46789015138488,0.10992791756776714,1.3579330993665353,46.4,0.2761904761904762,0.017857142857142856,0.09207077471062428,True,False,True,17.93210984861512,-9.657264030848452,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C31,L1,TypeA,31.45,1.04,11.85,12.85,13.85,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50,True,38.95315134744065,11.363777467977084,66.54252522690422,-21.046848652559348,21.046848652559348,27.10315134744065,0.16132828183000386,2.287185767716511,48.15,0.28660714285714284,0.017857142857142856,0.143471138972861,True,False,True,11.046848652559348,-16.542525226904218,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C32,L1,TypeC,30.38,1.04,10.67,10.67,10.67,10.67,1.07,1.07,1.07,1.07,High_Stable,50,True,17.28375477849478,-10.305619100968787,44.87312865795835,6.613754778494782,6.613754778494782,6.613754778494782,0.039367587967230847,0.6198458086686768,0.0,0.0,0.017857142857142856,0.02151044511008799,True,False,False,32.71624522150522,5.126871342041653,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C33,L1,TypeB,33.41,1.21,11.38,13.38,16.38,21.38,1.14,1.34,1.64,2.14,Latent_Defect,50,True,19.636098264059108,-7.953275615404461,47.22547214352268,-1.7439017359408915,1.7439017359408915,8.256098264059107,0.04914344204797087,0.7254919388452642,9.999999999999998,0.059523809523809514,0.017857142857142856,0.03128629919082802,True,False,False,30.363901735940892,2.77452785647732,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C34,L1,TypeB,26.25,1.1,14.72,15.72,34.72,36.72,1.47,1.57,3.47,3.67,Sudden_Anomaly,50,True,47.59693314156973,20.00755926210616,75.1863070210333,10.87693314156973,10.87693314156973,32.87693314156973,0.1956960306045817,2.233487305813161,22.0,0.13095238095238096,0.017857142857142856,0.17783888774743886,True,False,True,2.4030668584302717,-25.1863070210333,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C35,L1,TypeA,32.95,1.02,11.78,12.78,31.78,33.78,1.18,1.28,3.18,3.38,Sudden_Anomaly,50,True,38.98114080531149,11.391766925847921,66.57051468477506,5.201140805311489,5.201140805311489,27.20114080531149,0.16191155241256838,2.3090951447632846,22.0,0.13095238095238096,0.017857142857142856,0.14405440955542553,True,False,True,11.01885919468851,-16.570514684775063,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C36,L1,TypeC,26.73,1.26,12.41,13.41,14.41,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50,True,36.238385751693535,8.649011872229966,63.82775963115711,-23.761614248306465,23.761614248306465,23.828385751693535,0.1418356294743663,1.9200955480816708,47.59,0.28327380952380954,0.017857142857142856,0.12397848661722344,True,False,True,13.761614248306465,-13.827759631157107,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C37,L1,TypeC,33.41,1.07,9.23,9.23,9.23,9.23,0.92,0.92,0.92,0.92,High_Stable,50,True,10.87653961856916,-16.71283426089441,38.46591349803273,1.6465396185691592,1.6465396185691592,1.6465396185691592,0.009800831062911661,0.17838999117759038,0.0,0.0,0.017857142857142856,-0.008056311794231195,False,False,False,39.12346038143084,11.534086501967273,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C38,L1,TypeA,30.51,1.12,12.2,13.2,14.2,60.0,1.22,1.32,1.42,6.0,Absolute_Failure,50,True,30.858637364045943,3.2692634845823747,58.44801124350951,-29.141362635954057,29.141362635954057,18.658637364045944,0.11106331764313063,1.5293965052496676,47.8,0.2845238095238095,0.017857142857142856,0.09320617478598778,True,False,True,19.141362635954057,-8.448011243509512,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C39,L1,TypeB,32.14,1.11,8.29,9.29,10.29,11.29,0.83,0.93,1.03,1.13,Normal,50,False,42.57426218967574,14.984888310212174,70.16363606913932,31.284262189675744,31.284262189675744,34.284262189675744,0.20407298922426037,4.135616669442189,3.0,0.017857142857142856,0.017857142857142856,0.18621584636711752,True,False,True,7.425737810324257,-20.163636069139315,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C40,L1,TypeB,27.89,1.21,14.5,15.5,16.5,17.5,1.45,1.55,1.65,1.75,Normal,50,False,33.5164268925501,5.927053013086532,61.105800772013666,16.0164268925501,16.0164268925501,19.0164268925501,0.11319301721756012,1.311477716727593,3.0,0.017857142857142856,0.017857142857142856,0.09533587436041727,True,False,True,16.4835731074499,-11.105800772013666,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C41,L1,TypeC,29.69,1.06,11.99,12.99,13.99,14.99,1.2,1.3,1.4,1.5,Normal,50,False,33.848536860068315,6.259162980604746,61.43791073953189,18.858536860068313,18.858536860068313,21.858536860068313,0.13011033845278758,1.8230639583042796,3.0,0.017857142857142856,0.017857142857142856,0.11225319559564473,True,False,True,16.151463139931685,-11.437910739531887,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C42,L1,TypeC,25.45,1.05,8.68,9.68,10.68,11.68,0.87,0.97,1.07,1.17,Normal,50,False,26.6365399456425,-0.9528339338210685,54.22591382510607,14.9565399456425,14.9565399456425,17.9565399456425,0.10688416634311013,2.0687258001892284,3.0,0.017857142857142856,0.017857142857142856,0.08902702348596728,True,False,True,23.3634600543575,-4.225913825106069,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C43,L1,TypeC,31.34,1.16,10.05,11.05,12.05,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50,True,34.70512275525653,7.1157488757929634,62.294496634720105,-25.294877244743468,25.294877244743468,24.65512275525653,0.14675668306700315,2.4532460452991574,49.95,0.29732142857142857,0.017857142857142856,0.1288995402098603,True,False,True,15.294877244743468,-12.294496634720105,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C44,L1,TypeA,34.28,1.24,14.2,15.2,34.2,36.2,1.42,1.52,3.42,3.62,Sudden_Anomaly,50,True,33.86796804716496,6.278594167701389,61.45734192662853,-2.3320319528350453,2.3320319528350453,19.66796804716496,0.11707123837598189,1.3850681723355605,22.000000000000004,0.130952380952381,0.017857142857142856,0.09921409551883903,True,False,True,16.132031952835042,-11.45734192662853,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C45,L1,TypeB,27.06,1.03,13.22,14.22,15.22,16.22,1.32,1.42,1.52,1.62,Normal,50,False,30.196036225061263,2.6066623455976945,57.78541010452483,13.976036225061264,13.976036225061264,16.976036225061264,0.10104783467298371,1.284117717478159,2.9999999999999982,0.017857142857142846,0.017857142857142856,0.08319069181584085,True,False,True,19.803963774938737,-7.7854101045248285,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C46,L1,TypeA,34.9,1.17,8.45,9.45,28.45,30.45,0.84,0.94,2.84,3.04,Sudden_Anomaly,50,True,28.423956496594947,0.8345826171313782,56.01333037605852,-2.0260435034050523,2.0260435034050523,19.973956496594948,0.11889259819401754,2.363781833916562,22.0,0.13095238095238096,0.017857142857142856,0.10103545533687469,True,False,True,21.576043503405053,-6.013330376058519,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C47,L1,TypeB,29.75,1.15,10.98,11.98,12.98,13.98,1.1,1.2,1.3,1.4,Normal,50,False,28.008799661338067,0.41942578187449797,55.59817354080164,14.028799661338066,14.028799661338066,17.028799661338066,0.10136190274605991,1.5508925010326107,3.0,0.017857142857142856,0.017857142857142856,0.08350475988891706,True,False,True,21.991200338661933,-5.598173540801639,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C48,L1,TypeC,26.04,1.12,9.93,10.93,11.93,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50,True,45.4112580458353,17.821884166371728,73.00063192529886,-14.588741954164703,14.588741954164703,35.4812580458353,0.21119796455854342,3.5731377689662938,50.07,0.2980357142857143,0.017857142857142856,0.19334082170140057,True,False,True,4.588741954164703,-23.000631925298862,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C49,L1,TypeC,31.51,1.3,14.81,15.81,34.81,36.81,1.48,1.58,3.48,3.68,Sudden_Anomaly,50,True,39.1115279460466,11.522154066583031,66.70090182551017,2.3015279460465976,2.3015279460465976,24.301527946046598,0.14465195205980116,1.6408864244460903,22.0,0.13095238095238096,0.017857142857142856,0.12679480920265832,True,False,True,10.8884720539534,-16.700901825510172,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C50,L1,TypeB,34.07,1.18,13.84,14.84,15.84,16.84,1.38,1.48,1.58,1.68,Normal,50,False,29.4256786388083,1.8363047593447313,57.01505251827187,12.5856786388083,12.5856786388083,15.5856786388083,0.09277189665957322,1.1261328496248773,3.0,0.017857142857142856,0.017857142857142856,0.07491475380243037,True,False,True,20.5743213611917,-7.015052518271872,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
