component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C14095,L8,TypeA,25.72,1.12,13.11,14.11,33.11,35.11,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C14096,L8,TypeA,28.74,1.1,10.18,11.18,30.18,32.18,1.02,1.12,3.02,3.22,Sudden_Anomaly,50
C14097,L8,TypeC,26.39,1.29,13.45,14.45,15.45,16.45,1.34,1.44,1.54,1.64,Normal,50
C14098,L8,TypeA,25.99,1.06,8.45,9.45,10.45,60.0,0.85,0.95,1.05,6.0,Absolute_Failure,50
C14099,L8,TypeA,32.97,1.13,11.61,13.61,16.61,21.61,1.16,1.36,1.66,2.16,Latent_Defect,50
C14100,L8,TypeA,32.13,1.1,11.13,12.13,13.13,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C14101,L8,TypeC,29.71,1.15,10.14,10.14,10.14,10.14,1.01,1.01,1.01,1.01,High_Stable,50
C14102,L8,TypeA,26.66,1.17,12.66,12.66,12.66,12.66,1.27,1.27,1.27,1.27,High_Stable,50
C14103,L8,TypeB,32.88,1.26,13.38,14.38,15.38,16.38,1.34,1.44,1.54,1.64,Normal,50
C14104,L8,TypeA,29.65,1.0,9.88,10.88,29.88,31.88,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C14105,L8,TypeC,27.12,1.21,13.05,15.05,18.05,23.05,1.3,1.5,1.8,2.3,Latent_Defect,50
C14106,L8,TypeA,27.16,1.07,13.75,14.75,15.75,60.0,1.38,1.48,1.58,6.0,Absolute_Failure,50
C14107,L8,TypeA,26.96,1.1,11.7,12.7,13.7,14.7,1.17,1.27,1.37,1.47,Normal,50
C14108,L8,TypeC,27.3,1.3,11.48,12.48,13.48,14.48,1.15,1.25,1.35,1.45,Normal,50
C14109,L8,TypeC,33.28,1.26,8.44,9.44,10.44,60.0,0.84,0.94,1.04,6.0,Absolute_Failure,50
C14110,L8,TypeC,33.7,1.24,13.84,14.84,15.84,60.0,1.38,1.48,1.58,6.0,Absolute_Failure,50
C14111,L8,TypeA,29.38,1.11,12.79,13.79,14.79,15.79,1.28,1.38,1.48,1.58,Normal,50
C14112,L8,TypeA,34.55,1.22,8.76,8.76,8.76,8.76,0.88,0.88,0.88,0.88,High_Stable,50
C14113,L8,TypeA,34.95,1.01,14.79,15.79,16.79,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C14114,L8,TypeB,26.73,1.18,12.67,13.67,14.67,15.67,1.27,1.37,1.47,1.57,Normal,50
C14115,L8,TypeC,29.83,1.22,10.13,11.13,12.13,13.13,1.01,1.11,1.21,1.31,Normal,50
C14116,L8,TypeB,26.33,1.15,9.55,9.55,9.55,9.55,0.95,0.95,0.95,0.95,High_Stable,50
C14117,L8,TypeB,25.29,1.22,10.92,10.92,10.92,10.92,1.09,1.09,1.09,1.09,High_Stable,50
C14118,L8,TypeB,30.03,1.23,10.28,11.28,12.28,60.0,1.03,1.13,1.23,6.0,Absolute_Failure,50
C14119,L8,TypeB,27.97,1.24,14.65,15.65,16.65,60.0,1.46,1.56,1.66,6.0,Absolute_Failure,50
C14120,L8,TypeB,31.67,1.29,9.76,9.76,9.76,9.76,0.98,0.98,0.98,0.98,High_Stable,50
C14121,L8,TypeC,28.18,1.09,13.32,14.32,15.32,16.32,1.33,1.43,1.53,1.63,Normal,50
C14122,L8,TypeB,33.26,1.19,14.75,15.75,16.75,17.75,1.47,1.57,1.67,1.77,Normal,50
C14123,L8,TypeC,28.51,1.23,11.38,12.38,31.38,33.38,1.14,1.24,3.14,3.34,Sudden_Anomaly,50
C14124,L8,TypeB,27.25,1.09,13.75,13.75,13.75,13.75,1.38,1.38,1.38,1.38,High_Stable,50
C14125,L8,TypeA,26.87,1.25,10.73,11.73,12.73,13.73,1.07,1.17,1.27,1.37,Normal,50
C14126,L8,TypeC,34.63,1.27,10.45,11.45,12.45,13.45,1.05,1.15,1.25,1.35,Normal,50
C14127,L8,TypeC,30.36,1.16,10.74,12.74,15.74,20.74,1.07,1.27,1.57,2.07,Latent_Defect,50
C14128,L8,TypeB,33.71,1.1,14.23,15.23,16.23,60.0,1.42,1.52,1.62,6.0,Absolute_Failure,50
C14129,L8,TypeA,32.29,1.14,13.3,14.3,15.3,60.0,1.33,1.43,1.53,6.0,Absolute_Failure,50
C14130,L8,TypeC,31.36,1.22,11.23,12.23,13.23,14.23,1.12,1.22,1.32,1.42,Normal,50
C14131,L8,TypeB,32.23,1.28,11.39,13.39,16.39,21.39,1.14,1.34,1.64,2.14,Latent_Defect,50
C14132,L8,TypeB,32.42,1.12,8.74,8.74,8.74,8.74,0.87,0.87,0.87,0.87,High_Stable,50
C14133,L8,TypeB,33.41,1.14,8.44,9.44,10.44,11.44,0.84,0.94,1.04,1.14,Normal,50
C14134,L8,TypeB,25.25,1.14,13.47,15.47,18.47,23.47,1.35,1.55,1.85,2.35,Latent_Defect,50
C14135,L8,TypeB,29.57,1.11,9.71,10.71,11.71,12.71,0.97,1.07,1.17,1.27,Normal,50
C14136,L8,TypeC,25.96,1.24,11.88,12.88,31.88,33.88,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C14137,L8,TypeB,33.77,1.12,8.85,9.85,28.85,30.85,0.89,0.99,2.89,3.09,Sudden_Anomaly,50
C14138,L8,TypeC,25.07,1.11,10.58,12.58,15.58,20.58,1.06,1.26,1.56,2.06,Latent_Defect,50
C14139,L8,TypeC,28.19,1.28,9.22,10.22,11.22,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C14140,L8,TypeC,30.71,1.21,13.72,15.72,18.72,23.72,1.37,1.57,1.87,2.37,Latent_Defect,50
C14141,L8,TypeC,27.97,1.19,8.85,9.85,10.85,60.0,0.89,0.99,1.09,6.0,Absolute_Failure,50
C14142,L8,TypeC,26.17,1.08,13.97,14.97,15.97,16.97,1.4,1.5,1.6,1.7,Normal,50
C14143,L8,TypeB,34.44,1.05,11.15,12.15,13.15,14.15,1.11,1.21,1.31,1.41,Normal,50
C14144,L8,TypeB,27.86,1.15,9.28,10.28,11.28,12.28,0.93,1.03,1.13,1.23,Normal,50
C14145,L8,TypeC,32.29,1.17,13.15,14.15,15.15,60.0,1.32,1.42,1.52,6.0,Absolute_Failure,50
C14146,L8,TypeA,33.68,1.22,9.09,11.09,14.09,19.09,0.91,1.11,1.41,1.91,Latent_Defect,50
C14147,L8,TypeC,30.43,1.02,12.73,12.73,12.73,12.73,1.27,1.27,1.27,1.27,High_Stable,50
C14148,L8,TypeC,31.89,1.17,10.21,11.21,12.21,13.21,1.02,1.12,1.22,1.32,Normal,50
C14149,L8,TypeC,26.3,1.17,14.85,14.85,14.85,14.85,1.48,1.48,1.48,1.48,High_Stable,50
C14150,L8,TypeC,33.0,1.15,8.62,10.62,13.62,18.62,0.86,1.06,1.36,1.86,Latent_Defect,50
C14151,L8,TypeC,34.8,1.27,11.42,11.42,11.42,11.42,1.14,1.14,1.14,1.14,High_Stable,50
C14152,L8,TypeC,28.12,1.2,13.95,14.95,15.95,60.0,1.39,1.49,1.59,6.0,Absolute_Failure,50
C14153,L8,TypeA,31.57,1.26,9.56,11.56,14.56,19.56,0.96,1.16,1.46,1.96,Latent_Defect,50
C14154,L8,TypeB,27.28,1.22,13.7,13.7,13.7,13.7,1.37,1.37,1.37,1.37,High_Stable,50
C14155,L8,TypeA,30.95,1.19,8.41,9.41,10.41,11.41,0.84,0.94,1.04,1.14,Normal,50
C14156,L8,TypeB,30.76,1.07,13.33,13.33,13.33,13.33,1.33,1.33,1.33,1.33,High_Stable,50
C14157,L8,TypeC,29.6,1.13,13.09,14.09,33.09,35.09,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C14158,L8,TypeA,29.95,1.18,12.4,13.4,32.4,34.4,1.24,1.34,3.24,3.44,Sudden_Anomaly,50
C14159,L8,TypeB,34.1,1.11,10.35,10.35,10.35,10.35,1.03,1.03,1.03,1.03,High_Stable,50
C14160,L8,TypeA,29.39,1.13,10.83,11.83,12.83,13.83,1.08,1.18,1.28,1.38,Normal,50
C14161,L8,TypeB,30.28,1.03,10.56,11.56,12.56,60.0,1.06,1.16,1.26,6.0,Absolute_Failure,50
C14162,L8,TypeA,30.43,1.06,8.18,10.18,13.18,18.18,0.82,1.02,1.32,1.82,Latent_Defect,50
C14163,L8,TypeB,34.12,1.14,14.36,16.36,19.36,24.36,1.44,1.64,1.94,2.44,Latent_Defect,50
C14164,L8,TypeB,33.92,1.02,8.26,9.26,10.26,11.26,0.83,0.93,1.03,1.13,Normal,50
C14165,L8,TypeB,28.46,1.01,14.8,16.8,19.8,24.8,1.48,1.68,1.98,2.48,Latent_Defect,50
C14166,L8,TypeC,27.83,1.24,11.67,12.67,13.67,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C14167,L8,TypeA,30.43,1.01,14.3,14.3,14.3,14.3,1.43,1.43,1.43,1.43,High_Stable,50
C14168,L8,TypeA,25.58,1.11,12.53,13.53,32.53,34.53,1.25,1.35,3.25,3.45,Sudden_Anomaly,50
C14169,L8,TypeB,28.97,1.05,12.56,12.56,12.56,12.56,1.26,1.26,1.26,1.26,High_Stable,50
C14170,L8,TypeC,27.0,1.07,14.12,15.12,34.12,36.12,1.41,1.51,3.41,3.61,Sudden_Anomaly,50
C14171,L8,TypeA,33.5,1.07,12.76,12.76,12.76,12.76,1.28,1.28,1.28,1.28,High_Stable,50
C14172,L8,TypeA,28.37,1.01,11.1,12.1,13.1,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C14173,L8,TypeB,26.43,1.29,13.77,14.77,33.77,35.77,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C14174,L8,TypeC,25.42,1.22,8.07,9.07,10.07,11.07,0.81,0.91,1.01,1.11,Normal,50
C14175,L8,TypeB,25.36,1.06,10.0,11.0,12.0,13.0,1.0,1.1,1.2,1.3,Normal,50
C14176,L8,TypeA,31.8,1.28,9.49,11.49,14.49,19.49,0.95,1.15,1.45,1.95,Latent_Defect,50
C14177,L8,TypeC,32.12,1.12,12.91,14.91,17.91,22.91,1.29,1.49,1.79,2.29,Latent_Defect,50
C14178,L8,TypeC,27.67,1.17,14.4,15.4,16.4,60.0,1.44,1.54,1.64,6.0,Absolute_Failure,50
C14179,L8,TypeA,25.92,1.06,11.53,13.53,16.53,21.53,1.15,1.35,1.65,2.15,Latent_Defect,50
C14180,L8,TypeC,27.99,1.07,13.83,15.83,18.83,23.83,1.38,1.58,1.88,2.38,Latent_Defect,50
C14181,L8,TypeC,29.44,1.24,11.77,13.77,16.77,21.77,1.18,1.38,1.68,2.18,Latent_Defect,50
C14182,L8,TypeB,28.25,1.08,13.39,14.39,33.39,35.39,1.34,1.44,3.34,3.54,Sudden_Anomaly,50
C14183,L8,TypeB,31.02,1.19,10.48,11.48,30.48,32.48,1.05,1.15,3.05,3.25,Sudden_Anomaly,50
C14184,L8,TypeB,32.71,1.29,11.58,11.58,11.58,11.58,1.16,1.16,1.16,1.16,High_Stable,50
C14185,L8,TypeA,29.6,1.18,10.81,12.81,15.81,20.81,1.08,1.28,1.58,2.08,Latent_Defect,50
C14186,L8,TypeC,28.83,1.3,11.44,12.44,13.44,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C14187,L8,TypeA,25.57,1.1,10.97,11.97,12.97,60.0,1.1,1.2,1.3,6.0,Absolute_Failure,50
C14188,L8,TypeA,34.07,1.23,13.73,14.73,15.73,60.0,1.37,1.47,1.57,6.0,Absolute_Failure,50
C14189,L8,TypeA,34.01,1.09,14.35,16.35,19.35,24.35,1.43,1.63,1.93,2.43,Latent_Defect,50
C14190,L8,TypeB,26.45,1.24,12.03,13.03,14.03,15.03,1.2,1.3,1.4,1.5,Normal,50
C14191,L8,TypeC,31.44,1.27,9.48,11.48,14.48,19.48,0.95,1.15,1.45,1.95,Latent_Defect,50
C14192,L8,TypeC,30.98,1.01,9.24,9.24,9.24,9.24,0.92,0.92,0.92,0.92,High_Stable,50
C14193,L8,TypeC,28.31,1.17,12.92,12.92,12.92,12.92,1.29,1.29,1.29,1.29,High_Stable,50
C14194,L8,TypeB,34.61,1.07,13.85,13.85,13.85,13.85,1.38,1.38,1.38,1.38,High_Stable,50
C14195,L8,TypeC,31.86,1.07,8.04,8.04,8.04,8.04,0.8,0.8,0.8,0.8,High_Stable,50
C14196,L8,TypeA,25.71,1.18,13.21,13.21,13.21,13.21,1.32,1.32,1.32,1.32,High_Stable,50
C14197,L8,TypeA,26.4,1.13,8.35,9.35,10.35,60.0,0.84,0.94,1.04,6.0,Absolute_Failure,50
C14198,L8,TypeC,31.28,1.13,8.43,9.43,10.43,60.0,0.84,0.94,1.04,6.0,Absolute_Failure,50
C14199,L8,TypeB,27.05,1.13,9.4,10.4,11.4,12.4,0.94,1.04,1.14,1.24,Normal,50
C14200,L8,TypeA,28.38,1.02,13.09,13.09,13.09,13.09,1.31,1.31,1.31,1.31,High_Stable,50
C14201,L8,TypeA,25.85,1.17,11.97,13.97,16.97,21.97,1.2,1.4,1.7,2.2,Latent_Defect,50
C14202,L8,TypeB,31.27,1.21,14.6,16.6,19.6,24.6,1.46,1.66,1.96,2.46,Latent_Defect,50
C14203,L8,TypeA,32.9,1.29,10.23,12.23,15.23,20.23,1.02,1.22,1.52,2.02,Latent_Defect,50
C14204,L8,TypeC,34.13,1.15,9.98,9.98,9.98,9.98,1.0,1.0,1.0,1.0,High_Stable,50
C14205,L8,TypeA,28.16,1.12,12.18,13.18,14.18,60.0,1.22,1.32,1.42,6.0,Absolute_Failure,50
C14206,L8,TypeB,25.85,1.22,14.13,16.13,19.13,24.13,1.41,1.61,1.91,2.41,Latent_Defect,50
C14207,L8,TypeB,31.36,1.11,11.44,12.44,13.44,14.44,1.14,1.24,1.34,1.44,Normal,50
C14208,L8,TypeC,32.08,1.26,14.3,15.3,16.3,17.3,1.43,1.53,1.63,1.73,Normal,50
C14209,L8,TypeB,28.69,1.27,11.87,12.87,13.87,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C14210,L8,TypeA,32.69,1.23,13.24,13.24,13.24,13.24,1.32,1.32,1.32,1.32,High_Stable,50
C14211,L8,TypeA,25.15,1.04,12.41,12.41,12.41,12.41,1.24,1.24,1.24,1.24,High_Stable,50
C14212,L8,TypeC,30.06,1.27,12.73,13.73,14.73,15.73,1.27,1.37,1.47,1.57,Normal,50
C14213,L8,TypeC,26.57,1.25,14.88,15.88,16.88,17.88,1.49,1.59,1.69,1.79,Normal,50
C14214,L8,TypeB,34.16,1.09,11.23,12.23,13.23,14.23,1.12,1.22,1.32,1.42,Normal,50
C14215,L8,TypeC,30.36,1.02,14.43,14.43,14.43,14.43,1.44,1.44,1.44,1.44,High_Stable,50
C14216,L8,TypeA,28.61,1.13,9.56,10.56,29.56,31.56,0.96,1.06,2.96,3.16,Sudden_Anomaly,50
C14217,L8,TypeC,25.75,1.28,11.93,12.93,31.93,33.93,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C14218,L8,TypeA,30.97,1.08,11.13,12.13,13.13,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C14219,L8,TypeB,30.83,1.26,13.64,14.64,33.64,35.64,1.36,1.46,3.36,3.56,Sudden_Anomaly,50
C14220,L8,TypeB,34.61,1.13,8.84,9.84,10.84,11.84,0.88,0.98,1.08,1.18,Normal,50
C14221,L8,TypeC,27.4,1.23,14.26,14.26,14.26,14.26,1.43,1.43,1.43,1.43,High_Stable,50
C14222,L8,TypeA,26.16,1.15,8.36,9.36,28.36,30.36,0.84,0.94,2.84,3.04,Sudden_Anomaly,50
C14223,L8,TypeB,32.49,1.07,8.88,8.88,8.88,8.88,0.89,0.89,0.89,0.89,High_Stable,50
C14224,L8,TypeC,29.61,1.15,12.66,13.66,32.66,34.66,1.27,1.37,3.27,3.47,Sudden_Anomaly,50
