component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C12038,L7,TypeB,27.62,1.12,14.16,15.16,34.16,36.16,1.42,1.52,3.42,3.62,Sudden_Anomaly,50
C12039,L7,TypeC,26.46,1.08,13.06,15.06,18.06,23.06,1.31,1.51,1.81,2.31,Latent_Defect,50
C12040,L7,TypeB,27.11,1.1,11.28,12.28,13.28,60.0,1.13,1.23,1.33,6.0,Absolute_Failure,50
C12041,L7,TypeA,26.19,1.28,13.61,15.61,18.61,23.61,1.36,1.56,1.86,2.36,Latent_Defect,50
C12042,L7,TypeB,28.64,1.08,13.45,14.45,15.45,60.0,1.35,1.45,1.55,6.0,Absolute_Failure,50
C12043,L7,TypeC,30.69,1.2,12.49,13.49,14.49,60.0,1.25,1.35,1.45,6.0,Absolute_Failure,50
C12044,L7,TypeA,26.69,1.09,14.19,15.19,34.19,36.19,1.42,1.52,3.42,3.62,Sudden_Anomaly,50
C12045,L7,TypeC,27.4,1.22,10.96,11.96,30.96,32.96,1.1,1.2,3.1,3.3,Sudden_Anomaly,50
C12046,L7,TypeB,33.39,1.29,13.8,14.8,33.8,35.8,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C12047,L7,TypeB,31.94,1.14,11.57,13.57,16.57,21.57,1.16,1.36,1.66,2.16,Latent_Defect,50
C12048,L7,TypeB,31.0,1.05,12.93,13.93,14.93,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50
C12049,L7,TypeB,27.23,1.07,11.29,13.29,16.29,21.29,1.13,1.33,1.63,2.13,Latent_Defect,50
C12050,L7,TypeB,30.46,1.09,14.49,14.49,14.49,14.49,1.45,1.45,1.45,1.45,High_Stable,50
C12051,L7,TypeB,25.76,1.22,8.02,9.02,10.02,11.02,0.8,0.9,1.0,1.1,Normal,50
C12052,L7,TypeA,33.08,1.3,11.81,12.81,13.81,14.81,1.18,1.28,1.38,1.48,Normal,50
C12053,L7,TypeA,27.65,1.14,10.99,11.99,30.99,32.99,1.1,1.2,3.1,3.3,Sudden_Anomaly,50
C12054,L7,TypeA,27.17,1.13,10.23,11.23,12.23,13.23,1.02,1.12,1.22,1.32,Normal,50
C12055,L7,TypeB,34.41,1.25,8.57,8.57,8.57,8.57,0.86,0.86,0.86,0.86,High_Stable,50
C12056,L7,TypeA,27.16,1.1,10.43,12.43,15.43,20.43,1.04,1.24,1.54,2.04,Latent_Defect,50
C12057,L7,TypeA,32.06,1.17,9.59,11.59,14.59,19.59,0.96,1.16,1.46,1.96,Latent_Defect,50
C12058,L7,TypeA,33.1,1.12,13.79,14.79,15.79,16.79,1.38,1.48,1.58,1.68,Normal,50
C12059,L7,TypeA,34.76,1.19,12.92,14.92,17.92,22.92,1.29,1.49,1.79,2.29,Latent_Defect,50
C12060,L7,TypeC,29.67,1.12,8.73,10.73,13.73,18.73,0.87,1.07,1.37,1.87,Latent_Defect,50
C12061,L7,TypeA,30.67,1.25,11.66,13.66,16.66,21.66,1.17,1.37,1.67,2.17,Latent_Defect,50
C12062,L7,TypeC,33.62,1.25,9.22,10.22,11.22,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C12063,L7,TypeA,31.08,1.18,8.73,10.73,13.73,18.73,0.87,1.07,1.37,1.87,Latent_Defect,50
C12064,L7,TypeC,30.91,1.17,8.21,9.21,10.21,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C12065,L7,TypeB,31.85,1.04,8.32,9.32,28.32,30.32,0.83,0.93,2.83,3.03,Sudden_Anomaly,50
C12066,L7,TypeA,34.12,1.14,8.07,9.07,28.07,30.07,0.81,0.91,2.81,3.01,Sudden_Anomaly,50
C12067,L7,TypeC,33.9,1.13,14.15,15.15,16.15,60.0,1.41,1.51,1.61,6.0,Absolute_Failure,50
C12068,L7,TypeA,26.2,1.22,8.47,10.47,13.47,18.47,0.85,1.05,1.35,1.85,Latent_Defect,50
C12069,L7,TypeA,34.04,1.03,9.71,9.71,9.71,9.71,0.97,0.97,0.97,0.97,High_Stable,50
C12070,L7,TypeA,29.26,1.02,11.44,13.44,16.44,21.44,1.14,1.34,1.64,2.14,Latent_Defect,50
C12071,L7,TypeA,33.18,1.23,13.13,14.13,15.13,16.13,1.31,1.41,1.51,1.61,Normal,50
C12072,L7,TypeC,29.44,1.12,8.96,9.96,10.96,11.96,0.9,1.0,1.1,1.2,Normal,50
C12073,L7,TypeB,27.28,1.04,9.04,11.04,14.04,19.04,0.9,1.1,1.4,1.9,Latent_Defect,50
C12074,L7,TypeC,31.05,1.06,12.44,13.44,14.44,15.44,1.24,1.34,1.44,1.54,Normal,50
C12075,L7,TypeB,25.78,1.25,11.92,11.92,11.92,11.92,1.19,1.19,1.19,1.19,High_Stable,50
C12076,L7,TypeC,28.55,1.09,10.07,10.07,10.07,10.07,1.01,1.01,1.01,1.01,High_Stable,50
C12077,L7,TypeA,25.61,1.21,8.8,10.8,13.8,18.8,0.88,1.08,1.38,1.88,Latent_Defect,50
C12078,L7,TypeA,26.97,1.05,12.59,13.59,14.59,15.59,1.26,1.36,1.46,1.56,Normal,50
C12079,L7,TypeC,34.32,1.04,10.89,10.89,10.89,10.89,1.09,1.09,1.09,1.09,High_Stable,50
C12080,L7,TypeC,32.34,1.03,8.55,8.55,8.55,8.55,0.85,0.85,0.85,0.85,High_Stable,50
C12081,L7,TypeA,28.66,1.23,8.36,8.36,8.36,8.36,0.84,0.84,0.84,0.84,High_Stable,50
C12082,L7,TypeB,34.04,1.03,10.97,11.97,12.97,60.0,1.1,1.2,1.3,6.0,Absolute_Failure,50
C12083,L7,TypeC,30.75,1.21,13.21,14.21,15.21,16.21,1.32,1.42,1.52,1.62,Normal,50
C12084,L7,TypeC,28.47,1.24,8.39,10.39,13.39,18.39,0.84,1.04,1.34,1.84,Latent_Defect,50
C12085,L7,TypeC,30.07,1.14,8.37,10.37,13.37,18.37,0.84,1.04,1.34,1.84,Latent_Defect,50
C12086,L7,TypeB,32.7,1.09,10.52,11.52,12.52,13.52,1.05,1.15,1.25,1.35,Normal,50
C12087,L7,TypeB,31.46,1.18,12.92,13.92,14.92,15.92,1.29,1.39,1.49,1.59,Normal,50
C12088,L7,TypeA,30.77,1.15,10.85,10.85,10.85,10.85,1.08,1.08,1.08,1.08,High_Stable,50
C12089,L7,TypeA,27.99,1.05,9.6,9.6,9.6,9.6,0.96,0.96,0.96,0.96,High_Stable,50
C12090,L7,TypeC,30.24,1.11,10.98,11.98,12.98,13.98,1.1,1.2,1.3,1.4,Normal,50
C12091,L7,TypeA,28.1,1.28,9.85,10.85,11.85,12.85,0.99,1.09,1.19,1.29,Normal,50
C12092,L7,TypeB,25.11,1.18,13.58,13.58,13.58,13.58,1.36,1.36,1.36,1.36,High_Stable,50
C12093,L7,TypeA,32.66,1.09,13.33,15.33,18.33,23.33,1.33,1.53,1.83,2.33,Latent_Defect,50
C12094,L7,TypeB,32.93,1.23,14.84,14.84,14.84,14.84,1.48,1.48,1.48,1.48,High_Stable,50
C12095,L7,TypeA,34.22,1.23,13.83,14.83,15.83,16.83,1.38,1.48,1.58,1.68,Normal,50
C12096,L7,TypeA,29.88,1.08,13.52,14.52,15.52,60.0,1.35,1.45,1.55,6.0,Absolute_Failure,50
C12097,L7,TypeB,29.55,1.04,11.71,12.71,13.71,14.71,1.17,1.27,1.37,1.47,Normal,50
C12098,L7,TypeB,33.62,1.14,9.69,10.69,29.69,31.69,0.97,1.07,2.97,3.17,Sudden_Anomaly,50
C12099,L7,TypeB,33.17,1.11,10.49,11.49,12.49,13.49,1.05,1.15,1.25,1.35,Normal,50
C12100,L7,TypeC,28.83,1.28,13.12,13.12,13.12,13.12,1.31,1.31,1.31,1.31,High_Stable,50
C12101,L7,TypeC,31.13,1.22,9.88,10.88,29.88,31.88,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C12102,L7,TypeB,33.9,1.24,8.15,9.15,10.15,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C12103,L7,TypeB,32.1,1.27,9.07,9.07,9.07,9.07,0.91,0.91,0.91,0.91,High_Stable,50
C12104,L7,TypeB,33.96,1.06,12.13,13.13,32.13,34.13,1.21,1.31,3.21,3.41,Sudden_Anomaly,50
C12105,L7,TypeA,30.72,1.22,10.52,12.52,15.52,20.52,1.05,1.25,1.55,2.05,Latent_Defect,50
C12106,L7,TypeA,29.84,1.25,8.26,9.26,10.26,11.26,0.83,0.93,1.03,1.13,Normal,50
C12107,L7,TypeB,32.08,1.08,11.38,13.38,16.38,21.38,1.14,1.34,1.64,2.14,Latent_Defect,50
C12108,L7,TypeA,27.44,1.18,9.38,11.38,14.38,19.38,0.94,1.14,1.44,1.94,Latent_Defect,50
C12109,L7,TypeB,31.89,1.23,12.46,12.46,12.46,12.46,1.25,1.25,1.25,1.25,High_Stable,50
C12110,L7,TypeC,30.22,1.22,10.97,11.97,12.97,13.97,1.1,1.2,1.3,1.4,Normal,50
C12111,L7,TypeB,29.14,1.05,10.39,11.39,12.39,13.39,1.04,1.14,1.24,1.34,Normal,50
C12112,L7,TypeA,33.97,1.07,14.78,15.78,34.78,36.78,1.48,1.58,3.48,3.68,Sudden_Anomaly,50
C12113,L7,TypeC,31.67,1.11,13.02,14.02,33.02,35.02,1.3,1.4,3.3,3.5,Sudden_Anomaly,50
C12114,L7,TypeA,26.52,1.02,10.3,12.3,15.3,20.3,1.03,1.23,1.53,2.03,Latent_Defect,50
C12115,L7,TypeA,34.12,1.06,8.8,8.8,8.8,8.8,0.88,0.88,0.88,0.88,High_Stable,50
C12116,L7,TypeA,26.82,1.02,14.69,16.69,19.69,24.69,1.47,1.67,1.97,2.47,Latent_Defect,50
C12117,L7,TypeB,28.38,1.05,12.41,14.41,17.41,22.41,1.24,1.44,1.74,2.24,Latent_Defect,50
C12118,L7,TypeA,34.96,1.16,11.72,12.72,13.72,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C12119,L7,TypeA,33.46,1.27,10.1,11.1,12.1,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C12120,L7,TypeC,26.2,1.3,11.82,12.82,31.82,33.82,1.18,1.28,3.18,3.38,Sudden_Anomaly,50
C12121,L7,TypeC,33.18,1.04,14.24,16.24,19.24,24.24,1.42,1.62,1.92,2.42,Latent_Defect,50
C12122,L7,TypeB,30.16,1.01,10.78,11.78,12.78,13.78,1.08,1.18,1.28,1.38,Normal,50
C12123,L7,TypeA,29.85,1.15,14.23,15.23,16.23,60.0,1.42,1.52,1.62,6.0,Absolute_Failure,50
C12124,L7,TypeC,32.46,1.05,10.02,11.02,30.02,32.02,1.0,1.1,3.0,3.2,Sudden_Anomaly,50
C12125,L7,TypeB,34.34,1.15,14.02,15.02,16.02,17.02,1.4,1.5,1.6,1.7,Normal,50
C12126,L7,TypeB,25.49,1.15,12.16,12.16,12.16,12.16,1.22,1.22,1.22,1.22,High_Stable,50
C12127,L7,TypeA,32.99,1.2,8.87,8.87,8.87,8.87,0.89,0.89,0.89,0.89,High_Stable,50
C12128,L7,TypeB,28.34,1.19,12.79,13.79,32.79,34.79,1.28,1.38,3.28,3.48,Sudden_Anomaly,50
C12129,L7,TypeA,32.59,1.15,14.99,15.99,16.99,17.99,1.5,1.6,1.7,1.8,Normal,50
C12130,L7,TypeC,33.39,1.05,8.64,9.64,10.64,60.0,0.86,0.96,1.06,6.0,Absolute_Failure,50
C12131,L7,TypeC,29.71,1.02,10.93,11.93,30.93,32.93,1.09,1.19,3.09,3.29,Sudden_Anomaly,50
C12132,L7,TypeB,28.57,1.07,14.39,15.39,16.39,17.39,1.44,1.54,1.64,1.74,Normal,50
C12133,L7,TypeB,34.74,1.19,9.86,10.86,11.86,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50
C12134,L7,TypeC,32.13,1.17,10.67,11.67,12.67,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50
C12135,L7,TypeC,27.22,1.1,12.58,13.58,14.58,60.0,1.26,1.36,1.46,6.0,Absolute_Failure,50
C12136,L7,TypeC,34.98,1.19,12.54,12.54,12.54,12.54,1.25,1.25,1.25,1.25,High_Stable,50
C12137,L7,TypeA,30.12,1.19,14.95,15.95,16.95,60.0,1.49,1.59,1.69,6.0,Absolute_Failure,50
C12138,L7,TypeA,30.53,1.18,9.93,11.93,14.93,19.93,0.99,1.19,1.49,1.99,Latent_Defect,50
C12139,L7,TypeB,28.28,1.04,14.43,15.43,16.43,60.0,1.44,1.54,1.64,6.0,Absolute_Failure,50
C12140,L7,TypeB,29.22,1.21,14.27,16.27,19.27,24.27,1.43,1.63,1.93,2.43,Latent_Defect,50
C12141,L7,TypeC,27.14,1.05,12.49,13.49,14.49,15.49,1.25,1.35,1.45,1.55,Normal,50
C12142,L7,TypeA,30.48,1.21,12.95,12.95,12.95,12.95,1.29,1.29,1.29,1.29,High_Stable,50
C12143,L7,TypeB,26.72,1.23,10.84,11.84,30.84,32.84,1.08,1.18,3.08,3.28,Sudden_Anomaly,50
C12144,L7,TypeC,26.46,1.24,13.62,15.62,18.62,23.62,1.36,1.56,1.86,2.36,Latent_Defect,50
C12145,L7,TypeC,33.68,1.03,11.11,12.11,31.11,33.11,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C12146,L7,TypeC,32.17,1.24,9.08,10.08,11.08,12.08,0.91,1.01,1.11,1.21,Normal,50
C12147,L7,TypeB,28.69,1.18,14.4,14.4,14.4,14.4,1.44,1.44,1.44,1.44,High_Stable,50
C12148,L7,TypeA,27.86,1.17,9.33,9.33,9.33,9.33,0.93,0.93,0.93,0.93,High_Stable,50
C12149,L7,TypeC,30.67,1.21,8.91,8.91,8.91,8.91,0.89,0.89,0.89,0.89,High_Stable,50
C12150,L7,TypeC,26.77,1.29,11.36,13.36,16.36,21.36,1.14,1.34,1.64,2.14,Latent_Defect,50
C12151,L7,TypeC,28.16,1.07,9.04,10.04,29.04,31.04,0.9,1.0,2.9,3.1,Sudden_Anomaly,50
C12152,L7,TypeC,27.29,1.02,14.04,15.04,16.04,60.0,1.4,1.5,1.6,6.0,Absolute_Failure,50
C12153,L7,TypeA,31.36,1.05,12.65,12.65,12.65,12.65,1.27,1.27,1.27,1.27,High_Stable,50
C12154,L7,TypeA,30.57,1.26,12.12,13.12,14.12,60.0,1.21,1.31,1.41,6.0,Absolute_Failure,50
C12155,L7,TypeB,28.56,1.09,13.06,13.06,13.06,13.06,1.31,1.31,1.31,1.31,High_Stable,50
C12156,L7,TypeC,26.58,1.14,10.06,11.06,12.06,13.06,1.01,1.11,1.21,1.31,Normal,50
C12157,L7,TypeB,31.26,1.08,9.89,10.89,11.89,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50
C12158,L7,TypeB,31.41,1.1,13.64,15.64,18.64,23.64,1.36,1.56,1.86,2.36,Latent_Defect,50
C12159,L7,TypeB,29.98,1.15,8.21,9.21,28.21,30.21,0.82,0.92,2.82,3.02,Sudden_Anomaly,50
C12160,L7,TypeB,25.35,1.04,10.81,11.81,12.81,13.81,1.08,1.18,1.28,1.38,Normal,50
C12161,L7,TypeB,33.58,1.11,14.82,15.82,16.82,17.82,1.48,1.58,1.68,1.78,Normal,50
C12162,L7,TypeB,29.27,1.23,11.13,12.13,31.13,33.13,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C12163,L7,TypeC,29.16,1.2,13.22,15.22,18.22,23.22,1.32,1.52,1.82,2.32,Latent_Defect,50
C12164,L7,TypeB,26.66,1.02,10.17,12.17,15.17,20.17,1.02,1.22,1.52,2.02,Latent_Defect,50
C12165,L7,TypeC,28.18,1.14,9.29,9.29,9.29,9.29,0.93,0.93,0.93,0.93,High_Stable,50
C12166,L7,TypeB,32.59,1.15,12.36,13.36,14.36,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C12167,L7,TypeB,31.69,1.05,10.22,12.22,15.22,20.22,1.02,1.22,1.52,2.02,Latent_Defect,50
C12168,L7,TypeC,27.83,1.14,14.53,15.53,34.53,36.53,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C12169,L7,TypeA,25.71,1.13,11.09,12.09,13.09,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C12170,L7,TypeA,29.22,1.17,9.52,9.52,9.52,9.52,0.95,0.95,0.95,0.95,High_Stable,50
C12171,L7,TypeC,25.47,1.29,13.38,14.38,33.38,35.38,1.34,1.44,3.34,3.54,Sudden_Anomaly,50
C12172,L7,TypeB,27.06,1.15,11.59,12.59,13.59,14.59,1.16,1.26,1.36,1.46,Normal,50
C12173,L7,TypeA,34.53,1.01,8.96,8.96,8.96,8.96,0.9,0.9,0.9,0.9,High_Stable,50
C12174,L7,TypeA,33.71,1.17,12.21,13.21,32.21,34.21,1.22,1.32,3.22,3.42,Sudden_Anomaly,50
C12175,L7,TypeA,32.47,1.06,9.7,11.7,14.7,19.7,0.97,1.17,1.47,1.97,Latent_Defect,50
C12176,L7,TypeA,30.67,1.28,9.07,10.07,11.07,12.07,0.91,1.01,1.11,1.21,Normal,50
C12177,L7,TypeB,28.44,1.19,9.53,10.53,11.53,12.53,0.95,1.05,1.15,1.25,Normal,50
C12178,L7,TypeA,28.46,1.27,8.1,10.1,13.1,18.1,0.81,1.01,1.31,1.81,Latent_Defect,50
C12179,L7,TypeB,32.84,1.04,10.79,11.79,12.79,13.79,1.08,1.18,1.28,1.38,Normal,50
C12180,L7,TypeB,29.53,1.19,12.01,13.01,14.01,60.0,1.2,1.3,1.4,6.0,Absolute_Failure,50
C12181,L7,TypeC,25.82,1.0,12.54,13.54,14.54,15.54,1.25,1.35,1.45,1.55,Normal,50
C12182,L7,TypeA,33.65,1.04,9.51,10.51,11.51,12.51,0.95,1.05,1.15,1.25,Normal,50
C12183,L7,TypeB,28.29,1.2,10.98,10.98,10.98,10.98,1.1,1.1,1.1,1.1,High_Stable,50
C12184,L7,TypeA,25.86,1.08,9.81,10.81,11.81,60.0,0.98,1.08,1.18,6.0,Absolute_Failure,50
C12185,L7,TypeC,30.72,1.1,9.32,10.32,29.32,31.32,0.93,1.03,2.93,3.13,Sudden_Anomaly,50
C12186,L7,TypeC,26.13,1.09,10.41,12.41,15.41,20.41,1.04,1.24,1.54,2.04,Latent_Defect,50
C12187,L7,TypeA,30.41,1.0,13.6,13.6,13.6,13.6,1.36,1.36,1.36,1.36,High_Stable,50
C12188,L7,TypeB,29.21,1.0,10.25,11.25,30.25,32.25,1.02,1.12,3.02,3.22,Sudden_Anomaly,50
C12189,L7,TypeB,28.5,1.18,10.71,12.71,15.71,20.71,1.07,1.27,1.57,2.07,Latent_Defect,50
C12190,L7,TypeA,33.1,1.1,13.78,14.78,15.78,16.78,1.38,1.48,1.58,1.68,Normal,50
C12191,L7,TypeB,34.42,1.29,10.12,11.12,30.12,32.12,1.01,1.11,3.01,3.21,Sudden_Anomaly,50
C12192,L7,TypeC,28.2,1.28,12.79,13.79,14.79,60.0,1.28,1.38,1.48,6.0,Absolute_Failure,50
C12193,L7,TypeA,32.33,1.28,12.49,14.49,17.49,22.49,1.25,1.45,1.75,2.25,Latent_Defect,50
C12194,L7,TypeA,28.98,1.0,9.71,9.71,9.71,9.71,0.97,0.97,0.97,0.97,High_Stable,50
C12195,L7,TypeA,32.09,1.06,13.01,14.01,15.01,60.0,1.3,1.4,1.5,6.0,Absolute_Failure,50
C12196,L7,TypeA,26.5,1.26,11.15,12.15,13.15,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C12197,L7,TypeC,31.26,1.2,14.75,15.75,16.75,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C12198,L7,TypeA,32.09,1.2,8.37,9.37,10.37,60.0,0.84,0.94,1.04,6.0,Absolute_Failure,50
C12199,L7,TypeB,28.05,1.19,12.8,14.8,17.8,22.8,1.28,1.48,1.78,2.28,Latent_Defect,50
C12200,L7,TypeB,27.34,1.03,13.29,14.29,33.29,35.29,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C12201,L7,TypeB,29.07,1.27,10.52,11.52,12.52,13.52,1.05,1.15,1.25,1.35,Normal,50
C12202,L7,TypeC,31.93,1.18,8.22,9.22,28.22,30.22,0.82,0.92,2.82,3.02,Sudden_Anomaly,50
C12203,L7,TypeA,30.87,1.17,9.05,10.05,29.05,31.05,0.9,1.0,2.9,3.1,Sudden_Anomaly,50
C12204,L7,TypeA,32.39,1.28,12.97,12.97,12.97,12.97,1.3,1.3,1.3,1.3,High_Stable,50
C12205,L7,TypeB,27.3,1.19,13.35,15.35,18.35,23.35,1.34,1.54,1.84,2.34,Latent_Defect,50
C12206,L7,TypeA,26.2,1.01,8.37,9.37,10.37,60.0,0.84,0.94,1.04,6.0,Absolute_Failure,50
C12207,L7,TypeB,28.55,1.06,10.82,11.82,12.82,13.82,1.08,1.18,1.28,1.38,Normal,50
C12208,L7,TypeB,31.04,1.13,8.24,8.24,8.24,8.24,0.82,0.82,0.82,0.82,High_Stable,50
C12209,L7,TypeB,28.23,1.15,12.5,14.5,17.5,22.5,1.25,1.45,1.75,2.25,Latent_Defect,50
C12210,L7,TypeA,29.48,1.26,11.86,11.86,11.86,11.86,1.19,1.19,1.19,1.19,High_Stable,50
C12211,L7,TypeC,30.07,1.02,10.16,12.16,15.16,20.16,1.02,1.22,1.52,2.02,Latent_Defect,50
C12212,L7,TypeB,30.51,1.05,8.52,9.52,28.52,30.52,0.85,0.95,2.85,3.05,Sudden_Anomaly,50
C12213,L7,TypeC,27.75,1.18,9.42,10.42,11.42,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C12214,L7,TypeA,34.07,1.25,12.34,13.34,14.34,15.34,1.23,1.33,1.43,1.53,Normal,50
C12215,L7,TypeC,33.77,1.27,14.96,14.96,14.96,14.96,1.5,1.5,1.5,1.5,High_Stable,50
C12216,L7,TypeA,27.67,1.26,8.01,10.01,13.01,18.01,0.8,1.0,1.3,1.8,Latent_Defect,50
C12217,L7,TypeB,32.55,1.11,13.81,14.81,33.81,35.81,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C12218,L7,TypeB,26.04,1.04,12.14,13.14,14.14,15.14,1.21,1.31,1.41,1.51,Normal,50
C12219,L7,TypeB,25.93,1.04,12.61,13.61,14.61,15.61,1.26,1.36,1.46,1.56,Normal,50
C12220,L7,TypeC,26.31,1.25,11.98,12.98,13.98,14.98,1.2,1.3,1.4,1.5,Normal,50
C12221,L7,TypeA,32.76,1.12,10.19,11.19,12.19,60.0,1.02,1.12,1.22,6.0,Absolute_Failure,50
C12222,L7,TypeC,30.06,1.22,8.49,10.49,13.49,18.49,0.85,1.05,1.35,1.85,Latent_Defect,50
C12223,L7,TypeB,25.56,1.19,9.56,10.56,29.56,31.56,0.96,1.06,2.96,3.16,Sudden_Anomaly,50
