component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C2047,L2,TypeC,27.71,1.06,9.63,10.63,29.63,31.63,0.96,1.06,2.96,3.16,Sudden_Anomaly,50
C2048,L2,TypeB,27.91,1.29,11.73,12.73,31.73,33.73,1.17,1.27,3.17,3.37,Sudden_Anomaly,50
C2049,L2,TypeA,32.35,1.24,11.76,12.76,13.76,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C2050,L2,TypeC,29.9,1.28,9.08,10.08,11.08,60.0,0.91,1.01,1.11,6.0,Absolute_Failure,50
C2051,L2,TypeB,32.0,1.03,14.27,15.27,34.27,36.27,1.43,1.53,3.43,3.63,Sudden_Anomaly,50
C2052,L2,TypeB,30.0,1.05,8.7,9.7,10.7,60.0,0.87,0.97,1.07,6.0,Absolute_Failure,50
C2053,L2,TypeC,32.7,1.08,8.85,9.85,28.85,30.85,0.89,0.99,2.89,3.09,Sudden_Anomaly,50
C2054,L2,TypeB,25.55,1.11,9.44,10.44,11.44,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C2055,L2,TypeB,26.41,1.28,14.72,15.72,34.72,36.72,1.47,1.57,3.47,3.67,Sudden_Anomaly,50
C2056,L2,TypeA,29.33,1.27,9.01,10.01,11.01,12.01,0.9,1.0,1.1,1.2,Normal,50
C2057,L2,TypeC,25.41,1.02,12.71,14.71,17.71,22.71,1.27,1.47,1.77,2.27,Latent_Defect,50
C2058,L2,TypeA,26.52,1.24,9.2,9.2,9.2,9.2,0.92,0.92,0.92,0.92,High_Stable,50
C2059,L2,TypeC,33.06,1.13,9.03,10.03,11.03,12.03,0.9,1.0,1.1,1.2,Normal,50
C2060,L2,TypeB,28.25,1.17,10.07,11.07,12.07,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C2061,L2,TypeC,32.75,1.22,13.87,14.87,33.87,35.87,1.39,1.49,3.39,3.59,Sudden_Anomaly,50
C2062,L2,TypeA,28.66,1.26,11.48,11.48,11.48,11.48,1.15,1.15,1.15,1.15,High_Stable,50
C2063,L2,TypeC,34.32,1.08,8.77,9.77,10.77,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C2064,L2,TypeC,26.03,1.29,10.63,11.63,12.63,13.63,1.06,1.16,1.26,1.36,Normal,50
C2065,L2,TypeB,28.65,1.19,13.84,13.84,13.84,13.84,1.38,1.38,1.38,1.38,High_Stable,50
C2066,L2,TypeC,29.3,1.21,11.55,11.55,11.55,11.55,1.16,1.16,1.16,1.16,High_Stable,50
C2067,L2,TypeB,33.32,1.08,14.68,14.68,14.68,14.68,1.47,1.47,1.47,1.47,High_Stable,50
C2068,L2,TypeC,25.31,1.28,14.08,15.08,34.08,36.08,1.41,1.51,3.41,3.61,Sudden_Anomaly,50
C2069,L2,TypeA,31.64,1.26,14.57,15.57,16.57,17.57,1.46,1.56,1.66,1.76,Normal,50
C2070,L2,TypeB,25.81,1.06,13.98,14.98,15.98,60.0,1.4,1.5,1.6,6.0,Absolute_Failure,50
C2071,L2,TypeB,34.59,1.28,11.82,12.82,13.82,14.82,1.18,1.28,1.38,1.48,Normal,50
C2072,L2,TypeA,32.92,1.05,9.4,10.4,11.4,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C2073,L2,TypeA,33.01,1.0,11.82,12.82,13.82,14.82,1.18,1.28,1.38,1.48,Normal,50
C2074,L2,TypeC,25.62,1.21,8.05,9.05,10.05,11.05,0.81,0.91,1.01,1.11,Normal,50
C2075,L2,TypeA,31.87,1.06,13.18,14.18,33.18,35.18,1.32,1.42,3.32,3.52,Sudden_Anomaly,50
C2076,L2,TypeB,32.37,1.14,10.68,10.68,10.68,10.68,1.07,1.07,1.07,1.07,High_Stable,50
C2077,L2,TypeC,29.5,1.07,14.69,14.69,14.69,14.69,1.47,1.47,1.47,1.47,High_Stable,50
C2078,L2,TypeC,26.45,1.01,14.7,15.7,16.7,17.7,1.47,1.57,1.67,1.77,Normal,50
C2079,L2,TypeC,32.26,1.12,10.97,11.97,12.97,13.97,1.1,1.2,1.3,1.4,Normal,50
C2080,L2,TypeC,33.4,1.06,11.08,12.08,13.08,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C2081,L2,TypeA,34.85,1.27,11.95,13.95,16.95,21.95,1.2,1.4,1.7,2.2,Latent_Defect,50
C2082,L2,TypeC,34.59,1.21,14.13,15.13,34.13,36.13,1.41,1.51,3.41,3.61,Sudden_Anomaly,50
C2083,L2,TypeC,34.56,1.11,9.72,9.72,9.72,9.72,0.97,0.97,0.97,0.97,High_Stable,50
C2084,L2,TypeB,31.42,1.11,14.47,16.47,19.47,24.47,1.45,1.65,1.95,2.45,Latent_Defect,50
C2085,L2,TypeA,32.2,1.02,13.76,14.76,15.76,16.76,1.38,1.48,1.58,1.68,Normal,50
C2086,L2,TypeC,30.98,1.27,11.47,13.47,16.47,21.47,1.15,1.35,1.65,2.15,Latent_Defect,50
C2087,L2,TypeC,31.32,1.25,14.34,15.34,34.34,36.34,1.43,1.53,3.43,3.63,Sudden_Anomaly,50
C2088,L2,TypeA,26.75,1.11,11.05,12.05,31.05,33.05,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C2089,L2,TypeB,26.93,1.11,13.28,14.28,15.28,16.28,1.33,1.43,1.53,1.63,Normal,50
C2090,L2,TypeB,30.74,1.16,13.11,13.11,13.11,13.11,1.31,1.31,1.31,1.31,High_Stable,50
C2091,L2,TypeC,25.38,1.28,10.42,11.42,12.42,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C2092,L2,TypeB,32.81,1.16,9.07,11.07,14.07,19.07,0.91,1.11,1.41,1.91,Latent_Defect,50
C2093,L2,TypeA,34.29,1.23,9.1,11.1,14.1,19.1,0.91,1.11,1.41,1.91,Latent_Defect,50
C2094,L2,TypeC,26.83,1.14,10.95,10.95,10.95,10.95,1.1,1.1,1.1,1.1,High_Stable,50
C2095,L2,TypeA,32.19,1.19,9.09,9.09,9.09,9.09,0.91,0.91,0.91,0.91,High_Stable,50
C2096,L2,TypeB,33.39,1.01,8.96,9.96,10.96,11.96,0.9,1.0,1.1,1.2,Normal,50
C2097,L2,TypeC,27.7,1.17,12.48,12.48,12.48,12.48,1.25,1.25,1.25,1.25,High_Stable,50
C2098,L2,TypeB,27.35,1.27,13.3,14.3,33.3,35.3,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C2099,L2,TypeC,26.51,1.08,13.26,14.26,33.26,35.26,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C2100,L2,TypeB,27.38,1.26,9.41,10.41,11.41,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C2101,L2,TypeA,32.62,1.19,14.18,15.18,16.18,17.18,1.42,1.52,1.62,1.72,Normal,50
C2102,L2,TypeB,34.26,1.19,9.31,10.31,29.31,31.31,0.93,1.03,2.93,3.13,Sudden_Anomaly,50
C2103,L2,TypeC,26.41,1.09,10.9,11.9,12.9,60.0,1.09,1.19,1.29,6.0,Absolute_Failure,50
C2104,L2,TypeC,28.56,1.09,14.62,15.62,16.62,60.0,1.46,1.56,1.66,6.0,Absolute_Failure,50
C2105,L2,TypeA,31.79,1.21,12.89,13.89,32.89,34.89,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C2106,L2,TypeA,31.32,1.23,11.64,12.64,13.64,60.0,1.16,1.26,1.36,6.0,Absolute_Failure,50
C2107,L2,TypeB,34.71,1.02,12.43,13.43,14.43,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C2108,L2,TypeB,32.14,1.29,8.92,9.92,10.92,11.92,0.89,0.99,1.09,1.19,Normal,50
C2109,L2,TypeA,27.1,1.16,13.03,14.03,33.03,35.03,1.3,1.4,3.3,3.5,Sudden_Anomaly,50
C2110,L2,TypeC,25.19,1.15,10.86,11.86,12.86,60.0,1.09,1.19,1.29,6.0,Absolute_Failure,50
C2111,L2,TypeA,25.9,1.14,8.56,8.56,8.56,8.56,0.86,0.86,0.86,0.86,High_Stable,50
C2112,L2,TypeB,25.23,1.12,13.1,14.1,15.1,16.1,1.31,1.41,1.51,1.61,Normal,50
C2113,L2,TypeB,34.18,1.04,10.78,11.78,12.78,13.78,1.08,1.18,1.28,1.38,Normal,50
C2114,L2,TypeC,34.89,1.15,13.61,14.61,15.61,16.61,1.36,1.46,1.56,1.66,Normal,50
C2115,L2,TypeB,34.76,1.29,14.91,15.91,16.91,60.0,1.49,1.59,1.69,6.0,Absolute_Failure,50
C2116,L2,TypeB,32.79,1.05,11.4,12.4,31.4,33.4,1.14,1.24,3.14,3.34,Sudden_Anomaly,50
C2117,L2,TypeB,30.06,1.09,12.53,14.53,17.53,22.53,1.25,1.45,1.75,2.25,Latent_Defect,50
C2118,L2,TypeA,30.18,1.04,12.0,14.0,17.0,22.0,1.2,1.4,1.7,2.2,Latent_Defect,50
C2119,L2,TypeC,34.68,1.27,9.66,9.66,9.66,9.66,0.97,0.97,0.97,0.97,High_Stable,50
C2120,L2,TypeA,33.09,1.18,13.96,14.96,15.96,60.0,1.4,1.5,1.6,6.0,Absolute_Failure,50
C2121,L2,TypeA,34.78,1.27,10.72,11.72,12.72,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50
C2122,L2,TypeC,33.85,1.27,10.12,11.12,12.12,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C2123,L2,TypeC,32.4,1.28,12.29,14.29,17.29,22.29,1.23,1.43,1.73,2.23,Latent_Defect,50
C2124,L2,TypeA,29.41,1.02,10.45,12.45,15.45,20.45,1.04,1.24,1.54,2.04,Latent_Defect,50
C2125,L2,TypeC,32.92,1.3,11.51,12.51,13.51,14.51,1.15,1.25,1.35,1.45,Normal,50
C2126,L2,TypeA,33.13,1.27,9.66,10.66,11.66,12.66,0.97,1.07,1.17,1.27,Normal,50
C2127,L2,TypeC,33.81,1.25,13.45,14.45,33.45,35.45,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C2128,L2,TypeA,32.58,1.11,8.25,10.25,13.25,18.25,0.82,1.02,1.32,1.82,Latent_Defect,50
C2129,L2,TypeB,32.71,1.3,13.17,14.17,15.17,60.0,1.32,1.42,1.52,6.0,Absolute_Failure,50
C2130,L2,TypeB,26.36,1.05,9.96,10.96,11.96,12.96,1.0,1.1,1.2,1.3,Normal,50
C2131,L2,TypeC,32.79,1.02,12.4,14.4,17.4,22.4,1.24,1.44,1.74,2.24,Latent_Defect,50
C2132,L2,TypeA,32.38,1.23,13.49,14.49,15.49,16.49,1.35,1.45,1.55,1.65,Normal,50
C2133,L2,TypeC,29.72,1.11,12.88,14.88,17.88,22.88,1.29,1.49,1.79,2.29,Latent_Defect,50
C2134,L2,TypeC,28.49,1.03,8.53,10.53,13.53,18.53,0.85,1.05,1.35,1.85,Latent_Defect,50
C2135,L2,TypeB,33.15,1.03,14.73,15.73,34.73,36.73,1.47,1.57,3.47,3.67,Sudden_Anomaly,50
C2136,L2,TypeA,31.74,1.29,11.47,12.47,13.47,14.47,1.15,1.25,1.35,1.45,Normal,50
C2137,L2,TypeB,27.75,1.13,10.09,10.09,10.09,10.09,1.01,1.01,1.01,1.01,High_Stable,50
C2138,L2,TypeA,25.84,1.13,10.6,11.6,12.6,13.6,1.06,1.16,1.26,1.36,Normal,50
C2139,L2,TypeC,33.02,1.09,13.88,14.88,33.88,35.88,1.39,1.49,3.39,3.59,Sudden_Anomaly,50
C2140,L2,TypeC,27.62,1.05,11.5,12.5,13.5,60.0,1.15,1.25,1.35,6.0,Absolute_Failure,50
C2141,L2,TypeA,30.49,1.08,8.5,10.5,13.5,18.5,0.85,1.05,1.35,1.85,Latent_Defect,50
C2142,L2,TypeA,26.65,1.29,11.2,11.2,11.2,11.2,1.12,1.12,1.12,1.12,High_Stable,50
C2143,L2,TypeA,31.9,1.25,12.01,13.01,14.01,60.0,1.2,1.3,1.4,6.0,Absolute_Failure,50
C2144,L2,TypeC,32.7,1.02,14.76,14.76,14.76,14.76,1.48,1.48,1.48,1.48,High_Stable,50
C2145,L2,TypeB,26.21,1.0,10.81,11.81,12.81,13.81,1.08,1.18,1.28,1.38,Normal,50
C2146,L2,TypeA,28.82,1.01,14.32,16.32,19.32,24.32,1.43,1.63,1.93,2.43,Latent_Defect,50
C2147,L2,TypeA,32.52,1.08,14.36,16.36,19.36,24.36,1.44,1.64,1.94,2.44,Latent_Defect,50
C2148,L2,TypeB,29.24,1.11,12.27,13.27,32.27,34.27,1.23,1.33,3.23,3.43,Sudden_Anomaly,50
C2149,L2,TypeB,31.7,1.12,13.66,14.66,33.66,35.66,1.37,1.47,3.37,3.57,Sudden_Anomaly,50
C2150,L2,TypeB,31.76,1.28,14.34,14.34,14.34,14.34,1.43,1.43,1.43,1.43,High_Stable,50
C2151,L2,TypeC,27.25,1.07,13.92,15.92,18.92,23.92,1.39,1.59,1.89,2.39,Latent_Defect,50
C2152,L2,TypeB,33.39,1.2,11.27,12.27,13.27,14.27,1.13,1.23,1.33,1.43,Normal,50
C2153,L2,TypeA,33.33,1.11,14.64,15.64,16.64,60.0,1.46,1.56,1.66,6.0,Absolute_Failure,50
C2154,L2,TypeA,30.37,1.18,12.91,14.91,17.91,22.91,1.29,1.49,1.79,2.29,Latent_Defect,50
C2155,L2,TypeB,28.58,1.12,9.91,10.91,11.91,12.91,0.99,1.09,1.19,1.29,Normal,50
C2156,L2,TypeC,33.32,1.2,11.95,12.95,31.95,33.95,1.2,1.3,3.2,3.4,Sudden_Anomaly,50
C2157,L2,TypeA,26.19,1.03,13.59,14.59,15.59,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50
C2158,L2,TypeB,33.66,1.07,13.46,13.46,13.46,13.46,1.35,1.35,1.35,1.35,High_Stable,50
C2159,L2,TypeC,28.28,1.13,11.81,11.81,11.81,11.81,1.18,1.18,1.18,1.18,High_Stable,50
C2160,L2,TypeB,33.22,1.16,13.2,14.2,15.2,16.2,1.32,1.42,1.52,1.62,Normal,50
C2161,L2,TypeA,29.02,1.22,12.3,12.3,12.3,12.3,1.23,1.23,1.23,1.23,High_Stable,50
C2162,L2,TypeA,32.61,1.1,11.46,11.46,11.46,11.46,1.15,1.15,1.15,1.15,High_Stable,50
C2163,L2,TypeA,27.8,1.02,12.36,13.36,14.36,15.36,1.24,1.34,1.44,1.54,Normal,50
C2164,L2,TypeB,27.86,1.04,10.47,11.47,12.47,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C2165,L2,TypeA,28.53,1.12,14.45,15.45,16.45,60.0,1.44,1.54,1.64,6.0,Absolute_Failure,50
C2166,L2,TypeC,29.03,1.03,9.9,9.9,9.9,9.9,0.99,0.99,0.99,0.99,High_Stable,50
C2167,L2,TypeC,32.11,1.09,14.68,15.68,34.68,36.68,1.47,1.57,3.47,3.67,Sudden_Anomaly,50
C2168,L2,TypeC,31.98,1.27,13.99,14.99,15.99,16.99,1.4,1.5,1.6,1.7,Normal,50
C2169,L2,TypeB,32.99,1.22,13.74,15.74,18.74,23.74,1.37,1.57,1.87,2.37,Latent_Defect,50
C2170,L2,TypeA,28.9,1.01,13.52,13.52,13.52,13.52,1.35,1.35,1.35,1.35,High_Stable,50
C2171,L2,TypeC,29.81,1.08,11.48,12.48,31.48,33.48,1.15,1.25,3.15,3.35,Sudden_Anomaly,50
C2172,L2,TypeC,27.96,1.25,10.32,12.32,15.32,20.32,1.03,1.23,1.53,2.03,Latent_Defect,50
C2173,L2,TypeC,29.15,1.27,14.12,16.12,19.12,24.12,1.41,1.61,1.91,2.41,Latent_Defect,50
C2174,L2,TypeB,34.42,1.1,10.29,11.29,12.29,60.0,1.03,1.13,1.23,6.0,Absolute_Failure,50
C2175,L2,TypeC,34.96,1.11,14.17,16.17,19.17,24.17,1.42,1.62,1.92,2.42,Latent_Defect,50
C2176,L2,TypeC,29.81,1.0,12.02,13.02,14.02,60.0,1.2,1.3,1.4,6.0,Absolute_Failure,50
C2177,L2,TypeC,31.83,1.17,8.69,9.69,10.69,60.0,0.87,0.97,1.07,6.0,Absolute_Failure,50
C2178,L2,TypeB,32.86,1.04,12.11,12.11,12.11,12.11,1.21,1.21,1.21,1.21,High_Stable,50
C2179,L2,TypeB,29.84,1.18,10.46,10.46,10.46,10.46,1.05,1.05,1.05,1.05,High_Stable,50
C2180,L2,TypeA,31.38,1.27,9.87,11.87,14.87,19.87,0.99,1.19,1.49,1.99,Latent_Defect,50
C2181,L2,TypeB,32.86,1.12,11.04,13.04,16.04,21.04,1.1,1.3,1.6,2.1,Latent_Defect,50
C2182,L2,TypeA,27.72,1.27,11.55,13.55,16.55,21.55,1.15,1.35,1.65,2.15,Latent_Defect,50
C2183,L2,TypeB,31.22,1.14,12.82,13.82,14.82,60.0,1.28,1.38,1.48,6.0,Absolute_Failure,50
C2184,L2,TypeC,28.98,1.01,13.14,15.14,18.14,23.14,1.31,1.51,1.81,2.31,Latent_Defect,50
C2185,L2,TypeB,34.99,1.28,12.0,14.0,17.0,22.0,1.2,1.4,1.7,2.2,Latent_Defect,50
C2186,L2,TypeB,29.01,1.17,12.2,13.2,14.2,60.0,1.22,1.32,1.42,6.0,Absolute_Failure,50
C2187,L2,TypeA,29.3,1.11,13.79,14.79,33.79,35.79,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C2188,L2,TypeC,30.45,1.16,12.98,13.98,14.98,15.98,1.3,1.4,1.5,1.6,Normal,50
C2189,L2,TypeB,29.38,1.16,11.9,11.9,11.9,11.9,1.19,1.19,1.19,1.19,High_Stable,50
C2190,L2,TypeB,28.79,1.17,10.15,11.15,12.15,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C2191,L2,TypeC,34.87,1.18,8.35,8.35,8.35,8.35,0.84,0.84,0.84,0.84,High_Stable,50
C2192,L2,TypeA,32.51,1.3,13.93,13.93,13.93,13.93,1.39,1.39,1.39,1.39,High_Stable,50
C2193,L2,TypeA,27.43,1.21,10.81,11.81,12.81,60.0,1.08,1.18,1.28,6.0,Absolute_Failure,50
C2194,L2,TypeB,26.47,1.09,9.67,11.67,14.67,19.67,0.97,1.17,1.47,1.97,Latent_Defect,50
C2195,L2,TypeB,32.1,1.06,12.08,12.08,12.08,12.08,1.21,1.21,1.21,1.21,High_Stable,50
C2196,L2,TypeB,25.47,1.27,11.8,12.8,31.8,33.8,1.18,1.28,3.18,3.38,Sudden_Anomaly,50
C2197,L2,TypeC,30.77,1.23,11.14,12.14,31.14,33.14,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C2198,L2,TypeC,25.41,1.29,14.65,15.65,34.65,36.65,1.47,1.57,3.47,3.67,Sudden_Anomaly,50
C2199,L2,TypeB,29.61,1.17,9.5,9.5,9.5,9.5,0.95,0.95,0.95,0.95,High_Stable,50
C2200,L2,TypeB,32.21,1.2,10.18,11.18,12.18,60.0,1.02,1.12,1.22,6.0,Absolute_Failure,50
C2201,L2,TypeB,30.66,1.27,11.26,12.26,13.26,60.0,1.13,1.23,1.33,6.0,Absolute_Failure,50
C2202,L2,TypeC,28.27,1.23,12.15,12.15,12.15,12.15,1.21,1.21,1.21,1.21,High_Stable,50
C2203,L2,TypeB,32.09,1.01,14.01,15.01,34.01,36.01,1.4,1.5,3.4,3.6,Sudden_Anomaly,50
C2204,L2,TypeC,26.24,1.05,13.51,14.51,15.51,60.0,1.35,1.45,1.55,6.0,Absolute_Failure,50
C2205,L2,TypeA,30.49,1.1,9.5,9.5,9.5,9.5,0.95,0.95,0.95,0.95,High_Stable,50
C2206,L2,TypeA,32.88,1.05,9.81,11.81,14.81,19.81,0.98,1.18,1.48,1.98,Latent_Defect,50
C2207,L2,TypeB,31.42,1.01,9.15,10.15,29.15,31.15,0.91,1.01,2.91,3.11,Sudden_Anomaly,50
C2208,L2,TypeC,30.86,1.06,14.51,15.51,16.51,60.0,1.45,1.55,1.65,6.0,Absolute_Failure,50
C2209,L2,TypeC,25.92,1.08,13.55,14.55,15.55,16.55,1.35,1.45,1.55,1.65,Normal,50
C2210,L2,TypeB,28.27,1.03,8.01,9.01,28.01,30.01,0.8,0.9,2.8,3.0,Sudden_Anomaly,50
C2211,L2,TypeB,27.34,1.01,13.09,14.09,15.09,16.09,1.31,1.41,1.51,1.61,Normal,50
C2212,L2,TypeB,34.03,1.22,8.08,10.08,13.08,18.08,0.81,1.01,1.31,1.81,Latent_Defect,50
C2213,L2,TypeB,29.4,1.02,9.94,9.94,9.94,9.94,0.99,0.99,0.99,0.99,High_Stable,50
C2214,L2,TypeB,32.64,1.04,13.66,14.66,33.66,35.66,1.37,1.47,3.37,3.57,Sudden_Anomaly,50
C2215,L2,TypeB,33.99,1.03,8.46,9.46,10.46,60.0,0.85,0.95,1.05,6.0,Absolute_Failure,50
C2216,L2,TypeA,30.83,1.0,13.94,14.94,15.94,60.0,1.39,1.49,1.59,6.0,Absolute_Failure,50
C2217,L2,TypeC,28.52,1.15,10.08,12.08,15.08,20.08,1.01,1.21,1.51,2.01,Latent_Defect,50
C2218,L2,TypeC,33.51,1.1,9.17,10.17,11.17,12.17,0.92,1.02,1.12,1.22,Normal,50
C2219,L2,TypeC,33.9,1.26,12.49,12.49,12.49,12.49,1.25,1.25,1.25,1.25,High_Stable,50
C2220,L2,TypeC,34.95,1.07,12.09,13.09,14.09,60.0,1.21,1.31,1.41,6.0,Absolute_Failure,50
C2221,L2,TypeC,30.96,1.29,13.77,14.77,15.77,16.77,1.38,1.48,1.58,1.68,Normal,50
C2222,L2,TypeB,29.5,1.19,12.43,14.43,17.43,22.43,1.24,1.44,1.74,2.24,Latent_Defect,50
C2223,L2,TypeC,28.57,1.07,10.44,10.44,10.44,10.44,1.04,1.04,1.04,1.04,High_Stable,50
