component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C6046,L4,TypeB,32.93,1.12,12.04,12.04,12.04,12.04,1.2,1.2,1.2,1.2,High_Stable,50
C6047,L4,TypeC,26.63,1.17,12.74,13.74,32.74,34.74,1.27,1.37,3.27,3.47,Sudden_Anomaly,50
C6048,L4,TypeB,30.73,1.19,13.03,14.03,15.03,16.03,1.3,1.4,1.5,1.6,Normal,50
C6049,L4,TypeA,30.82,1.07,9.3,11.3,14.3,19.3,0.93,1.13,1.43,1.93,Latent_Defect,50
C6050,L4,TypeB,34.45,1.17,13.07,14.07,33.07,35.07,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C6051,L4,TypeB,32.56,1.17,9.93,10.93,29.93,31.93,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C6052,L4,TypeA,30.72,1.2,13.2,13.2,13.2,13.2,1.32,1.32,1.32,1.32,High_Stable,50
C6053,L4,TypeB,31.93,1.29,12.15,12.15,12.15,12.15,1.22,1.22,1.22,1.22,High_Stable,50
C6054,L4,TypeB,30.16,1.22,12.73,12.73,12.73,12.73,1.27,1.27,1.27,1.27,High_Stable,50
C6055,L4,TypeA,28.42,1.16,14.05,16.05,19.05,24.05,1.41,1.61,1.91,2.41,Latent_Defect,50
C6056,L4,TypeA,26.3,1.25,10.46,11.46,12.46,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C6057,L4,TypeB,27.87,1.26,13.46,13.46,13.46,13.46,1.35,1.35,1.35,1.35,High_Stable,50
C6058,L4,TypeC,29.44,1.0,8.58,9.58,10.58,60.0,0.86,0.96,1.06,6.0,Absolute_Failure,50
C6059,L4,TypeA,28.81,1.16,9.34,11.34,14.34,19.34,0.93,1.13,1.43,1.93,Latent_Defect,50
C6060,L4,TypeB,34.36,1.05,12.17,13.17,32.17,34.17,1.22,1.32,3.22,3.42,Sudden_Anomaly,50
C6061,L4,TypeC,31.44,1.21,10.9,12.9,15.9,20.9,1.09,1.29,1.59,2.09,Latent_Defect,50
C6062,L4,TypeC,31.46,1.09,9.56,10.56,11.56,12.56,0.96,1.06,1.16,1.26,Normal,50
C6063,L4,TypeA,32.34,1.13,14.47,14.47,14.47,14.47,1.45,1.45,1.45,1.45,High_Stable,50
C6064,L4,TypeA,31.68,1.01,10.27,10.27,10.27,10.27,1.03,1.03,1.03,1.03,High_Stable,50
C6065,L4,TypeB,26.0,1.06,9.02,9.02,9.02,9.02,0.9,0.9,0.9,0.9,High_Stable,50
C6066,L4,TypeA,29.78,1.2,9.84,10.84,11.84,12.84,0.98,1.08,1.18,1.28,Normal,50
C6067,L4,TypeB,27.9,1.1,10.54,11.54,30.54,32.54,1.05,1.15,3.05,3.25,Sudden_Anomaly,50
C6068,L4,TypeA,31.71,1.29,10.36,11.36,12.36,13.36,1.04,1.14,1.24,1.34,Normal,50
C6069,L4,TypeB,27.75,1.15,14.48,14.48,14.48,14.48,1.45,1.45,1.45,1.45,High_Stable,50
C6070,L4,TypeC,26.51,1.24,8.91,9.91,10.91,11.91,0.89,0.99,1.09,1.19,Normal,50
C6071,L4,TypeC,28.27,1.13,12.34,12.34,12.34,12.34,1.23,1.23,1.23,1.23,High_Stable,50
C6072,L4,TypeC,33.68,1.11,14.77,15.77,34.77,36.77,1.48,1.58,3.48,3.68,Sudden_Anomaly,50
C6073,L4,TypeC,32.89,1.11,14.2,15.2,16.2,60.0,1.42,1.52,1.62,6.0,Absolute_Failure,50
C6074,L4,TypeA,29.6,1.02,14.02,16.02,19.02,24.02,1.4,1.6,1.9,2.4,Latent_Defect,50
C6075,L4,TypeC,33.67,1.13,11.37,12.37,13.37,14.37,1.14,1.24,1.34,1.44,Normal,50
C6076,L4,TypeC,33.62,1.11,12.56,12.56,12.56,12.56,1.26,1.26,1.26,1.26,High_Stable,50
C6077,L4,TypeB,25.96,1.03,9.84,10.84,11.84,60.0,0.98,1.08,1.18,6.0,Absolute_Failure,50
C6078,L4,TypeA,28.92,1.26,12.73,14.73,17.73,22.73,1.27,1.47,1.77,2.27,Latent_Defect,50
C6079,L4,TypeA,25.1,1.2,8.76,9.76,10.76,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C6080,L4,TypeA,25.58,1.02,13.43,14.43,33.43,35.43,1.34,1.44,3.34,3.54,Sudden_Anomaly,50
C6081,L4,TypeC,33.5,1.16,14.29,14.29,14.29,14.29,1.43,1.43,1.43,1.43,High_Stable,50
C6082,L4,TypeA,34.41,1.29,12.04,14.04,17.04,22.04,1.2,1.4,1.7,2.2,Latent_Defect,50
C6083,L4,TypeC,29.14,1.25,11.82,12.82,13.82,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C6084,L4,TypeB,26.52,1.24,9.32,11.32,14.32,19.32,0.93,1.13,1.43,1.93,Latent_Defect,50
C6085,L4,TypeC,29.11,1.11,11.69,12.69,13.69,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C6086,L4,TypeC,28.21,1.25,13.59,14.59,15.59,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50
C6087,L4,TypeC,28.08,1.1,13.63,14.63,15.63,16.63,1.36,1.46,1.56,1.66,Normal,50
C6088,L4,TypeA,25.81,1.07,9.61,10.61,11.61,60.0,0.96,1.06,1.16,6.0,Absolute_Failure,50
C6089,L4,TypeB,34.51,1.03,10.17,10.17,10.17,10.17,1.02,1.02,1.02,1.02,High_Stable,50
C6090,L4,TypeB,34.94,1.01,13.95,14.95,15.95,60.0,1.39,1.49,1.59,6.0,Absolute_Failure,50
C6091,L4,TypeC,28.52,1.0,11.25,12.25,31.25,33.25,1.13,1.23,3.13,3.33,Sudden_Anomaly,50
C6092,L4,TypeC,32.07,1.28,9.15,10.15,11.15,60.0,0.91,1.01,1.11,6.0,Absolute_Failure,50
C6093,L4,TypeB,25.4,1.28,9.36,9.36,9.36,9.36,0.94,0.94,0.94,0.94,High_Stable,50
C6094,L4,TypeA,30.35,1.02,11.88,12.88,13.88,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C6095,L4,TypeC,29.85,1.06,9.84,9.84,9.84,9.84,0.98,0.98,0.98,0.98,High_Stable,50
C6096,L4,TypeB,27.65,1.03,9.84,10.84,11.84,12.84,0.98,1.08,1.18,1.28,Normal,50
C6097,L4,TypeA,27.62,1.02,14.17,16.17,19.17,24.17,1.42,1.62,1.92,2.42,Latent_Defect,50
C6098,L4,TypeA,27.95,1.14,13.47,13.47,13.47,13.47,1.35,1.35,1.35,1.35,High_Stable,50
C6099,L4,TypeA,30.72,1.13,10.11,12.11,15.11,20.11,1.01,1.21,1.51,2.01,Latent_Defect,50
C6100,L4,TypeA,26.08,1.29,13.33,15.33,18.33,23.33,1.33,1.53,1.83,2.33,Latent_Defect,50
C6101,L4,TypeA,26.28,1.1,9.85,10.85,11.85,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50
C6102,L4,TypeC,29.91,1.27,10.75,10.75,10.75,10.75,1.07,1.07,1.07,1.07,High_Stable,50
C6103,L4,TypeC,28.67,1.04,13.66,14.66,33.66,35.66,1.37,1.47,3.37,3.57,Sudden_Anomaly,50
C6104,L4,TypeB,33.63,1.08,9.59,11.59,14.59,19.59,0.96,1.16,1.46,1.96,Latent_Defect,50
C6105,L4,TypeC,25.76,1.25,8.34,8.34,8.34,8.34,0.83,0.83,0.83,0.83,High_Stable,50
C6106,L4,TypeC,33.8,1.3,14.13,14.13,14.13,14.13,1.41,1.41,1.41,1.41,High_Stable,50
C6107,L4,TypeB,29.91,1.28,13.31,14.31,33.31,35.31,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C6108,L4,TypeB,28.58,1.17,10.75,11.75,12.75,13.75,1.07,1.17,1.27,1.37,Normal,50
C6109,L4,TypeA,28.42,1.17,9.45,11.45,14.45,19.45,0.95,1.15,1.45,1.95,Latent_Defect,50
C6110,L4,TypeB,32.29,1.03,13.62,14.62,15.62,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50
C6111,L4,TypeA,27.99,1.15,9.22,11.22,14.22,19.22,0.92,1.12,1.42,1.92,Latent_Defect,50
C6112,L4,TypeB,29.61,1.01,12.88,14.88,17.88,22.88,1.29,1.49,1.79,2.29,Latent_Defect,50
C6113,L4,TypeC,31.55,1.18,10.92,12.92,15.92,20.92,1.09,1.29,1.59,2.09,Latent_Defect,50
C6114,L4,TypeB,27.01,1.1,12.32,14.32,17.32,22.32,1.23,1.43,1.73,2.23,Latent_Defect,50
C6115,L4,TypeB,26.71,1.27,12.91,13.91,32.91,34.91,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C6116,L4,TypeA,25.43,1.2,8.49,9.49,28.49,30.49,0.85,0.95,2.85,3.05,Sudden_Anomaly,50
C6117,L4,TypeC,26.83,1.21,12.34,13.34,32.34,34.34,1.23,1.33,3.23,3.43,Sudden_Anomaly,50
C6118,L4,TypeC,27.83,1.16,9.45,10.45,11.45,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C6119,L4,TypeA,34.54,1.06,13.32,15.32,18.32,23.32,1.33,1.53,1.83,2.33,Latent_Defect,50
C6120,L4,TypeA,29.22,1.17,14.55,15.55,16.55,60.0,1.45,1.55,1.65,6.0,Absolute_Failure,50
C6121,L4,TypeB,29.85,1.14,10.05,11.05,12.05,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C6122,L4,TypeC,31.18,1.04,9.41,10.41,11.41,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C6123,L4,TypeA,31.35,1.14,13.74,14.74,15.74,60.0,1.37,1.47,1.57,6.0,Absolute_Failure,50
C6124,L4,TypeA,26.93,1.3,8.41,8.41,8.41,8.41,0.84,0.84,0.84,0.84,High_Stable,50
C6125,L4,TypeA,34.01,1.13,9.41,10.41,11.41,12.41,0.94,1.04,1.14,1.24,Normal,50
C6126,L4,TypeA,26.63,1.23,9.68,10.68,11.68,12.68,0.97,1.07,1.17,1.27,Normal,50
C6127,L4,TypeB,29.53,1.18,14.33,14.33,14.33,14.33,1.43,1.43,1.43,1.43,High_Stable,50
C6128,L4,TypeB,31.89,1.03,11.9,12.9,13.9,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C6129,L4,TypeA,34.56,1.07,12.97,13.97,14.97,60.0,1.3,1.4,1.5,6.0,Absolute_Failure,50
C6130,L4,TypeB,30.89,1.13,10.27,11.27,30.27,32.27,1.03,1.13,3.03,3.23,Sudden_Anomaly,50
C6131,L4,TypeA,29.19,1.03,8.42,8.42,8.42,8.42,0.84,0.84,0.84,0.84,High_Stable,50
C6132,L4,TypeA,26.99,1.2,8.18,8.18,8.18,8.18,0.82,0.82,0.82,0.82,High_Stable,50
C6133,L4,TypeB,32.89,1.05,8.72,9.72,10.72,11.72,0.87,0.97,1.07,1.17,Normal,50
C6134,L4,TypeC,25.56,1.2,14.17,16.17,19.17,24.17,1.42,1.62,1.92,2.42,Latent_Defect,50
C6135,L4,TypeC,33.44,1.2,14.69,14.69,14.69,14.69,1.47,1.47,1.47,1.47,High_Stable,50
C6136,L4,TypeB,31.21,1.2,10.08,11.08,30.08,32.08,1.01,1.11,3.01,3.21,Sudden_Anomaly,50
C6137,L4,TypeC,30.66,1.0,10.86,11.86,30.86,32.86,1.09,1.19,3.09,3.29,Sudden_Anomaly,50
C6138,L4,TypeB,29.01,1.08,10.94,10.94,10.94,10.94,1.09,1.09,1.09,1.09,High_Stable,50
C6139,L4,TypeB,29.96,1.21,9.77,9.77,9.77,9.77,0.98,0.98,0.98,0.98,High_Stable,50
C6140,L4,TypeA,25.14,1.28,11.2,12.2,31.2,33.2,1.12,1.22,3.12,3.32,Sudden_Anomaly,50
C6141,L4,TypeA,26.95,1.12,12.74,12.74,12.74,12.74,1.27,1.27,1.27,1.27,High_Stable,50
C6142,L4,TypeA,26.35,1.06,13.78,15.78,18.78,23.78,1.38,1.58,1.88,2.38,Latent_Defect,50
C6143,L4,TypeC,25.07,1.18,10.02,10.02,10.02,10.02,1.0,1.0,1.0,1.0,High_Stable,50
C6144,L4,TypeA,29.66,1.08,13.47,13.47,13.47,13.47,1.35,1.35,1.35,1.35,High_Stable,50
C6145,L4,TypeB,34.63,1.25,14.13,15.13,16.13,17.13,1.41,1.51,1.61,1.71,Normal,50
C6146,L4,TypeB,31.4,1.25,9.85,9.85,9.85,9.85,0.99,0.99,0.99,0.99,High_Stable,50
C6147,L4,TypeB,28.55,1.19,14.07,15.07,34.07,36.07,1.41,1.51,3.41,3.61,Sudden_Anomaly,50
C6148,L4,TypeB,35.0,1.17,12.4,12.4,12.4,12.4,1.24,1.24,1.24,1.24,High_Stable,50
C6149,L4,TypeA,28.64,1.23,10.95,11.95,12.95,60.0,1.09,1.19,1.29,6.0,Absolute_Failure,50
C6150,L4,TypeB,25.29,1.27,10.5,11.5,12.5,13.5,1.05,1.15,1.25,1.35,Normal,50
C6151,L4,TypeB,30.22,1.21,8.55,9.55,10.55,11.55,0.85,0.95,1.05,1.15,Normal,50
C6152,L4,TypeA,34.2,1.21,11.15,12.15,13.15,14.15,1.11,1.21,1.31,1.41,Normal,50
C6153,L4,TypeA,29.15,1.24,10.29,11.29,30.29,32.29,1.03,1.13,3.03,3.23,Sudden_Anomaly,50
C6154,L4,TypeB,33.88,1.06,8.47,10.47,13.47,18.47,0.85,1.05,1.35,1.85,Latent_Defect,50
C6155,L4,TypeB,31.35,1.0,14.95,15.95,34.95,36.95,1.5,1.6,3.5,3.7,Sudden_Anomaly,50
C6156,L4,TypeC,32.11,1.3,8.8,9.8,10.8,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C6157,L4,TypeC,34.25,1.14,11.82,12.82,13.82,14.82,1.18,1.28,1.38,1.48,Normal,50
C6158,L4,TypeC,25.19,1.29,8.5,9.5,28.5,30.5,0.85,0.95,2.85,3.05,Sudden_Anomaly,50
C6159,L4,TypeC,28.75,1.04,9.06,9.06,9.06,9.06,0.91,0.91,0.91,0.91,High_Stable,50
C6160,L4,TypeB,33.17,1.06,8.14,9.14,28.14,30.14,0.81,0.91,2.81,3.01,Sudden_Anomaly,50
C6161,L4,TypeC,30.51,1.18,10.55,10.55,10.55,10.55,1.05,1.05,1.05,1.05,High_Stable,50
C6162,L4,TypeA,28.89,1.2,8.23,9.23,10.23,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C6163,L4,TypeC,33.16,1.18,9.13,10.13,29.13,31.13,0.91,1.01,2.91,3.11,Sudden_Anomaly,50
C6164,L4,TypeC,26.51,1.21,14.63,15.63,34.63,36.63,1.46,1.56,3.46,3.66,Sudden_Anomaly,50
C6165,L4,TypeB,28.11,1.08,13.6,14.6,15.6,16.6,1.36,1.46,1.56,1.66,Normal,50
C6166,L4,TypeC,27.05,1.04,14.2,16.2,19.2,24.2,1.42,1.62,1.92,2.42,Latent_Defect,50
C6167,L4,TypeA,27.36,1.1,9.63,10.63,11.63,60.0,0.96,1.06,1.16,6.0,Absolute_Failure,50
C6168,L4,TypeA,33.23,1.22,14.79,16.79,19.79,24.79,1.48,1.68,1.98,2.48,Latent_Defect,50
C6169,L4,TypeB,26.24,1.29,9.98,10.98,11.98,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50
C6170,L4,TypeA,28.91,1.04,8.4,9.4,10.4,60.0,0.84,0.94,1.04,6.0,Absolute_Failure,50
C6171,L4,TypeB,30.85,1.21,12.23,14.23,17.23,22.23,1.22,1.42,1.72,2.22,Latent_Defect,50
C6172,L4,TypeC,29.08,1.24,8.68,9.68,10.68,11.68,0.87,0.97,1.07,1.17,Normal,50
C6173,L4,TypeB,33.16,1.2,14.16,15.16,16.16,60.0,1.42,1.52,1.62,6.0,Absolute_Failure,50
C6174,L4,TypeA,31.04,1.05,8.28,9.28,28.28,30.28,0.83,0.93,2.83,3.03,Sudden_Anomaly,50
C6175,L4,TypeA,26.56,1.07,13.92,13.92,13.92,13.92,1.39,1.39,1.39,1.39,High_Stable,50
C6176,L4,TypeA,31.25,1.3,14.63,14.63,14.63,14.63,1.46,1.46,1.46,1.46,High_Stable,50
C6177,L4,TypeB,32.63,1.03,13.35,14.35,15.35,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C6178,L4,TypeA,29.04,1.04,14.88,15.88,34.88,36.88,1.49,1.59,3.49,3.69,Sudden_Anomaly,50
C6179,L4,TypeC,30.59,1.01,9.47,9.47,9.47,9.47,0.95,0.95,0.95,0.95,High_Stable,50
C6180,L4,TypeC,29.27,1.19,14.92,16.92,19.92,24.92,1.49,1.69,1.99,2.49,Latent_Defect,50
C6181,L4,TypeC,26.9,1.07,9.21,10.21,11.21,12.21,0.92,1.02,1.12,1.22,Normal,50
C6182,L4,TypeB,32.07,1.28,9.33,10.33,11.33,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50
C6183,L4,TypeC,30.19,1.01,11.83,11.83,11.83,11.83,1.18,1.18,1.18,1.18,High_Stable,50
C6184,L4,TypeC,29.1,1.24,10.02,11.02,12.02,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50
C6185,L4,TypeA,31.98,1.29,13.59,14.59,15.59,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50
C6186,L4,TypeA,30.7,1.23,11.55,12.55,13.55,14.55,1.15,1.25,1.35,1.45,Normal,50
C6187,L4,TypeA,31.82,1.13,11.36,12.36,13.36,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C6188,L4,TypeA,31.53,1.22,10.5,11.5,30.5,32.5,1.05,1.15,3.05,3.25,Sudden_Anomaly,50
C6189,L4,TypeB,28.59,1.22,8.62,9.62,28.62,30.62,0.86,0.96,2.86,3.06,Sudden_Anomaly,50
C6190,L4,TypeA,34.97,1.06,11.64,13.64,16.64,21.64,1.16,1.36,1.66,2.16,Latent_Defect,50
C6191,L4,TypeB,33.31,1.21,9.69,10.69,11.69,12.69,0.97,1.07,1.17,1.27,Normal,50
C6192,L4,TypeB,29.46,1.13,12.87,13.87,14.87,15.87,1.29,1.39,1.49,1.59,Normal,50
C6193,L4,TypeA,29.01,1.21,13.53,14.53,33.53,35.53,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C6194,L4,TypeA,25.35,1.02,13.99,14.99,15.99,16.99,1.4,1.5,1.6,1.7,Normal,50
C6195,L4,TypeB,30.57,1.09,10.86,11.86,30.86,32.86,1.09,1.19,3.09,3.29,Sudden_Anomaly,50
C6196,L4,TypeB,31.54,1.16,12.75,13.75,14.75,60.0,1.27,1.37,1.47,6.0,Absolute_Failure,50
C6197,L4,TypeA,33.34,1.21,12.6,12.6,12.6,12.6,1.26,1.26,1.26,1.26,High_Stable,50
C6198,L4,TypeB,33.9,1.12,13.12,14.12,15.12,60.0,1.31,1.41,1.51,6.0,Absolute_Failure,50
C6199,L4,TypeB,26.62,1.04,13.41,14.41,15.41,16.41,1.34,1.44,1.54,1.64,Normal,50
C6200,L4,TypeA,27.1,1.01,13.37,14.37,15.37,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C6201,L4,TypeB,31.9,1.19,13.58,15.58,18.58,23.58,1.36,1.56,1.86,2.36,Latent_Defect,50
C6202,L4,TypeA,30.83,1.07,11.77,12.77,13.77,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C6203,L4,TypeB,32.42,1.13,11.13,13.13,16.13,21.13,1.11,1.31,1.61,2.11,Latent_Defect,50
C6204,L4,TypeC,34.6,1.29,8.76,10.76,13.76,18.76,0.88,1.08,1.38,1.88,Latent_Defect,50
C6205,L4,TypeB,28.53,1.05,8.68,9.68,28.68,30.68,0.87,0.97,2.87,3.07,Sudden_Anomaly,50
C6206,L4,TypeB,29.22,1.17,12.15,14.15,17.15,22.15,1.21,1.41,1.71,2.21,Latent_Defect,50
C6207,L4,TypeC,27.99,1.23,8.91,9.91,28.91,30.91,0.89,0.99,2.89,3.09,Sudden_Anomaly,50
C6208,L4,TypeC,25.39,1.25,14.51,14.51,14.51,14.51,1.45,1.45,1.45,1.45,High_Stable,50
C6209,L4,TypeB,26.26,1.26,13.06,13.06,13.06,13.06,1.31,1.31,1.31,1.31,High_Stable,50
C6210,L4,TypeA,26.8,1.04,8.07,9.07,10.07,60.0,0.81,0.91,1.01,6.0,Absolute_Failure,50
C6211,L4,TypeB,33.67,1.14,11.1,11.1,11.1,11.1,1.11,1.11,1.11,1.11,High_Stable,50
C6212,L4,TypeB,32.74,1.2,11.59,12.59,13.59,14.59,1.16,1.26,1.36,1.46,Normal,50
C6213,L4,TypeB,26.2,1.01,12.09,13.09,14.09,15.09,1.21,1.31,1.41,1.51,Normal,50
C6214,L4,TypeC,28.97,1.23,10.18,10.18,10.18,10.18,1.02,1.02,1.02,1.02,High_Stable,50
C6215,L4,TypeB,26.71,1.14,10.3,11.3,12.3,13.3,1.03,1.13,1.23,1.33,Normal,50
C6216,L4,TypeC,32.97,1.06,11.3,12.3,31.3,33.3,1.13,1.23,3.13,3.33,Sudden_Anomaly,50
C6217,L4,TypeC,25.49,1.21,12.73,12.73,12.73,12.73,1.27,1.27,1.27,1.27,High_Stable,50
C6218,L4,TypeA,31.81,1.14,9.89,11.89,14.89,19.89,0.99,1.19,1.49,1.99,Latent_Defect,50
C6219,L4,TypeC,28.33,1.23,8.82,10.82,13.82,18.82,0.88,1.08,1.38,1.88,Latent_Defect,50
C6220,L4,TypeA,32.68,1.0,13.46,14.46,33.46,35.46,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C6221,L4,TypeC,33.98,1.0,12.6,12.6,12.6,12.6,1.26,1.26,1.26,1.26,High_Stable,50
C6222,L4,TypeC,34.81,1.1,8.56,9.56,10.56,60.0,0.86,0.96,1.06,6.0,Absolute_Failure,50
C6223,L4,TypeC,29.99,1.03,12.75,13.75,14.75,60.0,1.28,1.38,1.48,6.0,Absolute_Failure,50
