component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C18021,L10,TypeC,28.45,1.15,11.62,11.62,11.62,11.62,1.16,1.16,1.16,1.16,High_Stable,50
C18022,L10,TypeC,34.68,1.01,14.33,15.33,34.33,36.33,1.43,1.53,3.43,3.63,Sudden_Anomaly,50
C18023,L10,TypeC,26.68,1.23,8.64,9.64,10.64,11.64,0.86,0.96,1.06,1.16,Normal,50
C18024,L10,TypeB,30.76,1.13,14.27,15.27,16.27,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C18025,L10,TypeB,26.98,1.3,10.51,11.51,12.51,13.51,1.05,1.15,1.25,1.35,Normal,50
C18026,L10,TypeA,33.77,1.02,8.97,9.97,28.97,30.97,0.9,1.0,2.9,3.1,Sudden_Anomaly,50
C18027,L10,TypeB,30.58,1.02,14.25,14.25,14.25,14.25,1.43,1.43,1.43,1.43,High_Stable,50
C18028,L10,TypeC,26.2,1.19,14.76,15.76,16.76,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C18029,L10,TypeB,28.9,1.02,13.87,13.87,13.87,13.87,1.39,1.39,1.39,1.39,High_Stable,50
C18030,L10,TypeB,27.9,1.18,13.07,14.07,15.07,16.07,1.31,1.41,1.51,1.61,Normal,50
C18031,L10,TypeC,28.84,1.08,14.45,16.45,19.45,24.45,1.45,1.65,1.95,2.45,Latent_Defect,50
C18032,L10,TypeB,27.24,1.17,13.38,14.38,33.38,35.38,1.34,1.44,3.34,3.54,Sudden_Anomaly,50
C18033,L10,TypeC,26.35,1.03,8.57,9.57,10.57,11.57,0.86,0.96,1.06,1.16,Normal,50
C18034,L10,TypeA,32.89,1.23,9.68,11.68,14.68,19.68,0.97,1.17,1.47,1.97,Latent_Defect,50
C18035,L10,TypeB,26.22,1.21,10.92,11.92,12.92,60.0,1.09,1.19,1.29,6.0,Absolute_Failure,50
C18036,L10,TypeA,29.8,1.1,9.66,9.66,9.66,9.66,0.97,0.97,0.97,0.97,High_Stable,50
C18037,L10,TypeB,25.65,1.07,14.98,15.98,34.98,36.98,1.5,1.6,3.5,3.7,Sudden_Anomaly,50
C18038,L10,TypeA,25.89,1.16,12.41,13.41,14.41,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C18039,L10,TypeC,27.39,1.14,9.78,10.78,29.78,31.78,0.98,1.08,2.98,3.18,Sudden_Anomaly,50
C18040,L10,TypeB,26.21,1.02,10.6,11.6,30.6,32.6,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C18041,L10,TypeC,32.32,1.01,11.89,12.89,31.89,33.89,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C18042,L10,TypeC,30.55,1.09,11.96,12.96,31.96,33.96,1.2,1.3,3.2,3.4,Sudden_Anomaly,50
C18043,L10,TypeA,30.69,1.2,11.83,11.83,11.83,11.83,1.18,1.18,1.18,1.18,High_Stable,50
C18044,L10,TypeB,27.02,1.15,14.88,15.88,16.88,60.0,1.49,1.59,1.69,6.0,Absolute_Failure,50
C18045,L10,TypeC,27.77,1.01,10.31,11.31,12.31,13.31,1.03,1.13,1.23,1.33,Normal,50
C18046,L10,TypeA,34.49,1.13,11.63,12.63,13.63,14.63,1.16,1.26,1.36,1.46,Normal,50
C18047,L10,TypeB,25.56,1.03,11.12,12.12,13.12,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C18048,L10,TypeB,33.5,1.16,11.43,12.43,13.43,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C18049,L10,TypeA,27.13,1.06,11.27,12.27,13.27,14.27,1.13,1.23,1.33,1.43,Normal,50
C18050,L10,TypeB,33.85,1.16,11.14,12.14,13.14,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C18051,L10,TypeA,25.27,1.28,8.33,9.33,10.33,60.0,0.83,0.93,1.03,6.0,Absolute_Failure,50
C18052,L10,TypeB,31.62,1.23,9.93,10.93,11.93,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50
C18053,L10,TypeC,32.51,1.13,9.85,10.85,11.85,60.0,0.98,1.08,1.18,6.0,Absolute_Failure,50
C18054,L10,TypeB,26.48,1.07,12.31,14.31,17.31,22.31,1.23,1.43,1.73,2.23,Latent_Defect,50
C18055,L10,TypeB,25.37,1.08,11.9,13.9,16.9,21.9,1.19,1.39,1.69,2.19,Latent_Defect,50
C18056,L10,TypeA,25.99,1.28,13.53,13.53,13.53,13.53,1.35,1.35,1.35,1.35,High_Stable,50
C18057,L10,TypeB,32.71,1.02,13.52,14.52,33.52,35.52,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C18058,L10,TypeC,28.03,1.2,11.06,11.06,11.06,11.06,1.11,1.11,1.11,1.11,High_Stable,50
C18059,L10,TypeC,29.52,1.05,14.94,16.94,19.94,24.94,1.49,1.69,1.99,2.49,Latent_Defect,50
C18060,L10,TypeC,27.54,1.25,9.5,10.5,11.5,12.5,0.95,1.05,1.15,1.25,Normal,50
C18061,L10,TypeB,31.35,1.22,9.52,10.52,29.52,31.52,0.95,1.05,2.95,3.15,Sudden_Anomaly,50
C18062,L10,TypeB,28.51,1.26,14.61,16.61,19.61,24.61,1.46,1.66,1.96,2.46,Latent_Defect,50
C18063,L10,TypeC,34.65,1.01,13.76,14.76,15.76,16.76,1.38,1.48,1.58,1.68,Normal,50
C18064,L10,TypeC,29.67,1.09,11.86,11.86,11.86,11.86,1.19,1.19,1.19,1.19,High_Stable,50
C18065,L10,TypeC,30.31,1.3,13.72,14.72,15.72,16.72,1.37,1.47,1.57,1.67,Normal,50
C18066,L10,TypeC,28.62,1.25,14.33,15.33,16.33,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C18067,L10,TypeC,25.75,1.1,13.8,14.8,15.8,60.0,1.38,1.48,1.58,6.0,Absolute_Failure,50
C18068,L10,TypeC,31.32,1.14,12.86,13.86,32.86,34.86,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C18069,L10,TypeC,28.97,1.13,12.37,13.37,14.37,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C18070,L10,TypeB,30.57,1.12,10.56,12.56,15.56,20.56,1.06,1.26,1.56,2.06,Latent_Defect,50
C18071,L10,TypeA,34.35,1.21,9.31,9.31,9.31,9.31,0.93,0.93,0.93,0.93,High_Stable,50
C18072,L10,TypeA,31.5,1.23,9.85,9.85,9.85,9.85,0.98,0.98,0.98,0.98,High_Stable,50
C18073,L10,TypeA,34.21,1.13,13.48,13.48,13.48,13.48,1.35,1.35,1.35,1.35,High_Stable,50
C18074,L10,TypeC,26.67,1.22,14.62,14.62,14.62,14.62,1.46,1.46,1.46,1.46,High_Stable,50
C18075,L10,TypeC,33.68,1.21,13.87,14.87,15.87,60.0,1.39,1.49,1.59,6.0,Absolute_Failure,50
C18076,L10,TypeA,27.7,1.26,8.24,8.24,8.24,8.24,0.82,0.82,0.82,0.82,High_Stable,50
C18077,L10,TypeC,30.4,1.24,11.63,12.63,31.63,33.63,1.16,1.26,3.16,3.36,Sudden_Anomaly,50
C18078,L10,TypeC,27.81,1.19,10.8,11.8,30.8,32.8,1.08,1.18,3.08,3.28,Sudden_Anomaly,50
C18079,L10,TypeC,27.31,1.16,14.19,15.19,16.19,17.19,1.42,1.52,1.62,1.72,Normal,50
C18080,L10,TypeA,30.41,1.26,11.97,12.97,13.97,14.97,1.2,1.3,1.4,1.5,Normal,50
C18081,L10,TypeB,30.42,1.07,10.5,11.5,12.5,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C18082,L10,TypeB,30.22,1.25,11.3,12.3,13.3,14.3,1.13,1.23,1.33,1.43,Normal,50
C18083,L10,TypeC,26.93,1.07,11.16,12.16,31.16,33.16,1.12,1.22,3.12,3.32,Sudden_Anomaly,50
C18084,L10,TypeB,34.9,1.25,12.48,13.48,32.48,34.48,1.25,1.35,3.25,3.45,Sudden_Anomaly,50
C18085,L10,TypeA,33.9,1.22,14.78,15.78,16.78,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C18086,L10,TypeB,28.93,1.03,14.99,15.99,16.99,60.0,1.5,1.6,1.7,6.0,Absolute_Failure,50
C18087,L10,TypeA,29.72,1.3,14.64,14.64,14.64,14.64,1.46,1.46,1.46,1.46,High_Stable,50
C18088,L10,TypeB,33.23,1.1,12.7,12.7,12.7,12.7,1.27,1.27,1.27,1.27,High_Stable,50
C18089,L10,TypeC,27.91,1.0,8.35,8.35,8.35,8.35,0.83,0.83,0.83,0.83,High_Stable,50
C18090,L10,TypeA,25.62,1.28,8.32,9.32,10.32,11.32,0.83,0.93,1.03,1.13,Normal,50
C18091,L10,TypeA,28.58,1.11,14.69,15.69,16.69,17.69,1.47,1.57,1.67,1.77,Normal,50
C18092,L10,TypeB,29.55,1.04,12.83,12.83,12.83,12.83,1.28,1.28,1.28,1.28,High_Stable,50
C18093,L10,TypeA,34.98,1.05,12.01,13.01,14.01,60.0,1.2,1.3,1.4,6.0,Absolute_Failure,50
C18094,L10,TypeC,27.24,1.21,10.14,11.14,12.14,13.14,1.01,1.11,1.21,1.31,Normal,50
C18095,L10,TypeC,28.46,1.27,8.14,10.14,13.14,18.14,0.81,1.01,1.31,1.81,Latent_Defect,50
C18096,L10,TypeC,30.98,1.29,14.17,14.17,14.17,14.17,1.42,1.42,1.42,1.42,High_Stable,50
C18097,L10,TypeA,27.31,1.03,14.93,15.93,34.93,36.93,1.49,1.59,3.49,3.69,Sudden_Anomaly,50
C18098,L10,TypeA,27.75,1.12,12.02,13.02,14.02,60.0,1.2,1.3,1.4,6.0,Absolute_Failure,50
C18099,L10,TypeA,34.78,1.02,11.99,12.99,13.99,14.99,1.2,1.3,1.4,1.5,Normal,50
C18100,L10,TypeA,33.18,1.17,8.41,9.41,10.41,11.41,0.84,0.94,1.04,1.14,Normal,50
C18101,L10,TypeA,28.25,1.27,12.18,12.18,12.18,12.18,1.22,1.22,1.22,1.22,High_Stable,50
C18102,L10,TypeA,27.12,1.15,13.24,15.24,18.24,23.24,1.32,1.52,1.82,2.32,Latent_Defect,50
C18103,L10,TypeA,29.43,1.03,12.25,13.25,14.25,60.0,1.23,1.33,1.43,6.0,Absolute_Failure,50
C18104,L10,TypeA,29.29,1.28,10.34,10.34,10.34,10.34,1.03,1.03,1.03,1.03,High_Stable,50
C18105,L10,TypeB,34.61,1.18,9.56,10.56,11.56,12.56,0.96,1.06,1.16,1.26,Normal,50
C18106,L10,TypeB,25.22,1.09,12.13,13.13,14.13,15.13,1.21,1.31,1.41,1.51,Normal,50
C18107,L10,TypeA,27.96,1.09,12.18,13.18,32.18,34.18,1.22,1.32,3.22,3.42,Sudden_Anomaly,50
C18108,L10,TypeC,28.6,1.27,14.73,15.73,16.73,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50
C18109,L10,TypeC,30.9,1.14,12.58,12.58,12.58,12.58,1.26,1.26,1.26,1.26,High_Stable,50
C18110,L10,TypeC,27.29,1.27,9.55,10.55,29.55,31.55,0.96,1.06,2.96,3.16,Sudden_Anomaly,50
C18111,L10,TypeC,33.29,1.19,10.35,11.35,12.35,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C18112,L10,TypeC,32.78,1.2,11.5,12.5,13.5,14.5,1.15,1.25,1.35,1.45,Normal,50
C18113,L10,TypeA,30.02,1.05,12.49,13.49,32.49,34.49,1.25,1.35,3.25,3.45,Sudden_Anomaly,50
C18114,L10,TypeB,31.31,1.1,14.31,16.31,19.31,24.31,1.43,1.63,1.93,2.43,Latent_Defect,50
C18115,L10,TypeC,25.55,1.29,9.6,10.6,11.6,60.0,0.96,1.06,1.16,6.0,Absolute_Failure,50
C18116,L10,TypeA,34.8,1.23,14.55,15.55,16.55,17.55,1.45,1.55,1.65,1.75,Normal,50
C18117,L10,TypeB,29.97,1.17,11.86,12.86,13.86,14.86,1.19,1.29,1.39,1.49,Normal,50
C18118,L10,TypeB,29.74,1.2,9.91,11.91,14.91,19.91,0.99,1.19,1.49,1.99,Latent_Defect,50
C18119,L10,TypeA,33.41,1.03,10.44,10.44,10.44,10.44,1.04,1.04,1.04,1.04,High_Stable,50
C18120,L10,TypeC,28.26,1.2,14.62,14.62,14.62,14.62,1.46,1.46,1.46,1.46,High_Stable,50
C18121,L10,TypeC,28.33,1.22,11.37,12.37,31.37,33.37,1.14,1.24,3.14,3.34,Sudden_Anomaly,50
C18122,L10,TypeB,26.42,1.27,9.86,10.86,11.86,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50
C18123,L10,TypeC,28.3,1.27,13.86,14.86,15.86,60.0,1.39,1.49,1.59,6.0,Absolute_Failure,50
C18124,L10,TypeA,26.69,1.25,12.13,13.13,14.13,60.0,1.21,1.31,1.41,6.0,Absolute_Failure,50
C18125,L10,TypeB,30.28,1.19,8.4,8.4,8.4,8.4,0.84,0.84,0.84,0.84,High_Stable,50
C18126,L10,TypeC,30.27,1.03,8.82,9.82,28.82,30.82,0.88,0.98,2.88,3.08,Sudden_Anomaly,50
C18127,L10,TypeA,33.23,1.25,9.12,9.12,9.12,9.12,0.91,0.91,0.91,0.91,High_Stable,50
C18128,L10,TypeA,28.89,1.03,12.89,13.89,14.89,15.89,1.29,1.39,1.49,1.59,Normal,50
C18129,L10,TypeA,32.71,1.23,12.92,12.92,12.92,12.92,1.29,1.29,1.29,1.29,High_Stable,50
C18130,L10,TypeC,32.11,1.03,14.22,14.22,14.22,14.22,1.42,1.42,1.42,1.42,High_Stable,50
C18131,L10,TypeC,33.56,1.05,12.64,13.64,14.64,15.64,1.26,1.36,1.46,1.56,Normal,50
C18132,L10,TypeA,25.98,1.26,10.7,10.7,10.7,10.7,1.07,1.07,1.07,1.07,High_Stable,50
C18133,L10,TypeC,33.51,1.03,14.63,14.63,14.63,14.63,1.46,1.46,1.46,1.46,High_Stable,50
C18134,L10,TypeB,32.87,1.28,11.94,12.94,13.94,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C18135,L10,TypeC,30.87,1.11,10.67,12.67,15.67,20.67,1.07,1.27,1.57,2.07,Latent_Defect,50
C18136,L10,TypeA,32.09,1.27,11.01,13.01,16.01,21.01,1.1,1.3,1.6,2.1,Latent_Defect,50
C18137,L10,TypeB,33.99,1.26,14.31,15.31,16.31,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C18138,L10,TypeC,26.86,1.16,12.25,14.25,17.25,22.25,1.23,1.43,1.73,2.23,Latent_Defect,50
C18139,L10,TypeC,25.95,1.04,12.07,13.07,14.07,15.07,1.21,1.31,1.41,1.51,Normal,50
C18140,L10,TypeA,25.53,1.08,11.9,12.9,31.9,33.9,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C18141,L10,TypeB,32.27,1.21,13.03,15.03,18.03,23.03,1.3,1.5,1.8,2.3,Latent_Defect,50
C18142,L10,TypeB,29.11,1.15,10.08,12.08,15.08,20.08,1.01,1.21,1.51,2.01,Latent_Defect,50
C18143,L10,TypeB,27.02,1.27,11.07,12.07,31.07,33.07,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C18144,L10,TypeB,27.01,1.1,9.18,10.18,11.18,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C18145,L10,TypeC,26.31,1.24,9.16,9.16,9.16,9.16,0.92,0.92,0.92,0.92,High_Stable,50
C18146,L10,TypeA,30.08,1.07,12.4,14.4,17.4,22.4,1.24,1.44,1.74,2.24,Latent_Defect,50
C18147,L10,TypeC,31.35,1.13,10.86,11.86,12.86,60.0,1.09,1.19,1.29,6.0,Absolute_Failure,50
C18148,L10,TypeA,32.45,1.25,12.6,14.6,17.6,22.6,1.26,1.46,1.76,2.26,Latent_Defect,50
C18149,L10,TypeB,31.75,1.26,13.36,13.36,13.36,13.36,1.34,1.34,1.34,1.34,High_Stable,50
C18150,L10,TypeC,27.74,1.26,9.92,10.92,29.92,31.92,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C18151,L10,TypeC,32.99,1.03,14.4,15.4,16.4,17.4,1.44,1.54,1.64,1.74,Normal,50
C18152,L10,TypeB,32.23,1.14,8.94,9.94,10.94,11.94,0.89,0.99,1.09,1.19,Normal,50
C18153,L10,TypeC,33.32,1.01,8.99,8.99,8.99,8.99,0.9,0.9,0.9,0.9,High_Stable,50
C18154,L10,TypeB,25.22,1.22,12.08,13.08,14.08,15.08,1.21,1.31,1.41,1.51,Normal,50
C18155,L10,TypeC,25.81,1.07,14.59,15.59,16.59,17.59,1.46,1.56,1.66,1.76,Normal,50
C18156,L10,TypeA,32.42,1.03,13.48,14.48,15.48,16.48,1.35,1.45,1.55,1.65,Normal,50
C18157,L10,TypeA,34.82,1.28,11.69,11.69,11.69,11.69,1.17,1.17,1.17,1.17,High_Stable,50
C18158,L10,TypeC,33.68,1.02,10.37,11.37,12.37,13.37,1.04,1.14,1.24,1.34,Normal,50
C18159,L10,TypeC,34.01,1.06,10.32,11.32,12.32,13.32,1.03,1.13,1.23,1.33,Normal,50
C18160,L10,TypeA,32.07,1.09,9.43,10.43,29.43,31.43,0.94,1.04,2.94,3.14,Sudden_Anomaly,50
C18161,L10,TypeA,32.44,1.22,8.81,9.81,10.81,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C18162,L10,TypeA,31.95,1.25,10.46,11.46,12.46,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C18163,L10,TypeB,33.47,1.08,10.04,11.04,12.04,13.04,1.0,1.1,1.2,1.3,Normal,50
C18164,L10,TypeB,31.32,1.26,9.32,11.32,14.32,19.32,0.93,1.13,1.43,1.93,Latent_Defect,50
C18165,L10,TypeA,29.44,1.07,14.12,15.12,34.12,36.12,1.41,1.51,3.41,3.61,Sudden_Anomaly,50
C18166,L10,TypeC,26.67,1.1,13.75,13.75,13.75,13.75,1.37,1.37,1.37,1.37,High_Stable,50
C18167,L10,TypeA,29.47,1.2,14.07,14.07,14.07,14.07,1.41,1.41,1.41,1.41,High_Stable,50
C18168,L10,TypeA,28.24,1.03,12.82,13.82,32.82,34.82,1.28,1.38,3.28,3.48,Sudden_Anomaly,50
C18169,L10,TypeB,27.48,1.29,9.45,10.45,11.45,12.45,0.95,1.05,1.15,1.25,Normal,50
C18170,L10,TypeB,25.97,1.01,14.83,14.83,14.83,14.83,1.48,1.48,1.48,1.48,High_Stable,50
C18171,L10,TypeB,31.72,1.23,14.38,15.38,16.38,17.38,1.44,1.54,1.64,1.74,Normal,50
C18172,L10,TypeA,32.35,1.14,9.65,10.65,29.65,31.65,0.97,1.07,2.97,3.17,Sudden_Anomaly,50
C18173,L10,TypeC,29.47,1.03,8.55,10.55,13.55,18.55,0.86,1.06,1.36,1.86,Latent_Defect,50
C18174,L10,TypeC,25.48,1.14,9.38,9.38,9.38,9.38,0.94,0.94,0.94,0.94,High_Stable,50
C18175,L10,TypeA,30.65,1.29,12.13,14.13,17.13,22.13,1.21,1.41,1.71,2.21,Latent_Defect,50
C18176,L10,TypeA,29.14,1.26,12.15,12.15,12.15,12.15,1.21,1.21,1.21,1.21,High_Stable,50
C18177,L10,TypeA,29.67,1.27,8.38,9.38,10.38,11.38,0.84,0.94,1.04,1.14,Normal,50
C18178,L10,TypeC,26.27,1.1,10.37,11.37,12.37,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C18179,L10,TypeC,25.52,1.27,8.66,10.66,13.66,18.66,0.87,1.07,1.37,1.87,Latent_Defect,50
C18180,L10,TypeA,34.11,1.07,12.55,14.55,17.55,22.55,1.26,1.46,1.76,2.26,Latent_Defect,50
C18181,L10,TypeB,27.31,1.2,9.3,10.3,11.3,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50
C18182,L10,TypeB,29.72,1.24,8.84,8.84,8.84,8.84,0.88,0.88,0.88,0.88,High_Stable,50
C18183,L10,TypeC,32.89,1.18,10.13,11.13,30.13,32.13,1.01,1.11,3.01,3.21,Sudden_Anomaly,50
C18184,L10,TypeC,27.05,1.23,9.45,10.45,11.45,12.45,0.95,1.05,1.15,1.25,Normal,50
C18185,L10,TypeC,34.27,1.22,9.41,10.41,11.41,12.41,0.94,1.04,1.14,1.24,Normal,50
C18186,L10,TypeB,29.13,1.28,11.59,12.59,13.59,60.0,1.16,1.26,1.36,6.0,Absolute_Failure,50
C18187,L10,TypeC,33.74,1.09,11.09,12.09,13.09,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C18188,L10,TypeA,27.68,1.16,11.66,12.66,13.66,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C18189,L10,TypeC,33.58,1.17,10.45,11.45,30.45,32.45,1.05,1.15,3.05,3.25,Sudden_Anomaly,50
C18190,L10,TypeB,34.59,1.07,11.4,11.4,11.4,11.4,1.14,1.14,1.14,1.14,High_Stable,50
C18191,L10,TypeB,33.17,1.01,9.23,10.23,29.23,31.23,0.92,1.02,2.92,3.12,Sudden_Anomaly,50
C18192,L10,TypeB,26.86,1.27,9.42,9.42,9.42,9.42,0.94,0.94,0.94,0.94,High_Stable,50
C18193,L10,TypeC,34.13,1.03,11.64,13.64,16.64,21.64,1.16,1.36,1.66,2.16,Latent_Defect,50
C18194,L10,TypeB,25.86,1.04,10.85,10.85,10.85,10.85,1.09,1.09,1.09,1.09,High_Stable,50
C18195,L10,TypeA,25.04,1.06,13.59,15.59,18.59,23.59,1.36,1.56,1.86,2.36,Latent_Defect,50
C18196,L10,TypeA,32.37,1.27,10.56,11.56,12.56,13.56,1.06,1.16,1.26,1.36,Normal,50
C18197,L10,TypeC,25.38,1.2,12.01,12.01,12.01,12.01,1.2,1.2,1.2,1.2,High_Stable,50
C18198,L10,TypeC,26.0,1.18,9.32,10.32,11.32,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50
C18199,L10,TypeA,30.32,1.03,8.91,8.91,8.91,8.91,0.89,0.89,0.89,0.89,High_Stable,50
C18200,L10,TypeB,27.5,1.2,9.11,10.11,11.11,60.0,0.91,1.01,1.11,6.0,Absolute_Failure,50
C18201,L10,TypeA,26.12,1.29,9.89,10.89,29.89,31.89,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C18202,L10,TypeC,31.51,1.24,12.5,13.5,14.5,15.5,1.25,1.35,1.45,1.55,Normal,50
C18203,L10,TypeC,32.62,1.11,14.99,16.99,19.99,24.99,1.5,1.7,2.0,2.5,Latent_Defect,50
C18204,L10,TypeB,26.15,1.07,9.15,10.15,11.15,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C18205,L10,TypeA,32.89,1.16,14.22,14.22,14.22,14.22,1.42,1.42,1.42,1.42,High_Stable,50
C18206,L10,TypeB,32.56,1.26,13.19,14.19,15.19,60.0,1.32,1.42,1.52,6.0,Absolute_Failure,50
C18207,L10,TypeA,34.99,1.14,8.04,10.04,13.04,18.04,0.8,1.0,1.3,1.8,Latent_Defect,50
C18208,L10,TypeB,33.6,1.3,11.57,11.57,11.57,11.57,1.16,1.16,1.16,1.16,High_Stable,50
C18209,L10,TypeC,30.74,1.17,10.76,12.76,15.76,20.76,1.08,1.28,1.58,2.08,Latent_Defect,50
C18210,L10,TypeC,30.95,1.22,11.44,13.44,16.44,21.44,1.14,1.34,1.64,2.14,Latent_Defect,50
C18211,L10,TypeA,33.65,1.18,13.14,14.14,33.14,35.14,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C18212,L10,TypeA,34.99,1.15,10.61,11.61,30.61,32.61,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C18213,L10,TypeC,27.39,1.19,14.35,16.35,19.35,24.35,1.44,1.64,1.94,2.44,Latent_Defect,50
C18214,L10,TypeA,34.62,1.09,9.48,10.48,11.48,12.48,0.95,1.05,1.15,1.25,Normal,50
C18215,L10,TypeC,27.73,1.05,8.33,9.33,10.33,60.0,0.83,0.93,1.03,6.0,Absolute_Failure,50
C18216,L10,TypeA,27.71,1.03,13.08,14.08,15.08,60.0,1.31,1.41,1.51,6.0,Absolute_Failure,50
C18217,L10,TypeC,34.12,1.3,14.5,14.5,14.5,14.5,1.45,1.45,1.45,1.45,High_Stable,50
C18218,L10,TypeC,27.34,1.1,9.22,11.22,14.22,19.22,0.92,1.12,1.42,1.92,Latent_Defect,50
C18219,L10,TypeB,28.08,1.28,9.15,11.15,14.15,19.15,0.91,1.11,1.41,1.91,Latent_Defect,50
C18220,L10,TypeC,27.66,1.26,8.29,9.29,10.29,11.29,0.83,0.93,1.03,1.13,Normal,50
C18221,L10,TypeC,25.09,1.09,12.52,12.52,12.52,12.52,1.25,1.25,1.25,1.25,High_Stable,50
C18222,L10,TypeA,33.48,1.25,8.1,10.1,13.1,18.1,0.81,1.01,1.31,1.81,Latent_Defect,50
C18223,L10,TypeB,27.44,1.01,13.48,14.48,15.48,16.48,1.35,1.45,1.55,1.65,Normal,50
C18224,L10,TypeB,34.73,1.29,13.92,13.92,13.92,13.92,1.39,1.39,1.39,1.39,High_Stable,50
