component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C8034,L5,TypeB,29.08,1.2,12.01,13.01,32.01,34.01,1.2,1.3,3.2,3.4,Sudden_Anomaly,50
C8035,L5,TypeA,26.98,1.18,8.77,9.77,28.77,30.77,0.88,0.98,2.88,3.08,Sudden_Anomaly,50
C8036,L5,TypeB,26.65,1.23,8.31,9.31,28.31,30.31,0.83,0.93,2.83,3.03,Sudden_Anomaly,50
C8037,L5,TypeA,31.01,1.17,10.01,11.01,12.01,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50
C8038,L5,TypeB,28.69,1.19,14.06,14.06,14.06,14.06,1.41,1.41,1.41,1.41,High_Stable,50
C8039,L5,TypeA,33.1,1.21,9.45,11.45,14.45,19.45,0.94,1.14,1.44,1.94,Latent_Defect,50
C8040,L5,TypeB,33.17,1.03,8.99,8.99,8.99,8.99,0.9,0.9,0.9,0.9,High_Stable,50
C8041,L5,TypeB,26.95,1.1,14.96,16.96,19.96,24.96,1.5,1.7,2.0,2.5,Latent_Defect,50
C8042,L5,TypeC,25.67,1.25,14.02,15.02,16.02,60.0,1.4,1.5,1.6,6.0,Absolute_Failure,50
C8043,L5,TypeC,26.21,1.07,9.88,11.88,14.88,19.88,0.99,1.19,1.49,1.99,Latent_Defect,50
C8044,L5,TypeB,32.01,1.11,12.38,13.38,14.38,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C8045,L5,TypeC,30.14,1.12,10.54,12.54,15.54,20.54,1.05,1.25,1.55,2.05,Latent_Defect,50
C8046,L5,TypeB,26.33,1.01,10.64,11.64,30.64,32.64,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C8047,L5,TypeB,25.97,1.18,9.1,11.1,14.1,19.1,0.91,1.11,1.41,1.91,Latent_Defect,50
C8048,L5,TypeA,26.84,1.22,11.75,12.75,31.75,33.75,1.17,1.27,3.17,3.37,Sudden_Anomaly,50
C8049,L5,TypeB,26.35,1.17,11.21,13.21,16.21,21.21,1.12,1.32,1.62,2.12,Latent_Defect,50
C8050,L5,TypeA,33.56,1.03,10.1,11.1,12.1,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C8051,L5,TypeA,30.76,1.21,12.36,13.36,14.36,15.36,1.24,1.34,1.44,1.54,Normal,50
C8052,L5,TypeA,34.54,1.3,12.8,13.8,14.8,15.8,1.28,1.38,1.48,1.58,Normal,50
C8053,L5,TypeC,27.25,1.01,13.35,14.35,15.35,16.35,1.33,1.43,1.53,1.63,Normal,50
C8054,L5,TypeB,25.04,1.17,8.43,9.43,28.43,30.43,0.84,0.94,2.84,3.04,Sudden_Anomaly,50
C8055,L5,TypeA,25.31,1.21,11.35,12.35,13.35,60.0,1.13,1.23,1.33,6.0,Absolute_Failure,50
C8056,L5,TypeB,26.61,1.21,11.79,12.79,31.79,33.79,1.18,1.28,3.18,3.38,Sudden_Anomaly,50
C8057,L5,TypeC,29.57,1.15,13.37,14.37,15.37,16.37,1.34,1.44,1.54,1.64,Normal,50
C8058,L5,TypeA,27.91,1.05,8.82,9.82,28.82,30.82,0.88,0.98,2.88,3.08,Sudden_Anomaly,50
C8059,L5,TypeC,27.51,1.14,8.9,9.9,10.9,60.0,0.89,0.99,1.09,6.0,Absolute_Failure,50
C8060,L5,TypeC,30.73,1.18,9.1,10.1,11.1,60.0,0.91,1.01,1.11,6.0,Absolute_Failure,50
C8061,L5,TypeA,33.38,1.27,13.71,15.71,18.71,23.71,1.37,1.57,1.87,2.37,Latent_Defect,50
C8062,L5,TypeA,29.93,1.06,13.72,14.72,15.72,60.0,1.37,1.47,1.57,6.0,Absolute_Failure,50
C8063,L5,TypeB,26.01,1.24,14.09,14.09,14.09,14.09,1.41,1.41,1.41,1.41,High_Stable,50
C8064,L5,TypeB,33.67,1.16,11.79,11.79,11.79,11.79,1.18,1.18,1.18,1.18,High_Stable,50
C8065,L5,TypeA,32.29,1.26,9.33,9.33,9.33,9.33,0.93,0.93,0.93,0.93,High_Stable,50
C8066,L5,TypeC,30.26,1.25,8.51,8.51,8.51,8.51,0.85,0.85,0.85,0.85,High_Stable,50
C8067,L5,TypeA,33.67,1.11,11.8,12.8,13.8,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C8068,L5,TypeA,32.5,1.1,11.69,12.69,13.69,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C8069,L5,TypeA,32.74,1.27,13.53,14.53,15.53,60.0,1.35,1.45,1.55,6.0,Absolute_Failure,50
C8070,L5,TypeA,27.84,1.02,8.04,10.04,13.04,18.04,0.8,1.0,1.3,1.8,Latent_Defect,50
C8071,L5,TypeC,33.77,1.11,8.03,9.03,10.03,11.03,0.8,0.9,1.0,1.1,Normal,50
C8072,L5,TypeA,29.11,1.16,11.3,11.3,11.3,11.3,1.13,1.13,1.13,1.13,High_Stable,50
C8073,L5,TypeA,26.05,1.22,12.69,12.69,12.69,12.69,1.27,1.27,1.27,1.27,High_Stable,50
C8074,L5,TypeC,25.65,1.15,11.61,13.61,16.61,21.61,1.16,1.36,1.66,2.16,Latent_Defect,50
C8075,L5,TypeB,28.82,1.17,10.36,11.36,30.36,32.36,1.04,1.14,3.04,3.24,Sudden_Anomaly,50
C8076,L5,TypeC,26.38,1.12,12.29,13.29,14.29,60.0,1.23,1.33,1.43,6.0,Absolute_Failure,50
C8077,L5,TypeB,30.04,1.15,8.62,9.62,28.62,30.62,0.86,0.96,2.86,3.06,Sudden_Anomaly,50
C8078,L5,TypeA,33.36,1.06,12.75,13.75,14.75,60.0,1.27,1.37,1.47,6.0,Absolute_Failure,50
C8079,L5,TypeC,33.57,1.08,14.37,16.37,19.37,24.37,1.44,1.64,1.94,2.44,Latent_Defect,50
C8080,L5,TypeC,26.08,1.21,11.07,12.07,31.07,33.07,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C8081,L5,TypeB,33.72,1.18,9.32,10.32,29.32,31.32,0.93,1.03,2.93,3.13,Sudden_Anomaly,50
C8082,L5,TypeA,28.99,1.18,12.89,13.89,14.89,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50
C8083,L5,TypeC,26.75,1.16,11.78,12.78,13.78,14.78,1.18,1.28,1.38,1.48,Normal,50
C8084,L5,TypeA,31.01,1.04,14.53,15.53,34.53,36.53,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C8085,L5,TypeB,30.39,1.02,13.11,13.11,13.11,13.11,1.31,1.31,1.31,1.31,High_Stable,50
C8086,L5,TypeC,28.22,1.12,9.27,10.27,11.27,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50
C8087,L5,TypeA,29.26,1.23,14.49,15.49,16.49,17.49,1.45,1.55,1.65,1.75,Normal,50
C8088,L5,TypeB,33.34,1.19,9.64,10.64,11.64,12.64,0.96,1.06,1.16,1.26,Normal,50
C8089,L5,TypeA,26.57,1.09,9.55,10.55,29.55,31.55,0.95,1.05,2.95,3.15,Sudden_Anomaly,50
C8090,L5,TypeB,29.67,1.14,8.31,9.31,10.31,60.0,0.83,0.93,1.03,6.0,Absolute_Failure,50
C8091,L5,TypeC,25.43,1.11,11.32,11.32,11.32,11.32,1.13,1.13,1.13,1.13,High_Stable,50
C8092,L5,TypeB,26.53,1.3,9.48,10.48,11.48,60.0,0.95,1.05,1.15,6.0,Absolute_Failure,50
C8093,L5,TypeA,27.58,1.18,9.2,10.2,29.2,31.2,0.92,1.02,2.92,3.12,Sudden_Anomaly,50
C8094,L5,TypeC,32.82,1.21,12.59,13.59,14.59,15.59,1.26,1.36,1.46,1.56,Normal,50
C8095,L5,TypeB,29.64,1.07,11.74,12.74,13.74,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C8096,L5,TypeC,28.57,1.2,12.0,12.0,12.0,12.0,1.2,1.2,1.2,1.2,High_Stable,50
C8097,L5,TypeA,31.07,1.08,11.9,12.9,13.9,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C8098,L5,TypeC,28.33,1.14,8.15,9.15,10.15,11.15,0.82,0.92,1.02,1.12,Normal,50
C8099,L5,TypeA,33.91,1.28,8.66,9.66,10.66,11.66,0.87,0.97,1.07,1.17,Normal,50
C8100,L5,TypeA,33.94,1.02,10.17,12.17,15.17,20.17,1.02,1.22,1.52,2.02,Latent_Defect,50
C8101,L5,TypeA,26.59,1.01,13.41,14.41,15.41,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C8102,L5,TypeB,33.73,1.11,8.15,9.15,10.15,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C8103,L5,TypeB,34.35,1.19,12.48,13.48,14.48,15.48,1.25,1.35,1.45,1.55,Normal,50
C8104,L5,TypeB,32.67,1.26,10.11,11.11,12.11,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C8105,L5,TypeA,27.94,1.17,8.4,8.4,8.4,8.4,0.84,0.84,0.84,0.84,High_Stable,50
C8106,L5,TypeB,33.73,1.08,13.42,14.42,15.42,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C8107,L5,TypeC,28.67,1.3,12.43,13.43,32.43,34.43,1.24,1.34,3.24,3.44,Sudden_Anomaly,50
C8108,L5,TypeC,27.7,1.08,9.05,10.05,11.05,60.0,0.9,1.0,1.1,6.0,Absolute_Failure,50
C8109,L5,TypeC,26.63,1.24,8.24,9.24,10.24,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C8110,L5,TypeA,28.29,1.2,10.52,11.52,12.52,13.52,1.05,1.15,1.25,1.35,Normal,50
C8111,L5,TypeB,27.65,1.13,12.83,14.83,17.83,22.83,1.28,1.48,1.78,2.28,Latent_Defect,50
C8112,L5,TypeC,30.63,1.06,11.71,11.71,11.71,11.71,1.17,1.17,1.17,1.17,High_Stable,50
C8113,L5,TypeA,28.93,1.25,12.32,12.32,12.32,12.32,1.23,1.23,1.23,1.23,High_Stable,50
C8114,L5,TypeA,26.43,1.06,14.54,15.54,34.54,36.54,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C8115,L5,TypeC,29.14,1.27,9.32,11.32,14.32,19.32,0.93,1.13,1.43,1.93,Latent_Defect,50
C8116,L5,TypeA,29.67,1.28,14.02,15.02,16.02,60.0,1.4,1.5,1.6,6.0,Absolute_Failure,50
C8117,L5,TypeA,34.07,1.08,13.29,15.29,18.29,23.29,1.33,1.53,1.83,2.33,Latent_Defect,50
C8118,L5,TypeC,29.69,1.3,11.38,12.38,13.38,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C8119,L5,TypeC,28.38,1.24,10.49,11.49,12.49,13.49,1.05,1.15,1.25,1.35,Normal,50
C8120,L5,TypeA,29.03,1.18,14.25,14.25,14.25,14.25,1.42,1.42,1.42,1.42,High_Stable,50
C8121,L5,TypeB,30.82,1.12,13.0,14.0,33.0,35.0,1.3,1.4,3.3,3.5,Sudden_Anomaly,50
C8122,L5,TypeA,30.43,1.08,11.52,13.52,16.52,21.52,1.15,1.35,1.65,2.15,Latent_Defect,50
C8123,L5,TypeA,28.76,1.17,8.67,8.67,8.67,8.67,0.87,0.87,0.87,0.87,High_Stable,50
C8124,L5,TypeA,26.42,1.07,13.17,15.17,18.17,23.17,1.32,1.52,1.82,2.32,Latent_Defect,50
C8125,L5,TypeC,26.99,1.13,14.05,15.05,34.05,36.05,1.4,1.5,3.4,3.6,Sudden_Anomaly,50
C8126,L5,TypeB,34.13,1.24,11.06,11.06,11.06,11.06,1.11,1.11,1.11,1.11,High_Stable,50
C8127,L5,TypeA,32.76,1.01,8.47,9.47,10.47,11.47,0.85,0.95,1.05,1.15,Normal,50
C8128,L5,TypeA,29.1,1.17,11.26,11.26,11.26,11.26,1.13,1.13,1.13,1.13,High_Stable,50
C8129,L5,TypeC,28.89,1.01,14.16,15.16,16.16,17.16,1.42,1.52,1.62,1.72,Normal,50
C8130,L5,TypeC,25.74,1.24,9.62,10.62,11.62,60.0,0.96,1.06,1.16,6.0,Absolute_Failure,50
C8131,L5,TypeB,32.19,1.21,12.02,13.02,14.02,60.0,1.2,1.3,1.4,6.0,Absolute_Failure,50
C8132,L5,TypeB,30.87,1.11,13.93,14.93,15.93,60.0,1.39,1.49,1.59,6.0,Absolute_Failure,50
C8133,L5,TypeA,33.77,1.18,10.52,11.52,12.52,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C8134,L5,TypeC,33.58,1.16,11.92,12.92,13.92,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C8135,L5,TypeA,30.5,1.14,13.15,13.15,13.15,13.15,1.32,1.32,1.32,1.32,High_Stable,50
C8136,L5,TypeA,25.73,1.29,13.79,14.79,33.79,35.79,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C8137,L5,TypeB,25.06,1.27,13.96,15.96,18.96,23.96,1.4,1.6,1.9,2.4,Latent_Defect,50
C8138,L5,TypeA,30.21,1.11,10.6,12.6,15.6,20.6,1.06,1.26,1.56,2.06,Latent_Defect,50
C8139,L5,TypeB,30.85,1.07,12.43,12.43,12.43,12.43,1.24,1.24,1.24,1.24,High_Stable,50
C8140,L5,TypeB,25.04,1.03,12.4,14.4,17.4,22.4,1.24,1.44,1.74,2.24,Latent_Defect,50
C8141,L5,TypeB,33.42,1.25,10.37,11.37,30.37,32.37,1.04,1.14,3.04,3.24,Sudden_Anomaly,50
C8142,L5,TypeA,25.68,1.01,14.82,14.82,14.82,14.82,1.48,1.48,1.48,1.48,High_Stable,50
C8143,L5,TypeC,25.32,1.13,12.32,13.32,14.32,60.0,1.23,1.33,1.43,6.0,Absolute_Failure,50
C8144,L5,TypeB,26.08,1.07,12.88,14.88,17.88,22.88,1.29,1.49,1.79,2.29,Latent_Defect,50
C8145,L5,TypeB,27.91,1.12,14.87,14.87,14.87,14.87,1.49,1.49,1.49,1.49,High_Stable,50
C8146,L5,TypeC,29.23,1.07,12.17,12.17,12.17,12.17,1.22,1.22,1.22,1.22,High_Stable,50
C8147,L5,TypeA,29.02,1.18,14.71,16.71,19.71,24.71,1.47,1.67,1.97,2.47,Latent_Defect,50
C8148,L5,TypeC,28.88,1.03,9.04,10.04,11.04,60.0,0.9,1.0,1.1,6.0,Absolute_Failure,50
C8149,L5,TypeA,32.15,1.3,10.74,11.74,12.74,13.74,1.07,1.17,1.27,1.37,Normal,50
C8150,L5,TypeB,29.16,1.14,8.83,8.83,8.83,8.83,0.88,0.88,0.88,0.88,High_Stable,50
C8151,L5,TypeA,26.47,1.1,11.33,12.33,31.33,33.33,1.13,1.23,3.13,3.33,Sudden_Anomaly,50
C8152,L5,TypeB,25.59,1.07,8.9,9.9,10.9,11.9,0.89,0.99,1.09,1.19,Normal,50
C8153,L5,TypeA,31.2,1.19,9.32,10.32,11.32,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50
C8154,L5,TypeB,29.39,1.01,10.26,12.26,15.26,20.26,1.03,1.23,1.53,2.03,Latent_Defect,50
C8155,L5,TypeB,34.77,1.17,10.09,12.09,15.09,20.09,1.01,1.21,1.51,2.01,Latent_Defect,50
C8156,L5,TypeB,32.88,1.02,13.56,14.56,33.56,35.56,1.36,1.46,3.36,3.56,Sudden_Anomaly,50
C8157,L5,TypeA,27.3,1.07,10.96,10.96,10.96,10.96,1.1,1.1,1.1,1.1,High_Stable,50
C8158,L5,TypeA,28.39,1.19,8.51,9.51,10.51,11.51,0.85,0.95,1.05,1.15,Normal,50
C8159,L5,TypeA,31.27,1.1,14.22,16.22,19.22,24.22,1.42,1.62,1.92,2.42,Latent_Defect,50
C8160,L5,TypeA,33.91,1.23,14.66,16.66,19.66,24.66,1.47,1.67,1.97,2.47,Latent_Defect,50
C8161,L5,TypeB,27.5,1.13,12.61,14.61,17.61,22.61,1.26,1.46,1.76,2.26,Latent_Defect,50
C8162,L5,TypeB,29.34,1.01,11.39,11.39,11.39,11.39,1.14,1.14,1.14,1.14,High_Stable,50
C8163,L5,TypeB,27.68,1.18,8.75,8.75,8.75,8.75,0.88,0.88,0.88,0.88,High_Stable,50
C8164,L5,TypeC,29.09,1.16,13.49,13.49,13.49,13.49,1.35,1.35,1.35,1.35,High_Stable,50
C8165,L5,TypeA,33.31,1.06,12.15,13.15,14.15,15.15,1.22,1.32,1.42,1.52,Normal,50
C8166,L5,TypeB,27.64,1.05,10.9,11.9,30.9,32.9,1.09,1.19,3.09,3.29,Sudden_Anomaly,50
C8167,L5,TypeA,34.45,1.17,8.59,9.59,10.59,11.59,0.86,0.96,1.06,1.16,Normal,50
C8168,L5,TypeC,28.9,1.15,8.83,8.83,8.83,8.83,0.88,0.88,0.88,0.88,High_Stable,50
C8169,L5,TypeB,31.11,1.24,14.89,15.89,16.89,17.89,1.49,1.59,1.69,1.79,Normal,50
C8170,L5,TypeB,25.49,1.02,12.83,13.83,14.83,15.83,1.28,1.38,1.48,1.58,Normal,50
C8171,L5,TypeC,31.43,1.18,9.24,10.24,11.24,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C8172,L5,TypeC,28.25,1.18,8.3,9.3,10.3,60.0,0.83,0.93,1.03,6.0,Absolute_Failure,50
C8173,L5,TypeB,34.15,1.02,11.16,11.16,11.16,11.16,1.12,1.12,1.12,1.12,High_Stable,50
C8174,L5,TypeC,26.6,1.27,14.13,15.13,16.13,60.0,1.41,1.51,1.61,6.0,Absolute_Failure,50
C8175,L5,TypeA,27.06,1.1,12.56,13.56,32.56,34.56,1.26,1.36,3.26,3.46,Sudden_Anomaly,50
C8176,L5,TypeB,29.15,1.08,14.66,15.66,34.66,36.66,1.47,1.57,3.47,3.67,Sudden_Anomaly,50
C8177,L5,TypeC,26.48,1.12,12.39,12.39,12.39,12.39,1.24,1.24,1.24,1.24,High_Stable,50
C8178,L5,TypeA,26.9,1.06,10.43,12.43,15.43,20.43,1.04,1.24,1.54,2.04,Latent_Defect,50
C8179,L5,TypeC,30.55,1.07,9.02,9.02,9.02,9.02,0.9,0.9,0.9,0.9,High_Stable,50
C8180,L5,TypeC,27.6,1.19,10.49,10.49,10.49,10.49,1.05,1.05,1.05,1.05,High_Stable,50
C8181,L5,TypeC,26.46,1.29,10.26,12.26,15.26,20.26,1.03,1.23,1.53,2.03,Latent_Defect,50
C8182,L5,TypeC,32.85,1.18,8.14,9.14,10.14,60.0,0.81,0.91,1.01,6.0,Absolute_Failure,50
C8183,L5,TypeC,29.43,1.06,8.03,8.03,8.03,8.03,0.8,0.8,0.8,0.8,High_Stable,50
C8184,L5,TypeB,29.98,1.13,10.32,11.32,12.32,60.0,1.03,1.13,1.23,6.0,Absolute_Failure,50
C8185,L5,TypeA,28.87,1.14,9.45,10.45,11.45,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C8186,L5,TypeB,33.92,1.18,8.93,8.93,8.93,8.93,0.89,0.89,0.89,0.89,High_Stable,50
C8187,L5,TypeB,29.9,1.19,14.34,15.34,34.34,36.34,1.43,1.53,3.43,3.63,Sudden_Anomaly,50
C8188,L5,TypeB,33.05,1.02,14.65,14.65,14.65,14.65,1.47,1.47,1.47,1.47,High_Stable,50
C8189,L5,TypeA,29.21,1.2,8.15,9.15,28.15,30.15,0.82,0.92,2.82,3.02,Sudden_Anomaly,50
C8190,L5,TypeC,34.9,1.11,9.31,9.31,9.31,9.31,0.93,0.93,0.93,0.93,High_Stable,50
C8191,L5,TypeC,33.47,1.08,8.2,9.2,10.2,11.2,0.82,0.92,1.02,1.12,Normal,50
C8192,L5,TypeB,29.35,1.22,13.97,15.97,18.97,23.97,1.4,1.6,1.9,2.4,Latent_Defect,50
C8193,L5,TypeC,25.77,1.17,8.48,8.48,8.48,8.48,0.85,0.85,0.85,0.85,High_Stable,50
C8194,L5,TypeA,26.95,1.06,13.98,14.98,33.98,35.98,1.4,1.5,3.4,3.6,Sudden_Anomaly,50
C8195,L5,TypeA,25.39,1.1,9.55,11.55,14.55,19.55,0.95,1.15,1.45,1.95,Latent_Defect,50
C8196,L5,TypeC,33.69,1.15,10.78,11.78,12.78,60.0,1.08,1.18,1.28,6.0,Absolute_Failure,50
C8197,L5,TypeC,28.22,1.1,10.08,11.08,12.08,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C8198,L5,TypeC,30.49,1.14,11.99,12.99,31.99,33.99,1.2,1.3,3.2,3.4,Sudden_Anomaly,50
C8199,L5,TypeB,32.42,1.21,14.71,15.71,16.71,17.71,1.47,1.57,1.67,1.77,Normal,50
C8200,L5,TypeB,30.23,1.06,13.8,14.8,33.8,35.8,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C8201,L5,TypeA,31.25,1.08,12.83,12.83,12.83,12.83,1.28,1.28,1.28,1.28,High_Stable,50
C8202,L5,TypeC,26.43,1.07,13.92,14.92,33.92,35.92,1.39,1.49,3.39,3.59,Sudden_Anomaly,50
C8203,L5,TypeC,33.94,1.09,10.2,11.2,30.2,32.2,1.02,1.12,3.02,3.22,Sudden_Anomaly,50
C8204,L5,TypeC,25.95,1.21,14.79,15.79,16.79,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C8205,L5,TypeC,26.43,1.06,10.89,11.89,30.89,32.89,1.09,1.19,3.09,3.29,Sudden_Anomaly,50
C8206,L5,TypeB,26.59,1.12,12.9,14.9,17.9,22.9,1.29,1.49,1.79,2.29,Latent_Defect,50
C8207,L5,TypeB,29.99,1.21,14.55,15.55,16.55,60.0,1.45,1.55,1.65,6.0,Absolute_Failure,50
C8208,L5,TypeC,26.96,1.05,8.66,10.66,13.66,18.66,0.87,1.07,1.37,1.87,Latent_Defect,50
C8209,L5,TypeA,29.18,1.29,9.36,11.36,14.36,19.36,0.94,1.14,1.44,1.94,Latent_Defect,50
C8210,L5,TypeC,29.81,1.13,11.71,12.71,31.71,33.71,1.17,1.27,3.17,3.37,Sudden_Anomaly,50
C8211,L5,TypeA,31.44,1.19,14.77,15.77,16.77,17.77,1.48,1.58,1.68,1.78,Normal,50
C8212,L5,TypeC,31.66,1.28,8.74,9.74,28.74,30.74,0.87,0.97,2.87,3.07,Sudden_Anomaly,50
C8213,L5,TypeA,25.95,1.19,13.81,14.81,15.81,16.81,1.38,1.48,1.58,1.68,Normal,50
C8214,L5,TypeA,25.58,1.02,12.4,13.4,32.4,34.4,1.24,1.34,3.24,3.44,Sudden_Anomaly,50
C8215,L5,TypeC,33.28,1.02,9.17,11.17,14.17,19.17,0.92,1.12,1.42,1.92,Latent_Defect,50
C8216,L5,TypeA,31.27,1.28,10.02,11.02,12.02,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50
C8217,L5,TypeB,26.16,1.27,9.9,10.9,29.9,31.9,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C8218,L5,TypeC,30.82,1.08,11.74,12.74,13.74,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C8219,L5,TypeA,33.9,1.08,9.98,11.98,14.98,19.98,1.0,1.2,1.5,2.0,Latent_Defect,50
C8220,L5,TypeC,26.09,1.29,9.28,11.28,14.28,19.28,0.93,1.13,1.43,1.93,Latent_Defect,50
C8221,L5,TypeA,28.73,1.16,14.33,15.33,16.33,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C8222,L5,TypeB,33.26,1.17,11.72,12.72,13.72,14.72,1.17,1.27,1.37,1.47,Normal,50
