component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C16125,L9,TypeB,25.9,1.11,9.84,10.84,11.84,12.84,0.98,1.08,1.18,1.28,Normal,50
C16126,L9,TypeC,26.03,1.06,10.5,10.5,10.5,10.5,1.05,1.05,1.05,1.05,High_Stable,50
C16127,L9,TypeB,32.06,1.0,14.07,15.07,16.07,17.07,1.41,1.51,1.61,1.71,Normal,50
C16128,L9,TypeC,28.09,1.01,9.02,10.02,11.02,60.0,0.9,1.0,1.1,6.0,Absolute_Failure,50
C16129,L9,TypeA,29.86,1.22,11.24,13.24,16.24,21.24,1.12,1.32,1.62,2.12,Latent_Defect,50
C16130,L9,TypeC,25.3,1.23,10.55,11.55,30.55,32.55,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C16131,L9,TypeB,31.97,1.23,14.76,15.76,34.76,36.76,1.48,1.58,3.48,3.68,Sudden_Anomaly,50
C16132,L9,TypeB,33.6,1.2,8.43,8.43,8.43,8.43,0.84,0.84,0.84,0.84,High_Stable,50
C16133,L9,TypeB,33.52,1.14,12.86,13.86,14.86,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50
C16134,L9,TypeB,25.12,1.12,11.59,12.59,13.59,14.59,1.16,1.26,1.36,1.46,Normal,50
C16135,L9,TypeC,25.52,1.13,12.96,13.96,14.96,60.0,1.3,1.4,1.5,6.0,Absolute_Failure,50
C16136,L9,TypeB,25.69,1.14,13.54,14.54,33.54,35.54,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C16137,L9,TypeC,32.06,1.04,12.7,12.7,12.7,12.7,1.27,1.27,1.27,1.27,High_Stable,50
C16138,L9,TypeB,33.35,1.08,8.03,8.03,8.03,8.03,0.8,0.8,0.8,0.8,High_Stable,50
C16139,L9,TypeC,31.98,1.18,8.11,9.11,10.11,11.11,0.81,0.91,1.01,1.11,Normal,50
C16140,L9,TypeC,31.21,1.22,9.56,10.56,11.56,12.56,0.96,1.06,1.16,1.26,Normal,50
C16141,L9,TypeA,27.19,1.02,12.46,13.46,14.46,60.0,1.25,1.35,1.45,6.0,Absolute_Failure,50
C16142,L9,TypeC,27.68,1.09,13.13,13.13,13.13,13.13,1.31,1.31,1.31,1.31,High_Stable,50
C16143,L9,TypeB,25.52,1.13,14.67,15.67,16.67,17.67,1.47,1.57,1.67,1.77,Normal,50
C16144,L9,TypeB,25.17,1.11,11.16,12.16,13.16,60.0,1.12,1.22,1.32,6.0,Absolute_Failure,50
C16145,L9,TypeA,34.29,1.26,10.18,11.18,12.18,13.18,1.02,1.12,1.22,1.32,Normal,50
C16146,L9,TypeC,31.89,1.27,12.91,12.91,12.91,12.91,1.29,1.29,1.29,1.29,High_Stable,50
C16147,L9,TypeA,32.18,1.11,8.98,8.98,8.98,8.98,0.9,0.9,0.9,0.9,High_Stable,50
C16148,L9,TypeC,33.63,1.1,13.76,14.76,33.76,35.76,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C16149,L9,TypeA,27.28,1.16,14.71,15.71,16.71,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50
C16150,L9,TypeB,32.87,1.23,13.06,14.06,33.06,35.06,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C16151,L9,TypeB,25.83,1.12,9.21,11.21,14.21,19.21,0.92,1.12,1.42,1.92,Latent_Defect,50
C16152,L9,TypeB,32.68,1.04,13.14,14.14,15.14,16.14,1.31,1.41,1.51,1.61,Normal,50
C16153,L9,TypeC,31.78,1.28,9.76,9.76,9.76,9.76,0.98,0.98,0.98,0.98,High_Stable,50
C16154,L9,TypeA,33.86,1.06,10.65,12.65,15.65,20.65,1.06,1.26,1.56,2.06,Latent_Defect,50
C16155,L9,TypeB,28.24,1.29,8.56,10.56,13.56,18.56,0.86,1.06,1.36,1.86,Latent_Defect,50
C16156,L9,TypeC,28.3,1.19,10.13,11.13,12.13,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C16157,L9,TypeC,34.06,1.07,10.46,11.46,12.46,13.46,1.05,1.15,1.25,1.35,Normal,50
C16158,L9,TypeC,26.63,1.22,12.97,13.97,14.97,60.0,1.3,1.4,1.5,6.0,Absolute_Failure,50
C16159,L9,TypeA,27.69,1.03,10.75,10.75,10.75,10.75,1.07,1.07,1.07,1.07,High_Stable,50
C16160,L9,TypeA,33.0,1.12,12.02,12.02,12.02,12.02,1.2,1.2,1.2,1.2,High_Stable,50
C16161,L9,TypeC,30.79,1.29,8.87,9.87,10.87,11.87,0.89,0.99,1.09,1.19,Normal,50
C16162,L9,TypeC,28.64,1.28,8.59,9.59,10.59,60.0,0.86,0.96,1.06,6.0,Absolute_Failure,50
C16163,L9,TypeB,26.55,1.09,10.9,11.9,30.9,32.9,1.09,1.19,3.09,3.29,Sudden_Anomaly,50
C16164,L9,TypeB,30.37,1.16,12.24,13.24,14.24,15.24,1.22,1.32,1.42,1.52,Normal,50
C16165,L9,TypeA,33.35,1.25,12.43,12.43,12.43,12.43,1.24,1.24,1.24,1.24,High_Stable,50
C16166,L9,TypeB,29.23,1.22,11.79,12.79,13.79,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C16167,L9,TypeC,31.6,1.14,12.31,14.31,17.31,22.31,1.23,1.43,1.73,2.23,Latent_Defect,50
C16168,L9,TypeB,29.22,1.28,12.0,13.0,14.0,15.0,1.2,1.3,1.4,1.5,Normal,50
C16169,L9,TypeA,26.8,1.25,9.46,10.46,29.46,31.46,0.95,1.05,2.95,3.15,Sudden_Anomaly,50
C16170,L9,TypeB,32.63,1.14,10.8,10.8,10.8,10.8,1.08,1.08,1.08,1.08,High_Stable,50
C16171,L9,TypeA,34.89,1.22,12.27,12.27,12.27,12.27,1.23,1.23,1.23,1.23,High_Stable,50
C16172,L9,TypeA,27.62,1.09,11.79,12.79,31.79,33.79,1.18,1.28,3.18,3.38,Sudden_Anomaly,50
C16173,L9,TypeA,34.42,1.19,14.59,15.59,16.59,17.59,1.46,1.56,1.66,1.76,Normal,50
C16174,L9,TypeA,25.88,1.2,13.01,15.01,18.01,23.01,1.3,1.5,1.8,2.3,Latent_Defect,50
C16175,L9,TypeB,31.87,1.0,12.1,13.1,14.1,15.1,1.21,1.31,1.41,1.51,Normal,50
C16176,L9,TypeA,26.39,1.0,9.28,11.28,14.28,19.28,0.93,1.13,1.43,1.93,Latent_Defect,50
C16177,L9,TypeB,31.81,1.2,8.44,8.44,8.44,8.44,0.84,0.84,0.84,0.84,High_Stable,50
C16178,L9,TypeB,31.45,1.29,12.99,13.99,14.99,60.0,1.3,1.4,1.5,6.0,Absolute_Failure,50
C16179,L9,TypeB,33.15,1.07,9.55,11.55,14.55,19.55,0.96,1.16,1.46,1.96,Latent_Defect,50
C16180,L9,TypeB,33.5,1.05,13.63,13.63,13.63,13.63,1.36,1.36,1.36,1.36,High_Stable,50
C16181,L9,TypeB,25.69,1.21,8.08,8.08,8.08,8.08,0.81,0.81,0.81,0.81,High_Stable,50
C16182,L9,TypeA,32.43,1.25,8.14,9.14,10.14,11.14,0.81,0.91,1.01,1.11,Normal,50
C16183,L9,TypeC,26.64,1.1,13.03,13.03,13.03,13.03,1.3,1.3,1.3,1.3,High_Stable,50
C16184,L9,TypeA,28.36,1.17,9.6,9.6,9.6,9.6,0.96,0.96,0.96,0.96,High_Stable,50
C16185,L9,TypeA,30.21,1.07,13.35,14.35,33.35,35.35,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C16186,L9,TypeB,25.73,1.26,8.04,9.04,28.04,30.04,0.8,0.9,2.8,3.0,Sudden_Anomaly,50
C16187,L9,TypeB,25.25,1.07,8.18,9.18,28.18,30.18,0.82,0.92,2.82,3.02,Sudden_Anomaly,50
C16188,L9,TypeC,31.0,1.13,10.04,12.04,15.04,20.04,1.0,1.2,1.5,2.0,Latent_Defect,50
C16189,L9,TypeA,29.76,1.05,12.08,13.08,14.08,15.08,1.21,1.31,1.41,1.51,Normal,50
C16190,L9,TypeC,32.24,1.11,9.44,9.44,9.44,9.44,0.94,0.94,0.94,0.94,High_Stable,50
C16191,L9,TypeA,25.34,1.27,8.43,8.43,8.43,8.43,0.84,0.84,0.84,0.84,High_Stable,50
C16192,L9,TypeA,27.79,1.01,13.24,14.24,15.24,16.24,1.32,1.42,1.52,1.62,Normal,50
C16193,L9,TypeA,32.44,1.08,12.69,13.69,32.69,34.69,1.27,1.37,3.27,3.47,Sudden_Anomaly,50
C16194,L9,TypeC,27.48,1.12,13.87,15.87,18.87,23.87,1.39,1.59,1.89,2.39,Latent_Defect,50
C16195,L9,TypeA,27.31,1.0,14.73,16.73,19.73,24.73,1.47,1.67,1.97,2.47,Latent_Defect,50
C16196,L9,TypeA,34.11,1.15,9.5,11.5,14.5,19.5,0.95,1.15,1.45,1.95,Latent_Defect,50
C16197,L9,TypeA,27.66,1.1,8.23,9.23,10.23,11.23,0.82,0.92,1.02,1.12,Normal,50
C16198,L9,TypeC,27.99,1.28,9.19,9.19,9.19,9.19,0.92,0.92,0.92,0.92,High_Stable,50
C16199,L9,TypeA,31.0,1.27,10.09,11.09,12.09,13.09,1.01,1.11,1.21,1.31,Normal,50
C16200,L9,TypeC,27.33,1.03,9.18,10.18,11.18,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C16201,L9,TypeB,29.23,1.28,9.28,10.28,11.28,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50
C16202,L9,TypeB,27.0,1.29,9.66,10.66,11.66,12.66,0.97,1.07,1.17,1.27,Normal,50
C16203,L9,TypeB,26.14,1.0,10.25,12.25,15.25,20.25,1.02,1.22,1.52,2.02,Latent_Defect,50
C16204,L9,TypeB,31.06,1.05,9.66,9.66,9.66,9.66,0.97,0.97,0.97,0.97,High_Stable,50
C16205,L9,TypeA,25.1,1.01,14.85,15.85,16.85,60.0,1.49,1.59,1.69,6.0,Absolute_Failure,50
C16206,L9,TypeA,30.05,1.26,14.24,15.24,16.24,17.24,1.42,1.52,1.62,1.72,Normal,50
C16207,L9,TypeC,30.95,1.24,12.51,14.51,17.51,22.51,1.25,1.45,1.75,2.25,Latent_Defect,50
C16208,L9,TypeA,33.58,1.08,14.7,15.7,16.7,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50
C16209,L9,TypeC,28.95,1.18,8.27,10.27,13.27,18.27,0.83,1.03,1.33,1.83,Latent_Defect,50
C16210,L9,TypeA,33.65,1.23,14.85,16.85,19.85,24.85,1.49,1.69,1.99,2.49,Latent_Defect,50
C16211,L9,TypeB,25.86,1.05,12.16,13.16,14.16,60.0,1.22,1.32,1.42,6.0,Absolute_Failure,50
C16212,L9,TypeC,31.53,1.04,10.89,10.89,10.89,10.89,1.09,1.09,1.09,1.09,High_Stable,50
C16213,L9,TypeC,32.35,1.29,14.04,15.04,34.04,36.04,1.4,1.5,3.4,3.6,Sudden_Anomaly,50
C16214,L9,TypeB,29.42,1.01,10.4,11.4,12.4,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C16215,L9,TypeB,27.63,1.27,9.82,10.82,11.82,12.82,0.98,1.08,1.18,1.28,Normal,50
C16216,L9,TypeC,33.3,1.03,11.47,12.47,31.47,33.47,1.15,1.25,3.15,3.35,Sudden_Anomaly,50
C16217,L9,TypeB,25.3,1.18,12.73,13.73,14.73,60.0,1.27,1.37,1.47,6.0,Absolute_Failure,50
C16218,L9,TypeB,28.23,1.0,11.54,12.54,13.54,14.54,1.15,1.25,1.35,1.45,Normal,50
C16219,L9,TypeA,26.17,1.09,9.32,11.32,14.32,19.32,0.93,1.13,1.43,1.93,Latent_Defect,50
C16220,L9,TypeC,33.89,1.04,11.25,12.25,31.25,33.25,1.12,1.22,3.12,3.32,Sudden_Anomaly,50
C16221,L9,TypeB,34.54,1.22,11.05,12.05,13.05,60.0,1.1,1.2,1.3,6.0,Absolute_Failure,50
C16222,L9,TypeC,30.2,1.25,14.32,15.32,16.32,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C16223,L9,TypeC,32.7,1.06,8.42,9.42,28.42,30.42,0.84,0.94,2.84,3.04,Sudden_Anomaly,50
C16224,L9,TypeC,29.64,1.13,14.51,15.51,34.51,36.51,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
