component_id,component_type,parameter,time,value,lower_limit,upper_limit
C010006,IC_A,iddq,24,7.256027322915602,0,50
C010006,IC_A,iddq,24,40.725,0,50
C010006,IC_A,iddq,24,7.256027322915602,0,50
C010006,IC_A,iddq,24,40.725,0,50
C010006,IC_A,iddq,24,40.725,0,50
C010006,IC_A,iddq,24,40.725,0,50
C010006,IC_A,iddq,24,7.256027322915602,0,50
C010006,IC_A,iddq,96,51.32,0,50
C010006,IC_A,iddq,96,9.897696548508277,0,50
C010006,IC_A,iddq,96,51.32,0,50
C010006,IC_A,iddq,96,9.897696548508277,0,50
C010006,IC_A,iddq,96,51.32,0,50
C010006,IC_A,iddq,96,9.897696548508277,0,50
C010006,IC_A,iddq,168,68.05,0,50
C010006,IC_A,iddq,168,14.06901567490426,0,50
C010006,IC_A,iddq,168,68.05,0,50
C010006,IC_A,iddq,168,14.06901567490426,0,50
C010006,IC_A,iddq,168,68.05,0,50
C010006,IC_A,iddq,168,68.05,0,50
C010006,IC_A,iddq,168,14.06901567490426,0,50
C010007,IC_A,iddq,0,8.58,0,50
C010007,IC_A,iddq,0,8.58,0,50
C010007,IC_A,iddq,0,8.58,0,50
C010007,IC_A,iddq,0,8.58,0,50
C010007,IC_A,iddq,0,8.58,0,50
C010007,IC_A,iddq,24,8.815,0,50
C010007,IC_A,iddq,24,8.815,0,50
C010007,IC_A,iddq,24,-0.7001468147589835,0,50
C010007,IC_A,iddq,24,8.815,0,50
C010007,IC_A,iddq,24,-0.7001468147589835,0,50
C010007,IC_A,iddq,24,8.815,0,50
C010007,IC_A,iddq,24,8.815,0,50
C010007,IC_A,iddq,24,-0.7001468147589835,0,50
C010007,IC_A,iddq,96,8.647,0,50
C010007,IC_A,iddq,96,-0.7420345382039639,0,50
C010007,IC_A,iddq,96,8.647,0,50
C010007,IC_A,iddq,96,-0.7420345382039639,0,50
C010007,IC_A,iddq,96,8.647,0,50
C010007,IC_A,iddq,96,-0.7420345382039639,0,50
C010007,IC_A,iddq,168,8.611,0,50
C010007,IC_A,iddq,168,-0.751010478942174,0,50
C010007,IC_A,iddq,168,8.611,0,50
C010007,IC_A,iddq,168,-0.751010478942174,0,50
C010007,IC_A,iddq,168,8.611,0,50
C010007,IC_A,iddq,168,8.611,0,50
C010007,IC_A,iddq,168,-0.751010478942174,0,50
C010008,IC_A,iddq,0,11.18,0,50
C010008,IC_A,iddq,0,11.18,0,50
C010008,IC_A,iddq,0,11.18,0,50
C010008,IC_A,iddq,0,11.18,0,50
C010008,IC_A,iddq,0,11.18,0,50
C010008,IC_A,iddq,24,11.158,0,50
C010008,IC_A,iddq,24,11.158,0,50
C010008,IC_A,iddq,24,-0.115962671713808,0,50
C010008,IC_A,iddq,24,11.158,0,50
C010008,IC_A,iddq,24,-0.115962671713808,0,50
C010008,IC_A,iddq,24,11.158,0,50
C010008,IC_A,iddq,24,11.158,0,50
C010008,IC_A,iddq,24,-0.115962671713808,0,50
C010008,IC_A,iddq,96,11.368,0,50
C010008,IC_A,iddq,96,-0.063603017407582,0,50
C010008,IC_A,iddq,96,11.368,0,50
C010008,IC_A,iddq,96,-0.063603017407582,0,50
C010008,IC_A,iddq,96,11.368,0,50
C010008,IC_A,iddq,96,-0.063603017407582,0,50
C010008,IC_A,iddq,168,11.978,0,50
C010008,IC_A,iddq,168,0.0884893117676448,0,50
C010008,IC_A,iddq,168,11.978,0,50
C010008,IC_A,iddq,168,0.0884893117676448,0,50
C010008,IC_A,iddq,168,11.978,0,50
C010008,IC_A,iddq,168,11.978,0,50
C010008,IC_A,iddq,168,0.0884893117676448,0,50
C010009,IC_A,iddq,0,9.658,0,50
C010009,IC_A,iddq,0,9.658,0,50
C010009,IC_A,iddq,0,9.658,0,50
C010009,IC_A,iddq,0,9.658,0,50
C010009,IC_A,iddq,0,9.658,0,50
C010009,IC_A,iddq,24,9.833,0,50
C010009,IC_A,iddq,24,9.833,0,50
C010009,IC_A,iddq,24,-0.4463271572173749,0,50
C010009,IC_A,iddq,24,9.833,0,50
C010009,IC_A,iddq,24,-0.4463271572173749,0,50
C010009,IC_A,iddq,24,9.833,0,50
C010009,IC_A,iddq,24,9.833,0,50
C010009,IC_A,iddq,24,-0.4463271572173749,0,50
C010009,IC_A,iddq,96,10.012,0,50
C010009,IC_A,iddq,96,-0.4016967852134967,0,50
C010009,IC_A,iddq,96,10.012,0,50
C010009,IC_A,iddq,96,-0.4016967852134967,0,50
C010009,IC_A,iddq,96,10.012,0,50
C010009,IC_A,iddq,96,-0.4016967852134967,0,50
C010009,IC_A,iddq,168,9.847,0,50
C010009,IC_A,iddq,168,-0.44283651359696,0,50
C010009,IC_A,iddq,168,9.847,0,50
C010009,IC_A,iddq,168,-0.44283651359696,0,50
C010009,IC_A,iddq,168,9.847,0,50
C010009,IC_A,iddq,168,9.847,0,50
C010009,IC_A,iddq,168,-0.44283651359696,0,50
C010010,IC_A,iddq,0,22.218,0,50
C010010,IC_A,iddq,0,22.218,0,50
C010010,IC_A,iddq,0,22.218,0,50
C010010,IC_A,iddq,0,22.218,0,50
C010010,IC_A,iddq,0,22.218,0,50
C010010,IC_A,iddq,24,22.557,0,50
C010010,IC_A,iddq,24,22.557,0,50
C010010,IC_A,iddq,24,2.7261692303655587,0,50
C010010,IC_A,iddq,24,22.557,0,50
C010010,IC_A,iddq,24,2.7261692303655587,0,50
C010010,IC_A,iddq,24,22.557,0,50
C010010,IC_A,iddq,24,22.557,0,50
C010010,IC_A,iddq,24,2.7261692303655587,0,50
C010010,IC_A,iddq,96,23.311,0,50
C010010,IC_A,iddq,96,2.9141653224936266,0,50
C010010,IC_A,iddq,96,23.311,0,50
C010010,IC_A,iddq,96,2.9141653224936266,0,50
C010010,IC_A,iddq,96,23.311,0,50
C010010,IC_A,iddq,96,2.9141653224936266,0,50
C010010,IC_A,iddq,168,23.655,0,50
C010010,IC_A,iddq,168,2.999935422880968,0,50
C010010,IC_A,iddq,168,23.655,0,50
C010010,IC_A,iddq,168,2.999935422880968,0,50
C010010,IC_A,iddq,168,23.655,0,50
C010010,IC_A,iddq,168,23.655,0,50
C010010,IC_A,iddq,168,2.999935422880968,0,50
C010011,IC_A,iddq,0,11.747,0,50
C010011,IC_A,iddq,0,11.747,0,50
C010011,IC_A,iddq,0,11.747,0,50
C010011,IC_A,iddq,0,11.747,0,50
C010011,IC_A,iddq,0,11.747,0,50
C010011,IC_A,iddq,24,11.976,0,50
C010011,IC_A,iddq,24,11.976,0,50
C010011,IC_A,iddq,24,0.0879906483933001,0,50
C010011,IC_A,iddq,24,11.976,0,50
C010011,IC_A,iddq,24,0.0879906483933001,0,50
C010011,IC_A,iddq,24,11.976,0,50
C010011,IC_A,iddq,24,11.976,0,50
C010011,IC_A,iddq,24,0.0879906483933001,0,50
C010011,IC_A,iddq,96,12.135,0,50
C010011,IC_A,iddq,96,0.1276343866537279,0,50
C010011,IC_A,iddq,96,12.135,0,50
C010011,IC_A,iddq,96,0.1276343866537279,0,50
C010011,IC_A,iddq,96,12.135,0,50
C010011,IC_A,iddq,96,0.1276343866537279,0,50
C010011,IC_A,iddq,168,12.679,0,50
C010011,IC_A,iddq,168,0.2632708244755699,0,50
C010011,IC_A,iddq,168,12.679,0,50
C010011,IC_A,iddq,168,0.2632708244755699,0,50
C010011,IC_A,iddq,168,12.679,0,50
C010011,IC_A,iddq,168,12.679,0,50
C010011,IC_A,iddq,168,0.2632708244755699,0,50
C010012,IC_A,iddq,0,17.907,0,50
C010012,IC_A,iddq,0,17.907,0,50
C010012,IC_A,iddq,0,17.907,0,50
C010012,IC_A,iddq,0,17.907,0,50
C010012,IC_A,iddq,0,17.907,0,50
C010012,IC_A,iddq,0,17.907,0,50
C010012,IC_A,iddq,24,31.946,0,50
C010012,IC_A,iddq,24,31.946,0,50
C010012,IC_A,iddq,24,5.067144441228194,0,50
C010012,IC_A,iddq,24,31.946,0,50
C010012,IC_A,iddq,24,5.067144441228194,0,50
C010012,IC_A,iddq,24,31.946,0,50
C010012,IC_A,iddq,24,31.946,0,50
C010012,IC_A,iddq,24,31.946,0,50
C010012,IC_A,iddq,24,5.067144441228194,0,50
C010012,IC_A,iddq,96,47.49,0,50
C010012,IC_A,iddq,96,8.942756186637586,0,50
C010012,IC_A,iddq,96,47.49,0,50
C010012,IC_A,iddq,96,8.942756186637586,0,50
C010012,IC_A,iddq,96,47.49,0,50
C010012,IC_A,iddq,96,8.942756186637586,0,50
C010012,IC_A,iddq,168,64.569,0,50
C010012,IC_A,iddq,168,13.201092071856776,0,50
C010012,IC_A,iddq,168,64.569,0,50
C010012,IC_A,iddq,168,13.201092071856776,0,50
C010012,IC_A,iddq,168,64.569,0,50
C010012,IC_A,iddq,168,64.569,0,50
C010012,IC_A,iddq,168,13.201092071856776,0,50
C010013,IC_A,iddq,0,9.809,0,50
C010013,IC_A,iddq,0,9.809,0,50
C010013,IC_A,iddq,0,9.809,0,50
C010013,IC_A,iddq,0,9.809,0,50
C010013,IC_A,iddq,0,9.809,0,50
C010013,IC_A,iddq,24,9.91,0,50
C010013,IC_A,iddq,24,9.91,0,50
C010013,IC_A,iddq,24,-0.4271286173050921,0,50
C010013,IC_A,iddq,24,9.91,0,50
C010013,IC_A,iddq,24,-0.4271286173050921,0,50
C010013,IC_A,iddq,24,9.91,0,50
C010013,IC_A,iddq,24,9.91,0,50
C010013,IC_A,iddq,24,-0.4271286173050921,0,50
C010013,IC_A,iddq,96,10.204,0,50
C010013,IC_A,iddq,96,-0.353825101276376,0,50
C010013,IC_A,iddq,96,10.204,0,50
C010013,IC_A,iddq,96,-0.353825101276376,0,50
C010013,IC_A,iddq,96,10.204,0,50
C010013,IC_A,iddq,96,-0.353825101276376,0,50
C010013,IC_A,iddq,168,10.969,0,50
C010013,IC_A,iddq,168,-0.1630863605894111,0,50
C010013,IC_A,iddq,168,10.969,0,50
C010013,IC_A,iddq,168,-0.1630863605894111,0,50
C010013,IC_A,iddq,168,10.969,0,50
C010013,IC_A,iddq,168,10.969,0,50
C010013,IC_A,iddq,168,-0.1630863605894111,0,50
C010014,IC_A,iddq,0,24.956,0,50
C010014,IC_A,iddq,0,24.956,0,50
C010014,IC_A,iddq,0,24.956,0,50
C010014,IC_A,iddq,0,24.956,0,50
C010014,IC_A,iddq,0,24.956,0,50
C010014,IC_A,iddq,0,24.956,0,50
C010014,IC_A,iddq,24,32.349,0,50
C010014,IC_A,iddq,24,32.349,0,50
C010014,IC_A,iddq,24,5.167625111158712,0,50
C010014,IC_A,iddq,24,32.349,0,50
C010014,IC_A,iddq,24,5.167625111158712,0,50
C010014,IC_A,iddq,24,32.349,0,50
C010014,IC_A,iddq,24,32.349,0,50
C010014,IC_A,iddq,24,32.349,0,50
C010014,IC_A,iddq,24,5.167625111158712,0,50
C010014,IC_A,iddq,96,53.684,0,50
C010014,IC_A,iddq,96,10.487116656984076,0,50
C010014,IC_A,iddq,96,53.684,0,50
C010014,IC_A,iddq,96,10.487116656984076,0,50
C010014,IC_A,iddq,96,53.684,0,50
C010014,IC_A,iddq,96,10.487116656984076,0,50
C010014,IC_A,iddq,168,72.591,0,50
C010014,IC_A,iddq,168,15.201230866354596,0,50
C010014,IC_A,iddq,168,72.591,0,50
C010014,IC_A,iddq,168,15.201230866354596,0,50
C010014,IC_A,iddq,168,72.591,0,50
C010014,IC_A,iddq,168,72.591,0,50
C010014,IC_A,iddq,168,15.201230866354596,0,50
C010015,IC_A,iddq,0,11.397,0,50
C010015,IC_A,iddq,0,11.397,0,50
C010015,IC_A,iddq,0,11.397,0,50
C010015,IC_A,iddq,0,11.397,0,50
C010015,IC_A,iddq,0,11.397,0,50
C010015,IC_A,iddq,24,15.597,0,50
C010015,IC_A,iddq,24,15.597,0,50
C010015,IC_A,iddq,24,0.9908206876449348,0,50
C010015,IC_A,iddq,24,15.597,0,50
C010015,IC_A,iddq,24,0.9908206876449348,0,50
C010015,IC_A,iddq,24,15.597,0,50
C010015,IC_A,iddq,24,15.597,0,50
C010015,IC_A,iddq,24,0.9908206876449348,0,50
C010015,IC_A,iddq,96,24.313,0,50
C010015,IC_A,iddq,96,3.163995673040475,0,50
C010015,IC_A,iddq,96,24.313,0,50
C010015,IC_A,iddq,96,3.163995673040475,0,50
C010015,IC_A,iddq,96,24.313,0,50
C010015,IC_A,iddq,96,3.163995673040475,0,50
C010015,IC_A,iddq,168,42.654,0,50
C010015,IC_A,iddq,168,7.7369881474713615,0,50
C010015,IC_A,iddq,168,42.654,0,50
C010015,IC_A,iddq,168,7.7369881474713615,0,50
C010015,IC_A,iddq,168,42.654,0,50
C010015,IC_A,iddq,168,42.654,0,50
C010015,IC_A,iddq,168,7.7369881474713615,0,50
C010016,IC_A,iddq,0,9.642,0,50
C010016,IC_A,iddq,0,9.642,0,50
C010016,IC_A,iddq,0,9.642,0,50
C010016,IC_A,iddq,0,9.642,0,50
C010016,IC_A,iddq,0,9.642,0,50
C010016,IC_A,iddq,24,9.426,0,50
C010016,IC_A,iddq,24,9.426,0,50
C010016,IC_A,iddq,24,-0.5478051538965838,0,50
C010016,IC_A,iddq,24,9.426,0,50
C010016,IC_A,iddq,24,-0.5478051538965838,0,50
C010016,IC_A,iddq,24,9.426,0,50
C010016,IC_A,iddq,24,9.426,0,50
C010016,IC_A,iddq,24,-0.5478051538965838,0,50
C010016,IC_A,iddq,96,9.696,0,50
C010016,IC_A,iddq,96,-0.480485598360008,0,50
C010016,IC_A,iddq,96,9.696,0,50
C010016,IC_A,iddq,96,-0.480485598360008,0,50
C010016,IC_A,iddq,96,9.696,0,50
C010016,IC_A,iddq,96,-0.480485598360008,0,50
C010016,IC_A,iddq,168,9.996,0,50
C010016,IC_A,iddq,168,-0.4056860922082568,0,50
C010016,IC_A,iddq,168,9.996,0,50
C010016,IC_A,iddq,168,-0.4056860922082568,0,50
C010016,IC_A,iddq,168,9.996,0,50
C010016,IC_A,iddq,168,9.996,0,50
C010016,IC_A,iddq,168,-0.4056860922082568,0,50
C010017,IC_A,iddq,0,8.171,0,50
C010017,IC_A,iddq,0,8.171,0,50
C010017,IC_A,iddq,0,8.171,0,50
C010017,IC_A,iddq,0,8.171,0,50
C010017,IC_A,iddq,0,8.171,0,50
C010017,IC_A,iddq,24,8.276,0,50
C010017,IC_A,iddq,24,8.276,0,50
C010017,IC_A,iddq,24,-0.8345365941449628,0,50
C010017,IC_A,iddq,24,8.276,0,50
C010017,IC_A,iddq,24,-0.8345365941449628,0,50
C010017,IC_A,iddq,24,8.276,0,50
C010017,IC_A,iddq,24,8.276,0,50
C010017,IC_A,iddq,24,-0.8345365941449628,0,50
C010017,IC_A,iddq,96,8.573,0,50
C010017,IC_A,iddq,96,-0.7604850830547292,0,50
C010017,IC_A,iddq,96,8.573,0,50
C010017,IC_A,iddq,96,-0.7604850830547292,0,50
C010017,IC_A,iddq,96,8.573,0,50
C010017,IC_A,iddq,96,-0.7604850830547292,0,50
C010017,IC_A,iddq,168,8.762,0,50
C010017,IC_A,iddq,168,-0.713361394179126,0,50
C010017,IC_A,iddq,168,8.762,0,50
C010017,IC_A,iddq,168,-0.713361394179126,0,50
C010017,IC_A,iddq,168,8.762,0,50
C010017,IC_A,iddq,168,8.762,0,50
C010017,IC_A,iddq,168,-0.713361394179126,0,50
C010018,IC_A,iddq,0,8.744,0,50
C010018,IC_A,iddq,0,8.744,0,50
C010018,IC_A,iddq,0,8.744,0,50
C010018,IC_A,iddq,0,8.744,0,50
C010018,IC_A,iddq,0,8.744,0,50
C010018,IC_A,iddq,24,8.88,0,50
C010018,IC_A,iddq,24,8.88,0,50
C010018,IC_A,iddq,24,-0.6839402550927706,0,50
C010018,IC_A,iddq,24,8.88,0,50
C010018,IC_A,iddq,24,-0.6839402550927706,0,50
C010018,IC_A,iddq,24,8.88,0,50
C010018,IC_A,iddq,24,8.88,0,50
C010018,IC_A,iddq,24,-0.6839402550927706,0,50
C010018,IC_A,iddq,96,9.082,0,50
C010018,IC_A,iddq,96,-0.6335752542839248,0,50
C010018,IC_A,iddq,96,9.082,0,50
C010018,IC_A,iddq,96,-0.6335752542839248,0,50
C010018,IC_A,iddq,96,9.082,0,50
C010018,IC_A,iddq,96,-0.6335752542839248,0,50
C010018,IC_A,iddq,168,9.338,0,50
C010018,IC_A,iddq,168,-0.5697463423677643,0,50
C010018,IC_A,iddq,168,9.338,0,50
C010018,IC_A,iddq,168,-0.5697463423677643,0,50
C010018,IC_A,iddq,168,9.338,0,50
C010018,IC_A,iddq,168,9.338,0,50
C010018,IC_A,iddq,168,-0.5697463423677643,0,50
C010019,IC_A,iddq,0,10.402,0,50
C010019,IC_A,iddq,0,10.402,0,50
C010019,IC_A,iddq,0,10.402,0,50
C010019,IC_A,iddq,0,10.402,0,50
C010019,IC_A,iddq,0,10.402,0,50
C010019,IC_A,iddq,24,10.458,0,50
C010019,IC_A,iddq,24,10.458,0,50
C010019,IC_A,iddq,24,-0.2904948527345602,0,50
C010019,IC_A,iddq,24,10.458,0,50
C010019,IC_A,iddq,24,-0.2904948527345602,0,50
C010019,IC_A,iddq,24,10.458,0,50
C010019,IC_A,iddq,24,10.458,0,50
C010019,IC_A,iddq,24,-0.2904948527345602,0,50
C010019,IC_A,iddq,96,10.845,0,50
C010019,IC_A,iddq,96,-0.1940034897988013,0,50
C010019,IC_A,iddq,96,10.845,0,50
C010019,IC_A,iddq,96,-0.1940034897988013,0,50
C010019,IC_A,iddq,96,10.845,0,50
C010019,IC_A,iddq,96,-0.1940034897988013,0,50
C010019,IC_A,iddq,168,10.922,0,50
C010019,IC_A,iddq,168,-0.1748049498865185,0,50
C010019,IC_A,iddq,168,10.922,0,50
C010019,IC_A,iddq,168,-0.1748049498865185,0,50
C010019,IC_A,iddq,168,10.922,0,50
C010019,IC_A,iddq,168,10.922,0,50
C010019,IC_A,iddq,168,-0.1748049498865185,0,50
C010020,IC_A,iddq,0,8.813,0,50
C010020,IC_A,iddq,0,8.813,0,50
C010020,IC_A,iddq,0,8.813,0,50
C010020,IC_A,iddq,0,8.813,0,50
C010020,IC_A,iddq,0,8.813,0,50
C010020,IC_A,iddq,24,8.701,0,50
C010020,IC_A,iddq,24,8.701,0,50
C010020,IC_A,iddq,24,-0.7285706270966488,0,50
C010020,IC_A,iddq,24,8.701,0,50
C010020,IC_A,iddq,24,-0.7285706270966488,0,50
C010020,IC_A,iddq,24,8.701,0,50
C010020,IC_A,iddq,24,8.701,0,50
C010020,IC_A,iddq,24,-0.7285706270966488,0,50
C010020,IC_A,iddq,96,9.17,0,50
C010020,IC_A,iddq,96,-0.6116340658127447,0,50
C010020,IC_A,iddq,96,9.17,0,50
C010020,IC_A,iddq,96,-0.6116340658127447,0,50
C010020,IC_A,iddq,96,9.17,0,50
C010020,IC_A,iddq,96,-0.6116340658127447,0,50
C010020,IC_A,iddq,168,9.911,0,50
C010020,IC_A,iddq,168,-0.4268792856179197,0,50
C010020,IC_A,iddq,168,9.911,0,50
C010020,IC_A,iddq,168,-0.4268792856179197,0,50
C010020,IC_A,iddq,168,9.911,0,50
C010020,IC_A,iddq,168,9.911,0,50
C010020,IC_A,iddq,168,-0.4268792856179197,0,50
C010021,IC_A,iddq,0,9.611,0,50
C010021,IC_A,iddq,0,9.611,0,50
C010021,IC_A,iddq,0,9.611,0,50
C010021,IC_A,iddq,0,9.611,0,50
C010021,IC_A,iddq,0,9.611,0,50
C010021,IC_A,iddq,24,9.828,0,50
C010021,IC_A,iddq,24,9.828,0,50
C010021,IC_A,iddq,24,-0.4475738156532376,0,50
C010021,IC_A,iddq,24,9.828,0,50
C010021,IC_A,iddq,24,-0.4475738156532376,0,50
C010021,IC_A,iddq,24,9.828,0,50
C010021,IC_A,iddq,24,9.828,0,50
C010021,IC_A,iddq,24,-0.4475738156532376,0,50
C010021,IC_A,iddq,96,9.662,0,50
C010021,IC_A,iddq,96,-0.4889628757238728,0,50
C010021,IC_A,iddq,96,9.662,0,50
C010021,IC_A,iddq,96,-0.4889628757238728,0,50
C010021,IC_A,iddq,96,9.662,0,50
C010021,IC_A,iddq,96,-0.4889628757238728,0,50
C010021,IC_A,iddq,168,9.854,0,50
C010021,IC_A,iddq,168,-0.4410911917867526,0,50
C010021,IC_A,iddq,168,9.854,0,50
C010021,IC_A,iddq,168,-0.4410911917867526,0,50
C010021,IC_A,iddq,168,9.854,0,50
C010021,IC_A,iddq,168,9.854,0,50
C010021,IC_A,iddq,168,-0.4410911917867526,0,50
C010022,IC_A,iddq,0,10.301,0,50
C010022,IC_A,iddq,0,10.301,0,50
C010022,IC_A,iddq,0,10.301,0,50
C010022,IC_A,iddq,0,10.301,0,50
C010022,IC_A,iddq,0,10.301,0,50
C010022,IC_A,iddq,24,10.648,0,50
C010022,IC_A,iddq,24,10.648,0,50
C010022,IC_A,iddq,24,-0.2431218321717847,0,50
C010022,IC_A,iddq,24,10.648,0,50
