component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C60,L1,TypeC,25.03,1.15,11.16,12.16,13.16,60.0,1.12,1.22,1.32,6.0,Absolute_Failure,50
C61,L1,TypeC,31.71,1.22,12.52,14.52,17.52,22.52,1.25,1.45,1.75,2.25,Latent_Defect,50
C62,L1,TypeA,27.59,1.14,14.97,15.97,16.97,17.97,1.5,1.6,1.7,1.8,Normal,50
C63,L1,TypeC,29.77,1.27,14.25,15.25,16.25,17.25,1.43,1.53,1.63,1.73,Normal,50
C64,L1,TypeC,32.73,1.29,13.37,14.37,15.37,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C65,L1,TypeA,32.43,1.21,9.52,10.52,11.52,12.52,0.95,1.05,1.15,1.25,Normal,50
C66,L1,TypeA,30.42,1.05,13.71,15.71,18.71,23.71,1.37,1.57,1.87,2.37,Latent_Defect,50
C67,L1,TypeB,31.84,1.17,14.26,14.26,14.26,14.26,1.43,1.43,1.43,1.43,High_Stable,50
C68,L1,TypeC,25.57,1.23,9.68,10.68,11.68,12.68,0.97,1.07,1.17,1.27,Normal,50
C69,L1,TypeB,27.2,1.21,9.04,9.04,9.04,9.04,0.9,0.9,0.9,0.9,High_Stable,50
C70,L1,TypeC,27.56,1.27,14.66,14.66,14.66,14.66,1.47,1.47,1.47,1.47,High_Stable,50
C71,L1,TypeB,31.92,1.18,10.46,10.46,10.46,10.46,1.05,1.05,1.05,1.05,High_Stable,50
C72,L1,TypeC,26.48,1.11,10.32,11.32,12.32,60.0,1.03,1.13,1.23,6.0,Absolute_Failure,50
C73,L1,TypeA,29.14,1.27,14.84,15.84,16.84,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C74,L1,TypeB,26.08,1.03,13.9,13.9,13.9,13.9,1.39,1.39,1.39,1.39,High_Stable,50
C75,L1,TypeC,27.44,1.26,14.99,15.99,16.99,17.99,1.5,1.6,1.7,1.8,Normal,50
C76,L1,TypeA,25.09,1.17,11.7,12.7,13.7,60.0,1.17,1.27,1.37,6.0,Absolute_Failure,50
C77,L1,TypeB,26.49,1.03,12.24,13.24,14.24,15.24,1.22,1.32,1.42,1.52,Normal,50
C78,L1,TypeC,28.27,1.18,11.38,13.38,16.38,21.38,1.14,1.34,1.64,2.14,Latent_Defect,50
C79,L1,TypeB,26.02,1.17,12.71,13.71,14.71,15.71,1.27,1.37,1.47,1.57,Normal,50
C80,L1,TypeB,31.46,1.05,11.3,13.3,16.3,21.3,1.13,1.33,1.63,2.13,Latent_Defect,50
C81,L1,TypeB,28.08,1.19,9.46,9.46,9.46,9.46,0.95,0.95,0.95,0.95,High_Stable,50
C82,L1,TypeC,27.65,1.01,11.16,12.16,31.16,33.16,1.12,1.22,3.12,3.32,Sudden_Anomaly,50
C83,L1,TypeC,30.12,1.17,12.41,13.41,14.41,15.41,1.24,1.34,1.44,1.54,Normal,50
C84,L1,TypeA,28.81,1.18,14.26,15.26,16.26,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C85,L1,TypeA,33.82,1.14,12.12,13.12,14.12,15.12,1.21,1.31,1.41,1.51,Normal,50
C86,L1,TypeA,34.66,1.13,8.76,9.76,10.76,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C87,L1,TypeA,33.41,1.11,8.69,10.69,13.69,18.69,0.87,1.07,1.37,1.87,Latent_Defect,50
C88,L1,TypeB,26.21,1.11,13.69,13.69,13.69,13.69,1.37,1.37,1.37,1.37,High_Stable,50
C89,L1,TypeB,26.7,1.08,9.92,10.92,29.92,31.92,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C90,L1,TypeA,26.47,1.06,14.41,15.41,16.41,17.41,1.44,1.54,1.64,1.74,Normal,50
C91,L1,TypeA,30.27,1.23,11.41,12.41,13.41,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C92,L1,TypeB,25.48,1.24,10.06,11.06,30.06,32.06,1.01,1.11,3.01,3.21,Sudden_Anomaly,50
C93,L1,TypeC,30.8,1.29,13.03,13.03,13.03,13.03,1.3,1.3,1.3,1.3,High_Stable,50
C94,L1,TypeB,31.84,1.21,8.4,9.4,28.4,30.4,0.84,0.94,2.84,3.04,Sudden_Anomaly,50
C95,L1,TypeA,32.84,1.24,9.5,11.5,14.5,19.5,0.95,1.15,1.45,1.95,Latent_Defect,50
C96,L1,TypeC,33.32,1.16,11.21,11.21,11.21,11.21,1.12,1.12,1.12,1.12,High_Stable,50
C97,L1,TypeB,32.17,1.1,8.51,9.51,10.51,60.0,0.85,0.95,1.05,6.0,Absolute_Failure,50
C98,L1,TypeA,25.38,1.09,11.16,12.16,13.16,60.0,1.12,1.22,1.32,6.0,Absolute_Failure,50
C99,L1,TypeC,25.89,1.29,12.12,12.12,12.12,12.12,1.21,1.21,1.21,1.21,High_Stable,50
C100,L1,TypeC,27.97,1.21,14.19,15.19,34.19,36.19,1.42,1.52,3.42,3.62,Sudden_Anomaly,50
C101,L1,TypeB,32.09,1.29,13.75,14.75,33.75,35.75,1.37,1.47,3.37,3.57,Sudden_Anomaly,50
C102,L1,TypeA,34.6,1.1,8.85,9.85,10.85,60.0,0.89,0.99,1.09,6.0,Absolute_Failure,50
C103,L1,TypeA,26.89,1.24,13.75,14.75,15.75,60.0,1.37,1.47,1.57,6.0,Absolute_Failure,50
C104,L1,TypeA,33.32,1.11,12.83,13.83,32.83,34.83,1.28,1.38,3.28,3.48,Sudden_Anomaly,50
C105,L1,TypeC,26.77,1.22,11.17,11.17,11.17,11.17,1.12,1.12,1.12,1.12,High_Stable,50
C106,L1,TypeA,32.3,1.29,13.37,14.37,15.37,16.37,1.34,1.44,1.54,1.64,Normal,50
C107,L1,TypeB,29.94,1.1,10.05,12.05,15.05,20.05,1.01,1.21,1.51,2.01,Latent_Defect,50
C108,L1,TypeA,32.76,1.28,11.9,12.9,31.9,33.9,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C109,L1,TypeB,26.27,1.08,14.25,16.25,19.25,24.25,1.43,1.63,1.93,2.43,Latent_Defect,50
C110,L1,TypeB,25.07,1.22,13.32,15.32,18.32,23.32,1.33,1.53,1.83,2.33,Latent_Defect,50
C111,L1,TypeA,29.98,1.22,12.77,13.77,32.77,34.77,1.28,1.38,3.28,3.48,Sudden_Anomaly,50
C112,L1,TypeB,35.0,1.08,14.59,14.59,14.59,14.59,1.46,1.46,1.46,1.46,High_Stable,50
C113,L1,TypeA,33.03,1.13,10.29,11.29,12.29,13.29,1.03,1.13,1.23,1.33,Normal,50
C114,L1,TypeB,29.13,1.01,10.55,12.55,15.55,20.55,1.05,1.25,1.55,2.05,Latent_Defect,50
C115,L1,TypeC,29.18,1.03,14.48,15.48,16.48,60.0,1.45,1.55,1.65,6.0,Absolute_Failure,50
C116,L1,TypeB,34.39,1.0,11.57,12.57,31.57,33.57,1.16,1.26,3.16,3.36,Sudden_Anomaly,50
C117,L1,TypeC,25.02,1.23,8.82,9.82,10.82,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C118,L1,TypeB,33.61,1.21,8.17,9.17,10.17,11.17,0.82,0.92,1.02,1.12,Normal,50
C119,L1,TypeC,27.42,1.18,13.51,13.51,13.51,13.51,1.35,1.35,1.35,1.35,High_Stable,50
C120,L1,TypeA,33.74,1.14,10.01,11.01,12.01,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50
C121,L1,TypeA,27.32,1.11,14.37,16.37,19.37,24.37,1.44,1.64,1.94,2.44,Latent_Defect,50
C122,L1,TypeA,28.02,1.15,14.53,15.53,34.53,36.53,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C123,L1,TypeA,32.75,1.26,14.93,16.93,19.93,24.93,1.49,1.69,1.99,2.49,Latent_Defect,50
C124,L1,TypeA,29.64,1.25,10.43,11.43,30.43,32.43,1.04,1.14,3.04,3.24,Sudden_Anomaly,50
C125,L1,TypeC,26.52,1.16,12.65,12.65,12.65,12.65,1.26,1.26,1.26,1.26,High_Stable,50
C126,L1,TypeC,31.18,1.02,14.13,15.13,16.13,17.13,1.41,1.51,1.61,1.71,Normal,50
C127,L1,TypeC,33.26,1.09,13.19,15.19,18.19,23.19,1.32,1.52,1.82,2.32,Latent_Defect,50
C128,L1,TypeB,34.44,1.26,10.63,10.63,10.63,10.63,1.06,1.06,1.06,1.06,High_Stable,50
C129,L1,TypeA,31.44,1.26,14.32,15.32,34.32,36.32,1.43,1.53,3.43,3.63,Sudden_Anomaly,50
C130,L1,TypeC,28.17,1.21,8.66,10.66,13.66,18.66,0.87,1.07,1.37,1.87,Latent_Defect,50
C131,L1,TypeC,34.59,1.05,9.76,10.76,11.76,60.0,0.98,1.08,1.18,6.0,Absolute_Failure,50
C132,L1,TypeA,29.63,1.07,14.62,15.62,16.62,60.0,1.46,1.56,1.66,6.0,Absolute_Failure,50
C133,L1,TypeA,33.25,1.11,12.95,13.95,32.95,34.95,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C134,L1,TypeC,34.76,1.14,9.4,10.4,11.4,60.0,0.94,1.04,1.14,6.0,Absolute_Failure,50
C135,L1,TypeB,31.78,1.22,12.28,12.28,12.28,12.28,1.23,1.23,1.23,1.23,High_Stable,50
C136,L1,TypeC,28.27,1.18,12.37,13.37,14.37,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C137,L1,TypeC,29.57,1.28,10.32,11.32,12.32,13.32,1.03,1.13,1.23,1.33,Normal,50
C138,L1,TypeB,34.45,1.12,10.82,11.82,30.82,32.82,1.08,1.18,3.08,3.28,Sudden_Anomaly,50
C139,L1,TypeC,30.49,1.14,8.22,9.22,10.22,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C140,L1,TypeC,29.75,1.11,13.19,15.19,18.19,23.19,1.32,1.52,1.82,2.32,Latent_Defect,50
C141,L1,TypeB,32.99,1.03,8.64,8.64,8.64,8.64,0.86,0.86,0.86,0.86,High_Stable,50
C142,L1,TypeA,33.75,1.01,12.63,14.63,17.63,22.63,1.26,1.46,1.76,2.26,Latent_Defect,50
C143,L1,TypeC,25.93,1.22,11.82,13.82,16.82,21.82,1.18,1.38,1.68,2.18,Latent_Defect,50
C144,L1,TypeA,26.74,1.11,14.87,15.87,34.87,36.87,1.49,1.59,3.49,3.69,Sudden_Anomaly,50
C145,L1,TypeA,28.53,1.14,8.95,9.95,28.95,30.95,0.89,0.99,2.89,3.09,Sudden_Anomaly,50
C146,L1,TypeC,31.5,1.15,9.18,11.18,14.18,19.18,0.92,1.12,1.42,1.92,Latent_Defect,50
C147,L1,TypeB,33.1,1.02,11.27,12.27,13.27,60.0,1.13,1.23,1.33,6.0,Absolute_Failure,50
C148,L1,TypeC,34.32,1.15,13.92,15.92,18.92,23.92,1.39,1.59,1.89,2.39,Latent_Defect,50
C149,L1,TypeC,29.05,1.21,12.82,13.82,32.82,34.82,1.28,1.38,3.28,3.48,Sudden_Anomaly,50
C150,L1,TypeC,28.48,1.08,9.67,10.67,11.67,12.67,0.97,1.07,1.17,1.27,Normal,50
C151,L1,TypeC,31.28,1.13,8.66,9.66,10.66,11.66,0.87,0.97,1.07,1.17,Normal,50
C152,L1,TypeB,33.58,1.3,13.43,13.43,13.43,13.43,1.34,1.34,1.34,1.34,High_Stable,50
C153,L1,TypeC,26.38,1.23,12.27,13.27,14.27,60.0,1.23,1.33,1.43,6.0,Absolute_Failure,50
C154,L1,TypeA,32.86,1.1,13.79,14.79,15.79,60.0,1.38,1.48,1.58,6.0,Absolute_Failure,50
C155,L1,TypeC,27.76,1.23,9.59,10.59,29.59,31.59,0.96,1.06,2.96,3.16,Sudden_Anomaly,50
C156,L1,TypeB,29.55,1.07,10.37,11.37,12.37,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C157,L1,TypeC,33.09,1.17,10.67,12.67,15.67,20.67,1.07,1.27,1.57,2.07,Latent_Defect,50
C158,L1,TypeC,27.72,1.02,13.85,14.85,33.85,35.85,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C159,L1,TypeC,33.22,1.14,10.27,11.27,12.27,60.0,1.03,1.13,1.23,6.0,Absolute_Failure,50
C160,L1,TypeA,31.41,1.07,14.24,14.24,14.24,14.24,1.42,1.42,1.42,1.42,High_Stable,50
C161,L1,TypeC,29.91,1.2,9.66,10.66,11.66,12.66,0.97,1.07,1.17,1.27,Normal,50
C162,L1,TypeB,28.9,1.29,14.45,14.45,14.45,14.45,1.45,1.45,1.45,1.45,High_Stable,50
C163,L1,TypeC,34.61,1.03,8.95,9.95,28.95,30.95,0.9,1.0,2.9,3.1,Sudden_Anomaly,50
C164,L1,TypeC,32.61,1.23,12.02,13.02,14.02,15.02,1.2,1.3,1.4,1.5,Normal,50
C165,L1,TypeA,32.18,1.03,11.41,13.41,16.41,21.41,1.14,1.34,1.64,2.14,Latent_Defect,50
C166,L1,TypeB,33.04,1.17,14.51,16.51,19.51,24.51,1.45,1.65,1.95,2.45,Latent_Defect,50
C167,L1,TypeA,25.46,1.06,8.23,8.23,8.23,8.23,0.82,0.82,0.82,0.82,High_Stable,50
C168,L1,TypeB,29.68,1.16,8.82,9.82,10.82,11.82,0.88,0.98,1.08,1.18,Normal,50
C169,L1,TypeA,26.64,1.05,8.74,9.74,10.74,11.74,0.87,0.97,1.07,1.17,Normal,50
C170,L1,TypeA,32.82,1.22,14.23,16.23,19.23,24.23,1.42,1.62,1.92,2.42,Latent_Defect,50
C171,L1,TypeC,25.09,1.09,8.53,9.53,10.53,11.53,0.85,0.95,1.05,1.15,Normal,50
C172,L1,TypeA,28.16,1.2,12.71,13.71,14.71,60.0,1.27,1.37,1.47,6.0,Absolute_Failure,50
C173,L1,TypeB,28.54,1.12,8.25,9.25,10.25,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C174,L1,TypeC,25.25,1.14,12.0,12.0,12.0,12.0,1.2,1.2,1.2,1.2,High_Stable,50
C175,L1,TypeC,25.71,1.29,11.12,12.12,31.12,33.12,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C176,L1,TypeC,27.72,1.03,12.19,13.19,32.19,34.19,1.22,1.32,3.22,3.42,Sudden_Anomaly,50
C177,L1,TypeB,34.28,1.1,14.44,15.44,34.44,36.44,1.44,1.54,3.44,3.64,Sudden_Anomaly,50
C178,L1,TypeB,34.01,1.19,11.53,12.53,31.53,33.53,1.15,1.25,3.15,3.35,Sudden_Anomaly,50
C179,L1,TypeB,27.98,1.1,8.86,8.86,8.86,8.86,0.89,0.89,0.89,0.89,High_Stable,50
C180,L1,TypeB,33.89,1.26,8.7,9.7,10.7,60.0,0.87,0.97,1.07,6.0,Absolute_Failure,50
C181,L1,TypeB,29.73,1.11,9.21,10.21,11.21,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C182,L1,TypeC,30.81,1.11,13.03,14.03,15.03,16.03,1.3,1.4,1.5,1.6,Normal,50
C183,L1,TypeB,28.34,1.19,12.17,12.17,12.17,12.17,1.22,1.22,1.22,1.22,High_Stable,50
C184,L1,TypeB,27.11,1.14,10.61,11.61,12.61,13.61,1.06,1.16,1.26,1.36,Normal,50
C185,L1,TypeA,28.43,1.06,14.36,16.36,19.36,24.36,1.44,1.64,1.94,2.44,Latent_Defect,50
C186,L1,TypeA,27.51,1.01,12.36,14.36,17.36,22.36,1.24,1.44,1.74,2.24,Latent_Defect,50
C187,L1,TypeC,27.47,1.07,9.83,10.83,29.83,31.83,0.98,1.08,2.98,3.18,Sudden_Anomaly,50
C188,L1,TypeC,33.99,1.02,13.52,14.52,15.52,60.0,1.35,1.45,1.55,6.0,Absolute_Failure,50
C189,L1,TypeB,31.07,1.01,12.99,12.99,12.99,12.99,1.3,1.3,1.3,1.3,High_Stable,50
C190,L1,TypeC,27.53,1.28,9.45,9.45,9.45,9.45,0.95,0.95,0.95,0.95,High_Stable,50
C191,L1,TypeA,26.54,1.27,14.48,14.48,14.48,14.48,1.45,1.45,1.45,1.45,High_Stable,50
C192,L1,TypeA,29.04,1.1,13.61,14.61,33.61,35.61,1.36,1.46,3.36,3.56,Sudden_Anomaly,50
C193,L1,TypeA,28.6,1.12,9.28,11.28,14.28,19.28,0.93,1.13,1.43,1.93,Latent_Defect,50
C194,L1,TypeA,30.31,1.14,8.89,9.89,10.89,11.89,0.89,0.99,1.09,1.19,Normal,50
C195,L1,TypeB,28.75,1.02,13.57,14.57,15.57,16.57,1.36,1.46,1.56,1.66,Normal,50
C196,L1,TypeB,32.35,1.3,12.89,13.89,32.89,34.89,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C197,L1,TypeB,25.83,1.16,14.09,16.09,19.09,24.09,1.41,1.61,1.91,2.41,Latent_Defect,50
C198,L1,TypeC,33.05,1.16,11.72,11.72,11.72,11.72,1.17,1.17,1.17,1.17,High_Stable,50
C199,L1,TypeA,29.84,1.18,11.85,12.85,13.85,14.85,1.18,1.28,1.38,1.48,Normal,50
C200,L1,TypeC,33.13,1.16,12.39,14.39,17.39,22.39,1.24,1.44,1.74,2.24,Latent_Defect,50
C201,L1,TypeA,33.93,1.18,12.51,14.51,17.51,22.51,1.25,1.45,1.75,2.25,Latent_Defect,50
C202,L1,TypeA,29.97,1.16,13.13,15.13,18.13,23.13,1.31,1.51,1.81,2.31,Latent_Defect,50
C203,L1,TypeA,26.69,1.22,11.24,12.24,13.24,14.24,1.12,1.22,1.32,1.42,Normal,50
C204,L1,TypeC,29.99,1.03,12.74,13.74,14.74,15.74,1.27,1.37,1.47,1.57,Normal,50
C205,L1,TypeC,26.83,1.3,11.32,12.32,13.32,14.32,1.13,1.23,1.33,1.43,Normal,50
C206,L1,TypeC,29.73,1.14,14.89,15.89,34.89,36.89,1.49,1.59,3.49,3.69,Sudden_Anomaly,50
C207,L1,TypeC,25.47,1.11,12.79,12.79,12.79,12.79,1.28,1.28,1.28,1.28,High_Stable,50
C208,L1,TypeB,34.55,1.01,10.97,11.97,12.97,60.0,1.1,1.2,1.3,6.0,Absolute_Failure,50
C209,L1,TypeC,31.14,1.13,10.96,10.96,10.96,10.96,1.1,1.1,1.1,1.1,High_Stable,50
C210,L1,TypeC,29.3,1.24,10.54,12.54,15.54,20.54,1.05,1.25,1.55,2.05,Latent_Defect,50
C211,L1,TypeC,33.61,1.2,8.3,10.3,13.3,18.3,0.83,1.03,1.33,1.83,Latent_Defect,50
C212,L1,TypeB,25.97,1.11,11.44,11.44,11.44,11.44,1.14,1.14,1.14,1.14,High_Stable,50
C213,L1,TypeC,29.41,1.26,12.06,14.06,17.06,22.06,1.21,1.41,1.71,2.21,Latent_Defect,50
C214,L1,TypeC,29.58,1.04,9.03,10.03,29.03,31.03,0.9,1.0,2.9,3.1,Sudden_Anomaly,50
C215,L1,TypeA,29.3,1.11,10.2,11.2,30.2,32.2,1.02,1.12,3.02,3.22,Sudden_Anomaly,50
C216,L1,TypeB,30.22,1.06,13.22,15.22,18.22,23.22,1.32,1.52,1.82,2.32,Latent_Defect,50
C217,L1,TypeA,32.92,1.23,8.99,10.99,13.99,18.99,0.9,1.1,1.4,1.9,Latent_Defect,50
C218,L1,TypeC,28.19,1.09,12.81,13.81,14.81,15.81,1.28,1.38,1.48,1.58,Normal,50
C219,L1,TypeA,30.24,1.3,12.04,12.04,12.04,12.04,1.2,1.2,1.2,1.2,High_Stable,50
C220,L1,TypeB,26.57,1.19,13.07,13.07,13.07,13.07,1.31,1.31,1.31,1.31,High_Stable,50
C221,L1,TypeA,33.59,1.26,8.47,9.47,10.47,11.47,0.85,0.95,1.05,1.15,Normal,50
C222,L1,TypeA,30.24,1.25,14.87,16.87,19.87,24.87,1.49,1.69,1.99,2.49,Latent_Defect,50
C223,L1,TypeB,32.85,1.03,8.01,9.01,10.01,60.0,0.8,0.9,1.0,6.0,Absolute_Failure,50
C224,L1,TypeC,27.26,1.12,8.1,9.1,28.1,30.1,0.81,0.91,2.81,3.01,Sudden_Anomaly,50
C225,L1,TypeC,25.69,1.03,9.28,11.28,14.28,19.28,0.93,1.13,1.43,1.93,Latent_Defect,50
C226,L1,TypeA,34.48,1.18,8.21,9.21,10.21,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
