component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C4016,L3,TypeA,25.78,1.05,13.97,14.97,33.97,35.97,1.4,1.5,3.4,3.6,Sudden_Anomaly,50
C4017,L3,TypeC,31.86,1.26,13.03,15.03,18.03,23.03,1.3,1.5,1.8,2.3,Latent_Defect,50
C4018,L3,TypeC,26.89,1.25,14.37,14.37,14.37,14.37,1.44,1.44,1.44,1.44,High_Stable,50
C4019,L3,TypeA,30.7,1.13,9.28,11.28,14.28,19.28,0.93,1.13,1.43,1.93,Latent_Defect,50
C4020,L3,TypeC,25.37,1.25,10.64,10.64,10.64,10.64,1.06,1.06,1.06,1.06,High_Stable,50
C4021,L3,TypeC,26.94,1.0,13.86,14.86,33.86,35.86,1.39,1.49,3.39,3.59,Sudden_Anomaly,50
C4022,L3,TypeA,25.43,1.1,9.7,10.7,11.7,60.0,0.97,1.07,1.17,6.0,Absolute_Failure,50
C4023,L3,TypeB,34.19,1.01,9.95,11.95,14.95,19.95,0.99,1.19,1.49,1.99,Latent_Defect,50
C4024,L3,TypeA,30.12,1.22,14.09,15.09,34.09,36.09,1.41,1.51,3.41,3.61,Sudden_Anomaly,50
C4025,L3,TypeA,34.68,1.25,10.54,11.54,12.54,13.54,1.05,1.15,1.25,1.35,Normal,50
C4026,L3,TypeC,31.21,1.25,14.29,15.29,16.29,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C4027,L3,TypeA,33.2,1.18,9.79,10.79,29.79,31.79,0.98,1.08,2.98,3.18,Sudden_Anomaly,50
C4028,L3,TypeC,31.64,1.09,11.01,12.01,31.01,33.01,1.1,1.2,3.1,3.3,Sudden_Anomaly,50
C4029,L3,TypeB,33.19,1.01,12.1,14.1,17.1,22.1,1.21,1.41,1.71,2.21,Latent_Defect,50
C4030,L3,TypeA,30.05,1.26,8.62,8.62,8.62,8.62,0.86,0.86,0.86,0.86,High_Stable,50
C4031,L3,TypeB,26.64,1.08,13.85,15.85,18.85,23.85,1.38,1.58,1.88,2.38,Latent_Defect,50
C4032,L3,TypeB,30.33,1.13,12.94,12.94,12.94,12.94,1.29,1.29,1.29,1.29,High_Stable,50
C4033,L3,TypeC,32.97,1.25,14.08,15.08,16.08,60.0,1.41,1.51,1.61,6.0,Absolute_Failure,50
C4034,L3,TypeA,28.48,1.03,14.08,15.08,16.08,60.0,1.41,1.51,1.61,6.0,Absolute_Failure,50
C4035,L3,TypeC,25.65,1.25,13.83,13.83,13.83,13.83,1.38,1.38,1.38,1.38,High_Stable,50
C4036,L3,TypeC,32.48,1.23,11.84,12.84,13.84,14.84,1.18,1.28,1.38,1.48,Normal,50
C4037,L3,TypeB,26.48,1.25,13.43,14.43,15.43,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C4038,L3,TypeC,28.04,1.16,13.6,14.6,33.6,35.6,1.36,1.46,3.36,3.56,Sudden_Anomaly,50
C4039,L3,TypeC,29.35,1.04,14.65,14.65,14.65,14.65,1.46,1.46,1.46,1.46,High_Stable,50
C4040,L3,TypeB,28.69,1.13,12.68,13.68,32.68,34.68,1.27,1.37,3.27,3.47,Sudden_Anomaly,50
C4041,L3,TypeB,33.16,1.03,8.8,9.8,28.8,30.8,0.88,0.98,2.88,3.08,Sudden_Anomaly,50
C4042,L3,TypeB,26.61,1.25,14.62,14.62,14.62,14.62,1.46,1.46,1.46,1.46,High_Stable,50
C4043,L3,TypeC,26.08,1.21,8.76,9.76,10.76,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C4044,L3,TypeC,28.67,1.04,12.96,14.96,17.96,22.96,1.3,1.5,1.8,2.3,Latent_Defect,50
C4045,L3,TypeB,29.64,1.26,13.67,13.67,13.67,13.67,1.37,1.37,1.37,1.37,High_Stable,50
C4046,L3,TypeB,26.39,1.19,9.44,9.44,9.44,9.44,0.94,0.94,0.94,0.94,High_Stable,50
C4047,L3,TypeC,31.59,1.18,10.58,11.58,12.58,60.0,1.06,1.16,1.26,6.0,Absolute_Failure,50
C4048,L3,TypeB,34.01,1.23,9.88,11.88,14.88,19.88,0.99,1.19,1.49,1.99,Latent_Defect,50
C4049,L3,TypeB,26.4,1.02,14.27,15.27,16.27,60.0,1.43,1.53,1.63,6.0,Absolute_Failure,50
C4050,L3,TypeB,32.28,1.22,12.9,13.9,14.9,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50
C4051,L3,TypeB,30.97,1.07,14.83,16.83,19.83,24.83,1.48,1.68,1.98,2.48,Latent_Defect,50
C4052,L3,TypeA,33.71,1.18,11.99,12.99,13.99,14.99,1.2,1.3,1.4,1.5,Normal,50
C4053,L3,TypeB,31.09,1.03,11.76,11.76,11.76,11.76,1.18,1.18,1.18,1.18,High_Stable,50
C4054,L3,TypeA,29.05,1.07,10.79,12.79,15.79,20.79,1.08,1.28,1.58,2.08,Latent_Defect,50
C4055,L3,TypeA,34.99,1.19,10.83,11.83,30.83,32.83,1.08,1.18,3.08,3.28,Sudden_Anomaly,50
C4056,L3,TypeC,27.41,1.22,12.06,14.06,17.06,22.06,1.21,1.41,1.71,2.21,Latent_Defect,50
C4057,L3,TypeA,31.41,1.07,8.79,8.79,8.79,8.79,0.88,0.88,0.88,0.88,High_Stable,50
C4058,L3,TypeA,28.6,1.21,13.06,14.06,33.06,35.06,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C4059,L3,TypeA,31.57,1.11,14.62,14.62,14.62,14.62,1.46,1.46,1.46,1.46,High_Stable,50
C4060,L3,TypeA,25.92,1.1,9.89,10.89,11.89,60.0,0.99,1.09,1.19,6.0,Absolute_Failure,50
C4061,L3,TypeC,28.72,1.23,8.02,9.02,10.02,11.02,0.8,0.9,1.0,1.1,Normal,50
C4062,L3,TypeA,27.7,1.11,12.35,12.35,12.35,12.35,1.24,1.24,1.24,1.24,High_Stable,50
C4063,L3,TypeC,33.95,1.13,13.84,14.84,15.84,60.0,1.38,1.48,1.58,6.0,Absolute_Failure,50
C4064,L3,TypeA,26.43,1.12,13.07,15.07,18.07,23.07,1.31,1.51,1.81,2.31,Latent_Defect,50
C4065,L3,TypeB,31.31,1.13,12.18,13.18,14.18,60.0,1.22,1.32,1.42,6.0,Absolute_Failure,50
C4066,L3,TypeC,25.64,1.22,13.8,14.8,15.8,16.8,1.38,1.48,1.58,1.68,Normal,50
C4067,L3,TypeA,33.86,1.24,12.64,12.64,12.64,12.64,1.26,1.26,1.26,1.26,High_Stable,50
C4068,L3,TypeB,34.21,1.1,9.46,10.46,29.46,31.46,0.95,1.05,2.95,3.15,Sudden_Anomaly,50
C4069,L3,TypeC,31.28,1.25,9.77,10.77,29.77,31.77,0.98,1.08,2.98,3.18,Sudden_Anomaly,50
C4070,L3,TypeA,31.56,1.17,13.29,14.29,15.29,60.0,1.33,1.43,1.53,6.0,Absolute_Failure,50
C4071,L3,TypeB,27.23,1.28,11.9,12.9,13.9,14.9,1.19,1.29,1.39,1.49,Normal,50
C4072,L3,TypeB,29.46,1.26,10.61,11.61,12.61,13.61,1.06,1.16,1.26,1.36,Normal,50
C4073,L3,TypeA,30.4,1.29,13.0,14.0,15.0,60.0,1.3,1.4,1.5,6.0,Absolute_Failure,50
C4074,L3,TypeA,28.48,1.03,14.53,16.53,19.53,24.53,1.45,1.65,1.95,2.45,Latent_Defect,50
C4075,L3,TypeC,27.58,1.13,8.85,9.85,10.85,11.85,0.88,0.98,1.08,1.18,Normal,50
C4076,L3,TypeC,25.52,1.05,11.2,12.2,13.2,60.0,1.12,1.22,1.32,6.0,Absolute_Failure,50
C4077,L3,TypeC,31.14,1.28,11.0,12.0,13.0,14.0,1.1,1.2,1.3,1.4,Normal,50
C4078,L3,TypeA,34.95,1.12,13.86,14.86,33.86,35.86,1.39,1.49,3.39,3.59,Sudden_Anomaly,50
C4079,L3,TypeA,30.68,1.22,13.86,14.86,15.86,16.86,1.39,1.49,1.59,1.69,Normal,50
C4080,L3,TypeA,29.25,1.02,8.25,9.25,28.25,30.25,0.82,0.92,2.82,3.02,Sudden_Anomaly,50
C4081,L3,TypeC,29.85,1.15,12.58,14.58,17.58,22.58,1.26,1.46,1.76,2.26,Latent_Defect,50
C4082,L3,TypeB,29.39,1.25,14.69,15.69,16.69,17.69,1.47,1.57,1.67,1.77,Normal,50
C4083,L3,TypeB,30.87,1.12,12.24,14.24,17.24,22.24,1.22,1.42,1.72,2.22,Latent_Defect,50
C4084,L3,TypeB,25.01,1.08,10.29,12.29,15.29,20.29,1.03,1.23,1.53,2.03,Latent_Defect,50
C4085,L3,TypeC,26.94,1.1,13.95,15.95,18.95,23.95,1.4,1.6,1.9,2.4,Latent_Defect,50
C4086,L3,TypeB,32.61,1.23,8.56,8.56,8.56,8.56,0.86,0.86,0.86,0.86,High_Stable,50
C4087,L3,TypeC,31.39,1.15,12.09,14.09,17.09,22.09,1.21,1.41,1.71,2.21,Latent_Defect,50
C4088,L3,TypeB,33.02,1.06,9.91,11.91,14.91,19.91,0.99,1.19,1.49,1.99,Latent_Defect,50
C4089,L3,TypeC,30.17,1.22,10.54,11.54,12.54,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C4090,L3,TypeC,28.8,1.29,8.21,10.21,13.21,18.21,0.82,1.02,1.32,1.82,Latent_Defect,50
C4091,L3,TypeA,27.97,1.04,10.63,10.63,10.63,10.63,1.06,1.06,1.06,1.06,High_Stable,50
C4092,L3,TypeC,32.27,1.11,14.04,15.04,16.04,17.04,1.4,1.5,1.6,1.7,Normal,50
C4093,L3,TypeB,32.0,1.12,11.47,12.47,13.47,14.47,1.15,1.25,1.35,1.45,Normal,50
C4094,L3,TypeA,33.76,1.29,12.91,14.91,17.91,22.91,1.29,1.49,1.79,2.29,Latent_Defect,50
C4095,L3,TypeB,27.95,1.29,11.21,12.21,13.21,60.0,1.12,1.22,1.32,6.0,Absolute_Failure,50
C4096,L3,TypeB,27.06,1.27,8.78,10.78,13.78,18.78,0.88,1.08,1.38,1.88,Latent_Defect,50
C4097,L3,TypeB,28.62,1.22,8.63,10.63,13.63,18.63,0.86,1.06,1.36,1.86,Latent_Defect,50
C4098,L3,TypeA,34.85,1.26,11.39,12.39,13.39,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C4099,L3,TypeA,29.41,1.22,11.69,12.69,13.69,14.69,1.17,1.27,1.37,1.47,Normal,50
C4100,L3,TypeC,33.33,1.26,13.96,14.96,15.96,16.96,1.4,1.5,1.6,1.7,Normal,50
C4101,L3,TypeB,27.55,1.12,11.26,12.26,13.26,60.0,1.13,1.23,1.33,6.0,Absolute_Failure,50
C4102,L3,TypeB,31.96,1.15,11.57,12.57,13.57,14.57,1.16,1.26,1.36,1.46,Normal,50
C4103,L3,TypeA,28.67,1.11,8.9,8.9,8.9,8.9,0.89,0.89,0.89,0.89,High_Stable,50
C4104,L3,TypeB,33.9,1.04,9.89,11.89,14.89,19.89,0.99,1.19,1.49,1.99,Latent_Defect,50
C4105,L3,TypeA,32.97,1.19,10.9,11.9,12.9,13.9,1.09,1.19,1.29,1.39,Normal,50
C4106,L3,TypeA,25.3,1.27,10.3,11.3,12.3,60.0,1.03,1.13,1.23,6.0,Absolute_Failure,50
C4107,L3,TypeA,33.59,1.22,14.68,15.68,16.68,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50
C4108,L3,TypeC,25.74,1.3,13.22,13.22,13.22,13.22,1.32,1.32,1.32,1.32,High_Stable,50
C4109,L3,TypeA,31.13,1.15,13.48,14.48,33.48,35.48,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C4110,L3,TypeB,26.42,1.05,13.33,14.33,33.33,35.33,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C4111,L3,TypeA,28.24,1.2,8.88,10.88,13.88,18.88,0.89,1.09,1.39,1.89,Latent_Defect,50
C4112,L3,TypeB,30.9,1.22,8.25,9.25,10.25,60.0,0.82,0.92,1.02,6.0,Absolute_Failure,50
C4113,L3,TypeB,26.72,1.16,13.19,14.19,33.19,35.19,1.32,1.42,3.32,3.52,Sudden_Anomaly,50
C4114,L3,TypeA,34.88,1.27,13.33,15.33,18.33,23.33,1.33,1.53,1.83,2.33,Latent_Defect,50
C4115,L3,TypeA,30.16,1.04,14.53,15.53,34.53,36.53,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C4116,L3,TypeB,29.48,1.25,14.07,15.07,16.07,17.07,1.41,1.51,1.61,1.71,Normal,50
C4117,L3,TypeC,28.05,1.19,11.98,13.98,16.98,21.98,1.2,1.4,1.7,2.2,Latent_Defect,50
C4118,L3,TypeA,27.33,1.23,10.65,10.65,10.65,10.65,1.07,1.07,1.07,1.07,High_Stable,50
C4119,L3,TypeB,25.06,1.17,8.07,9.07,10.07,60.0,0.81,0.91,1.01,6.0,Absolute_Failure,50
C4120,L3,TypeB,28.4,1.12,9.66,11.66,14.66,19.66,0.97,1.17,1.47,1.97,Latent_Defect,50
C4121,L3,TypeC,29.19,1.19,12.6,12.6,12.6,12.6,1.26,1.26,1.26,1.26,High_Stable,50
C4122,L3,TypeA,26.13,1.24,13.61,13.61,13.61,13.61,1.36,1.36,1.36,1.36,High_Stable,50
C4123,L3,TypeC,32.83,1.02,11.6,12.6,13.6,60.0,1.16,1.26,1.36,6.0,Absolute_Failure,50
C4124,L3,TypeA,25.93,1.18,11.63,12.63,13.63,14.63,1.16,1.26,1.36,1.46,Normal,50
C4125,L3,TypeA,31.16,1.15,13.68,15.68,18.68,23.68,1.37,1.57,1.87,2.37,Latent_Defect,50
C4126,L3,TypeC,32.58,1.13,13.18,14.18,33.18,35.18,1.32,1.42,3.32,3.52,Sudden_Anomaly,50
C4127,L3,TypeA,33.27,1.08,8.7,10.7,13.7,18.7,0.87,1.07,1.37,1.87,Latent_Defect,50
C4128,L3,TypeA,32.1,1.11,12.33,13.33,14.33,60.0,1.23,1.33,1.43,6.0,Absolute_Failure,50
C4129,L3,TypeA,30.45,1.12,13.33,14.33,15.33,60.0,1.33,1.43,1.53,6.0,Absolute_Failure,50
C4130,L3,TypeB,26.73,1.3,12.16,12.16,12.16,12.16,1.22,1.22,1.22,1.22,High_Stable,50
C4131,L3,TypeC,27.4,1.29,10.38,12.38,15.38,20.38,1.04,1.24,1.54,2.04,Latent_Defect,50
C4132,L3,TypeB,26.28,1.0,12.91,13.91,32.91,34.91,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C4133,L3,TypeB,30.91,1.24,12.61,13.61,32.61,34.61,1.26,1.36,3.26,3.46,Sudden_Anomaly,50
C4134,L3,TypeA,31.87,1.19,8.16,9.16,10.16,11.16,0.82,0.92,1.02,1.12,Normal,50
C4135,L3,TypeC,25.92,1.28,14.25,14.25,14.25,14.25,1.42,1.42,1.42,1.42,High_Stable,50
C4136,L3,TypeA,33.45,1.18,13.29,13.29,13.29,13.29,1.33,1.33,1.33,1.33,High_Stable,50
C4137,L3,TypeC,29.68,1.04,9.35,9.35,9.35,9.35,0.94,0.94,0.94,0.94,High_Stable,50
C4138,L3,TypeC,30.15,1.18,11.23,11.23,11.23,11.23,1.12,1.12,1.12,1.12,High_Stable,50
C4139,L3,TypeA,27.03,1.22,13.63,14.63,15.63,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50
C4140,L3,TypeA,33.83,1.29,8.49,9.49,10.49,60.0,0.85,0.95,1.05,6.0,Absolute_Failure,50
C4141,L3,TypeA,28.77,1.14,14.71,14.71,14.71,14.71,1.47,1.47,1.47,1.47,High_Stable,50
C4142,L3,TypeA,29.43,1.12,13.56,14.56,15.56,60.0,1.36,1.46,1.56,6.0,Absolute_Failure,50
C4143,L3,TypeA,30.54,1.27,13.53,14.53,15.53,16.53,1.35,1.45,1.55,1.65,Normal,50
C4144,L3,TypeA,30.88,1.04,8.69,10.69,13.69,18.69,0.87,1.07,1.37,1.87,Latent_Defect,50
C4145,L3,TypeB,31.74,1.26,10.24,11.24,30.24,32.24,1.02,1.12,3.02,3.22,Sudden_Anomaly,50
C4146,L3,TypeC,26.35,1.29,10.1,11.1,12.1,60.0,1.01,1.11,1.21,6.0,Absolute_Failure,50
C4147,L3,TypeC,31.22,1.18,12.64,13.64,14.64,60.0,1.26,1.36,1.46,6.0,Absolute_Failure,50
C4148,L3,TypeC,27.58,1.1,13.72,14.72,33.72,35.72,1.37,1.47,3.37,3.57,Sudden_Anomaly,50
C4149,L3,TypeC,32.53,1.03,11.02,13.02,16.02,21.02,1.1,1.3,1.6,2.1,Latent_Defect,50
C4150,L3,TypeB,29.35,1.2,8.77,9.77,10.77,11.77,0.88,0.98,1.08,1.18,Normal,50
C4151,L3,TypeB,28.85,1.11,12.4,13.4,14.4,15.4,1.24,1.34,1.44,1.54,Normal,50
C4152,L3,TypeB,31.95,1.19,10.92,11.92,12.92,13.92,1.09,1.19,1.29,1.39,Normal,50
C4153,L3,TypeA,29.91,1.14,9.6,11.6,14.6,19.6,0.96,1.16,1.46,1.96,Latent_Defect,50
C4154,L3,TypeC,33.3,1.02,11.03,12.03,13.03,14.03,1.1,1.2,1.3,1.4,Normal,50
C4155,L3,TypeA,31.21,1.02,14.87,15.87,16.87,17.87,1.49,1.59,1.69,1.79,Normal,50
C4156,L3,TypeA,30.65,1.02,10.71,10.71,10.71,10.71,1.07,1.07,1.07,1.07,High_Stable,50
C4157,L3,TypeA,34.75,1.1,8.57,10.57,13.57,18.57,0.86,1.06,1.36,1.86,Latent_Defect,50
C4158,L3,TypeC,25.73,1.04,12.21,12.21,12.21,12.21,1.22,1.22,1.22,1.22,High_Stable,50
C4159,L3,TypeB,27.0,1.17,12.19,14.19,17.19,22.19,1.22,1.42,1.72,2.22,Latent_Defect,50
C4160,L3,TypeA,32.38,1.24,8.03,9.03,10.03,60.0,0.8,0.9,1.0,6.0,Absolute_Failure,50
C4161,L3,TypeB,34.35,1.17,11.21,11.21,11.21,11.21,1.12,1.12,1.12,1.12,High_Stable,50
C4162,L3,TypeA,28.53,1.23,10.6,12.6,15.6,20.6,1.06,1.26,1.56,2.06,Latent_Defect,50
C4163,L3,TypeB,26.49,1.27,12.4,13.4,14.4,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C4164,L3,TypeC,26.04,1.28,12.42,13.42,14.42,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C4165,L3,TypeA,34.87,1.03,14.31,15.31,16.31,17.31,1.43,1.53,1.63,1.73,Normal,50
C4166,L3,TypeC,28.53,1.05,13.36,14.36,15.36,16.36,1.34,1.44,1.54,1.64,Normal,50
C4167,L3,TypeB,25.18,1.13,8.12,9.12,28.12,30.12,0.81,0.91,2.81,3.01,Sudden_Anomaly,50
C4168,L3,TypeC,26.33,1.11,8.91,9.91,10.91,60.0,0.89,0.99,1.09,6.0,Absolute_Failure,50
C4169,L3,TypeB,33.06,1.28,13.51,13.51,13.51,13.51,1.35,1.35,1.35,1.35,High_Stable,50
C4170,L3,TypeA,33.66,1.1,11.69,12.69,31.69,33.69,1.17,1.27,3.17,3.37,Sudden_Anomaly,50
C4171,L3,TypeC,31.95,1.06,11.81,12.81,13.81,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C4172,L3,TypeC,33.27,1.17,10.19,11.19,12.19,60.0,1.02,1.12,1.22,6.0,Absolute_Failure,50
C4173,L3,TypeA,32.76,1.21,13.21,13.21,13.21,13.21,1.32,1.32,1.32,1.32,High_Stable,50
C4174,L3,TypeB,25.28,1.12,14.28,16.28,19.28,24.28,1.43,1.63,1.93,2.43,Latent_Defect,50
C4175,L3,TypeA,27.03,1.19,9.39,10.39,11.39,12.39,0.94,1.04,1.14,1.24,Normal,50
C4176,L3,TypeA,25.13,1.25,8.55,9.55,28.55,30.55,0.86,0.96,2.86,3.06,Sudden_Anomaly,50
C4177,L3,TypeB,27.53,1.06,10.61,11.61,12.61,60.0,1.06,1.16,1.26,6.0,Absolute_Failure,50
C4178,L3,TypeC,25.93,1.29,12.18,13.18,14.18,60.0,1.22,1.32,1.42,6.0,Absolute_Failure,50
C4179,L3,TypeA,31.23,1.12,9.6,10.6,11.6,12.6,0.96,1.06,1.16,1.26,Normal,50
C4180,L3,TypeC,32.03,1.06,11.22,12.22,13.22,60.0,1.12,1.22,1.32,6.0,Absolute_Failure,50
C4181,L3,TypeB,30.84,1.14,8.7,9.7,10.7,11.7,0.87,0.97,1.07,1.17,Normal,50
C4182,L3,TypeB,28.03,1.05,14.23,15.23,16.23,60.0,1.42,1.52,1.62,6.0,Absolute_Failure,50
C4183,L3,TypeC,33.25,1.29,8.72,9.72,10.72,11.72,0.87,0.97,1.07,1.17,Normal,50
C4184,L3,TypeC,26.94,1.23,10.78,10.78,10.78,10.78,1.08,1.08,1.08,1.08,High_Stable,50
C4185,L3,TypeB,33.51,1.14,9.55,10.55,11.55,60.0,0.95,1.05,1.15,6.0,Absolute_Failure,50
C4186,L3,TypeC,27.35,1.25,13.26,14.26,33.26,35.26,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C4187,L3,TypeC,25.89,1.24,11.26,12.26,31.26,33.26,1.13,1.23,3.13,3.33,Sudden_Anomaly,50
C4188,L3,TypeA,27.24,1.23,13.8,14.8,15.8,16.8,1.38,1.48,1.58,1.68,Normal,50
C4189,L3,TypeB,25.07,1.16,13.88,14.88,15.88,16.88,1.39,1.49,1.59,1.69,Normal,50
C4190,L3,TypeC,26.79,1.01,9.71,10.71,11.71,12.71,0.97,1.07,1.17,1.27,Normal,50
C4191,L3,TypeB,29.54,1.3,13.22,15.22,18.22,23.22,1.32,1.52,1.82,2.32,Latent_Defect,50
C4192,L3,TypeC,27.67,1.05,8.55,9.55,10.55,11.55,0.85,0.95,1.05,1.15,Normal,50
C4193,L3,TypeB,34.02,1.15,11.58,13.58,16.58,21.58,1.16,1.36,1.66,2.16,Latent_Defect,50
C4194,L3,TypeB,27.64,1.21,13.88,14.88,15.88,16.88,1.39,1.49,1.59,1.69,Normal,50
C4195,L3,TypeC,31.88,1.07,10.65,11.65,12.65,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50
C4196,L3,TypeC,32.82,1.13,12.66,13.66,14.66,60.0,1.27,1.37,1.47,6.0,Absolute_Failure,50
C4197,L3,TypeB,32.98,1.05,11.3,12.3,13.3,14.3,1.13,1.23,1.33,1.43,Normal,50
C4198,L3,TypeA,26.82,1.29,14.81,15.81,16.81,60.0,1.48,1.58,1.68,6.0,Absolute_Failure,50
C4199,L3,TypeB,26.8,1.11,10.26,12.26,15.26,20.26,1.03,1.23,1.53,2.03,Latent_Defect,50
C4200,L3,TypeC,32.51,1.23,13.06,14.06,33.06,35.06,1.31,1.41,3.31,3.51,Sudden_Anomaly,50
C4201,L3,TypeC,31.91,1.26,9.79,10.79,11.79,12.79,0.98,1.08,1.18,1.28,Normal,50
C4202,L3,TypeB,25.87,1.21,12.06,14.06,17.06,22.06,1.21,1.41,1.71,2.21,Latent_Defect,50
C4203,L3,TypeB,30.7,1.17,14.77,14.77,14.77,14.77,1.48,1.48,1.48,1.48,High_Stable,50
C4204,L3,TypeA,27.02,1.17,11.68,12.68,31.68,33.68,1.17,1.27,3.17,3.37,Sudden_Anomaly,50
C4205,L3,TypeB,34.99,1.04,11.84,12.84,13.84,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C4206,L3,TypeC,25.54,1.26,9.57,9.57,9.57,9.57,0.96,0.96,0.96,0.96,High_Stable,50
C4207,L3,TypeC,29.79,1.02,11.82,12.82,13.82,60.0,1.18,1.28,1.38,6.0,Absolute_Failure,50
C4208,L3,TypeB,33.64,1.28,8.21,8.21,8.21,8.21,0.82,0.82,0.82,0.82,High_Stable,50
C4209,L3,TypeB,34.68,1.08,11.88,12.88,31.88,33.88,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C4210,L3,TypeA,27.14,1.11,14.43,15.43,16.43,60.0,1.44,1.54,1.64,6.0,Absolute_Failure,50
C4211,L3,TypeC,34.28,1.09,14.36,15.36,16.36,60.0,1.44,1.54,1.64,6.0,Absolute_Failure,50
C4212,L3,TypeA,29.86,1.07,8.48,8.48,8.48,8.48,0.85,0.85,0.85,0.85,High_Stable,50
C4213,L3,TypeA,25.49,1.28,10.66,11.66,12.66,60.0,1.07,1.17,1.27,6.0,Absolute_Failure,50
C4214,L3,TypeC,25.82,1.12,11.16,12.16,13.16,14.16,1.12,1.22,1.32,1.42,Normal,50
C4215,L3,TypeC,29.27,1.09,9.95,11.95,14.95,19.95,1.0,1.2,1.5,2.0,Latent_Defect,50
C4216,L3,TypeB,29.74,1.07,13.57,15.57,18.57,23.57,1.36,1.56,1.86,2.36,Latent_Defect,50
C4217,L3,TypeA,29.58,1.04,13.93,13.93,13.93,13.93,1.39,1.39,1.39,1.39,High_Stable,50
C4218,L3,TypeC,29.03,1.14,14.68,16.68,19.68,24.68,1.47,1.67,1.97,2.47,Latent_Defect,50
C4219,L3,TypeC,30.31,1.23,11.98,12.98,31.98,33.98,1.2,1.3,3.2,3.4,Sudden_Anomaly,50
C4220,L3,TypeA,27.22,1.14,14.2,14.2,14.2,14.2,1.42,1.42,1.42,1.42,High_Stable,50
C4221,L3,TypeC,26.38,1.12,14.55,15.55,34.55,36.55,1.46,1.56,3.46,3.66,Sudden_Anomaly,50
C4222,L3,TypeA,25.36,1.25,8.98,8.98,8.98,8.98,0.9,0.9,0.9,0.9,High_Stable,50
C4223,L3,TypeA,25.54,1.27,9.98,10.98,11.98,60.0,1.0,1.1,1.2,6.0,Absolute_Failure,50
