component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA
C10025,L6,TypeC,33.28,1.16,11.6,12.6,31.6,33.6,1.16,1.26,3.16,3.36,Sudden_Anomaly,50
C10026,L6,TypeB,34.8,1.27,9.75,9.75,9.75,9.75,0.98,0.98,0.98,0.98,High_Stable,50
C10027,L6,TypeC,32.15,1.12,12.9,13.9,14.9,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50
C10028,L6,TypeB,34.96,1.21,9.25,11.25,14.25,19.25,0.93,1.13,1.43,1.93,Latent_Defect,50
C10029,L6,TypeC,32.73,1.26,13.78,14.78,33.78,35.78,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C10030,L6,TypeA,34.53,1.15,14.2,15.2,16.2,17.2,1.42,1.52,1.62,1.72,Normal,50
C10031,L6,TypeC,29.85,1.18,10.6,12.6,15.6,20.6,1.06,1.26,1.56,2.06,Latent_Defect,50
C10032,L6,TypeC,25.26,1.16,14.52,15.52,34.52,36.52,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C10033,L6,TypeC,30.8,1.19,8.57,9.57,10.57,11.57,0.86,0.96,1.06,1.16,Normal,50
C10034,L6,TypeB,32.87,1.27,11.54,11.54,11.54,11.54,1.15,1.15,1.15,1.15,High_Stable,50
C10035,L6,TypeA,33.26,1.23,10.11,10.11,10.11,10.11,1.01,1.01,1.01,1.01,High_Stable,50
C10036,L6,TypeA,29.54,1.3,14.75,14.75,14.75,14.75,1.48,1.48,1.48,1.48,High_Stable,50
C10037,L6,TypeC,30.4,1.04,9.02,11.02,14.02,19.02,0.9,1.1,1.4,1.9,Latent_Defect,50
C10038,L6,TypeA,31.94,1.17,12.5,12.5,12.5,12.5,1.25,1.25,1.25,1.25,High_Stable,50
C10039,L6,TypeA,29.82,1.11,12.35,13.35,32.35,34.35,1.24,1.34,3.24,3.44,Sudden_Anomaly,50
C10040,L6,TypeA,26.02,1.05,13.45,13.45,13.45,13.45,1.35,1.35,1.35,1.35,High_Stable,50
C10041,L6,TypeA,31.72,1.04,14.57,15.57,16.57,60.0,1.46,1.56,1.66,6.0,Absolute_Failure,50
C10042,L6,TypeB,31.41,1.01,8.94,9.94,10.94,11.94,0.89,0.99,1.09,1.19,Normal,50
C10043,L6,TypeA,34.39,1.18,9.99,10.99,11.99,12.99,1.0,1.1,1.2,1.3,Normal,50
C10044,L6,TypeB,34.68,1.02,9.48,10.48,29.48,31.48,0.95,1.05,2.95,3.15,Sudden_Anomaly,50
C10045,L6,TypeB,27.57,1.28,12.01,13.01,32.01,34.01,1.2,1.3,3.2,3.4,Sudden_Anomaly,50
C10046,L6,TypeC,30.35,1.15,8.89,9.89,28.89,30.89,0.89,0.99,2.89,3.09,Sudden_Anomaly,50
C10047,L6,TypeB,32.53,1.04,9.69,10.69,29.69,31.69,0.97,1.07,2.97,3.17,Sudden_Anomaly,50
C10048,L6,TypeB,28.97,1.17,8.38,9.38,28.38,30.38,0.84,0.94,2.84,3.04,Sudden_Anomaly,50
C10049,L6,TypeB,33.03,1.1,9.21,9.21,9.21,9.21,0.92,0.92,0.92,0.92,High_Stable,50
C10050,L6,TypeC,28.07,1.27,14.76,15.76,16.76,17.76,1.48,1.58,1.68,1.78,Normal,50
C10051,L6,TypeC,30.67,1.08,8.73,9.73,28.73,30.73,0.87,0.97,2.87,3.07,Sudden_Anomaly,50
C10052,L6,TypeC,31.84,1.04,12.08,13.08,14.08,15.08,1.21,1.31,1.41,1.51,Normal,50
C10053,L6,TypeC,26.98,1.02,12.78,13.78,32.78,34.78,1.28,1.38,3.28,3.48,Sudden_Anomaly,50
C10054,L6,TypeA,27.18,1.08,13.35,14.35,15.35,16.35,1.34,1.44,1.54,1.64,Normal,50
C10055,L6,TypeC,29.6,1.09,14.75,15.75,16.75,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50
C10056,L6,TypeB,33.26,1.09,12.02,13.02,14.02,15.02,1.2,1.3,1.4,1.5,Normal,50
C10057,L6,TypeB,31.76,1.22,14.16,16.16,19.16,24.16,1.42,1.62,1.92,2.42,Latent_Defect,50
C10058,L6,TypeA,25.66,1.07,12.85,13.85,32.85,34.85,1.29,1.39,3.29,3.49,Sudden_Anomaly,50
C10059,L6,TypeB,29.09,1.26,14.76,16.76,19.76,24.76,1.48,1.68,1.98,2.48,Latent_Defect,50
C10060,L6,TypeC,25.81,1.2,8.32,8.32,8.32,8.32,0.83,0.83,0.83,0.83,High_Stable,50
C10061,L6,TypeB,26.5,1.24,10.34,12.34,15.34,20.34,1.03,1.23,1.53,2.03,Latent_Defect,50
C10062,L6,TypeB,26.64,1.03,13.79,13.79,13.79,13.79,1.38,1.38,1.38,1.38,High_Stable,50
C10063,L6,TypeA,28.03,1.05,13.54,14.54,15.54,16.54,1.35,1.45,1.55,1.65,Normal,50
C10064,L6,TypeB,32.68,1.28,11.94,12.94,13.94,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C10065,L6,TypeA,27.81,1.03,14.2,16.2,19.2,24.2,1.42,1.62,1.92,2.42,Latent_Defect,50
C10066,L6,TypeA,28.86,1.29,12.65,14.65,17.65,22.65,1.26,1.46,1.76,2.26,Latent_Defect,50
C10067,L6,TypeA,31.59,1.22,14.66,16.66,19.66,24.66,1.47,1.67,1.97,2.47,Latent_Defect,50
C10068,L6,TypeB,26.9,1.07,14.53,16.53,19.53,24.53,1.45,1.65,1.95,2.45,Latent_Defect,50
C10069,L6,TypeB,34.92,1.06,10.57,11.57,30.57,32.57,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C10070,L6,TypeB,27.42,1.09,13.45,15.45,18.45,23.45,1.34,1.54,1.84,2.34,Latent_Defect,50
C10071,L6,TypeC,27.48,1.03,11.13,12.13,13.13,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50
C10072,L6,TypeA,29.25,1.11,14.38,14.38,14.38,14.38,1.44,1.44,1.44,1.44,High_Stable,50
C10073,L6,TypeB,27.89,1.21,11.77,12.77,13.77,14.77,1.18,1.28,1.38,1.48,Normal,50
C10074,L6,TypeA,27.45,1.21,13.2,15.2,18.2,23.2,1.32,1.52,1.82,2.32,Latent_Defect,50
C10075,L6,TypeC,34.34,1.29,9.36,9.36,9.36,9.36,0.94,0.94,0.94,0.94,High_Stable,50
C10076,L6,TypeA,26.78,1.11,10.91,11.91,12.91,13.91,1.09,1.19,1.29,1.39,Normal,50
C10077,L6,TypeC,30.59,1.2,13.61,15.61,18.61,23.61,1.36,1.56,1.86,2.36,Latent_Defect,50
C10078,L6,TypeC,30.21,1.25,11.33,12.33,13.33,60.0,1.13,1.23,1.33,6.0,Absolute_Failure,50
C10079,L6,TypeA,26.03,1.13,9.5,9.5,9.5,9.5,0.95,0.95,0.95,0.95,High_Stable,50
C10080,L6,TypeC,31.12,1.07,9.55,9.55,9.55,9.55,0.96,0.96,0.96,0.96,High_Stable,50
C10081,L6,TypeC,32.02,1.1,12.55,13.55,32.55,34.55,1.26,1.36,3.26,3.46,Sudden_Anomaly,50
C10082,L6,TypeC,26.69,1.29,10.97,10.97,10.97,10.97,1.1,1.1,1.1,1.1,High_Stable,50
C10083,L6,TypeC,27.97,1.19,12.57,13.57,32.57,34.57,1.26,1.36,3.26,3.46,Sudden_Anomaly,50
C10084,L6,TypeA,28.63,1.29,13.39,14.39,15.39,60.0,1.34,1.44,1.54,6.0,Absolute_Failure,50
C10085,L6,TypeA,30.95,1.07,13.08,14.08,15.08,60.0,1.31,1.41,1.51,6.0,Absolute_Failure,50
C10086,L6,TypeB,25.95,1.03,13.27,14.27,33.27,35.27,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C10087,L6,TypeB,29.86,1.04,8.34,10.34,13.34,18.34,0.83,1.03,1.33,1.83,Latent_Defect,50
C10088,L6,TypeA,33.46,1.23,12.41,12.41,12.41,12.41,1.24,1.24,1.24,1.24,High_Stable,50
C10089,L6,TypeB,29.99,1.15,8.55,9.55,10.55,60.0,0.86,0.96,1.06,6.0,Absolute_Failure,50
C10090,L6,TypeB,28.02,1.25,11.54,12.54,13.54,60.0,1.15,1.25,1.35,6.0,Absolute_Failure,50
C10091,L6,TypeB,28.76,1.04,14.19,15.19,34.19,36.19,1.42,1.52,3.42,3.62,Sudden_Anomaly,50
C10092,L6,TypeA,29.06,1.1,9.53,10.53,29.53,31.53,0.95,1.05,2.95,3.15,Sudden_Anomaly,50
C10093,L6,TypeA,31.51,1.08,11.94,12.94,13.94,60.0,1.19,1.29,1.39,6.0,Absolute_Failure,50
C10094,L6,TypeC,33.24,1.18,12.46,13.46,32.46,34.46,1.25,1.35,3.25,3.45,Sudden_Anomaly,50
C10095,L6,TypeB,27.32,1.12,8.6,10.6,13.6,18.6,0.86,1.06,1.36,1.86,Latent_Defect,50
C10096,L6,TypeA,32.93,1.21,13.74,14.74,15.74,16.74,1.37,1.47,1.57,1.67,Normal,50
C10097,L6,TypeA,29.29,1.13,12.81,13.81,14.81,15.81,1.28,1.38,1.48,1.58,Normal,50
C10098,L6,TypeA,31.29,1.28,11.69,12.69,13.69,14.69,1.17,1.27,1.37,1.47,Normal,50
C10099,L6,TypeC,26.9,1.29,12.39,13.39,14.39,15.39,1.24,1.34,1.44,1.54,Normal,50
C10100,L6,TypeC,27.37,1.23,12.66,12.66,12.66,12.66,1.27,1.27,1.27,1.27,High_Stable,50
C10101,L6,TypeB,29.98,1.28,14.95,16.95,19.95,24.95,1.5,1.7,2.0,2.5,Latent_Defect,50
C10102,L6,TypeA,30.54,1.01,11.91,12.91,31.91,33.91,1.19,1.29,3.19,3.39,Sudden_Anomaly,50
C10103,L6,TypeB,33.15,1.1,9.77,10.77,11.77,12.77,0.98,1.08,1.18,1.28,Normal,50
C10104,L6,TypeC,33.68,1.05,11.5,13.5,16.5,21.5,1.15,1.35,1.65,2.15,Latent_Defect,50
C10105,L6,TypeA,32.7,1.02,12.91,13.91,14.91,15.91,1.29,1.39,1.49,1.59,Normal,50
C10106,L6,TypeC,28.85,1.12,11.47,12.47,31.47,33.47,1.15,1.25,3.15,3.35,Sudden_Anomaly,50
C10107,L6,TypeC,25.3,1.18,14.13,14.13,14.13,14.13,1.41,1.41,1.41,1.41,High_Stable,50
C10108,L6,TypeC,25.13,1.29,13.93,15.93,18.93,23.93,1.39,1.59,1.89,2.39,Latent_Defect,50
C10109,L6,TypeB,30.8,1.06,11.59,12.59,31.59,33.59,1.16,1.26,3.16,3.36,Sudden_Anomaly,50
C10110,L6,TypeC,27.32,1.15,10.69,12.69,15.69,20.69,1.07,1.27,1.57,2.07,Latent_Defect,50
C10111,L6,TypeC,32.59,1.13,9.49,11.49,14.49,19.49,0.95,1.15,1.45,1.95,Latent_Defect,50
C10112,L6,TypeB,26.51,1.26,13.78,15.78,18.78,23.78,1.38,1.58,1.88,2.38,Latent_Defect,50
C10113,L6,TypeA,33.37,1.18,10.36,11.36,12.36,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C10114,L6,TypeB,26.15,1.02,12.43,13.43,14.43,60.0,1.24,1.34,1.44,6.0,Absolute_Failure,50
C10115,L6,TypeA,26.94,1.01,12.63,14.63,17.63,22.63,1.26,1.46,1.76,2.26,Latent_Defect,50
C10116,L6,TypeA,32.08,1.2,9.62,11.62,14.62,19.62,0.96,1.16,1.46,1.96,Latent_Defect,50
C10117,L6,TypeA,33.83,1.15,12.22,12.22,12.22,12.22,1.22,1.22,1.22,1.22,High_Stable,50
C10118,L6,TypeB,34.2,1.1,8.34,9.34,10.34,60.0,0.83,0.93,1.03,6.0,Absolute_Failure,50
C10119,L6,TypeB,30.66,1.28,8.25,9.25,10.25,11.25,0.83,0.93,1.03,1.13,Normal,50
C10120,L6,TypeC,27.35,1.15,9.89,10.89,29.89,31.89,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C10121,L6,TypeA,25.52,1.28,14.68,14.68,14.68,14.68,1.47,1.47,1.47,1.47,High_Stable,50
C10122,L6,TypeB,27.98,1.17,9.41,11.41,14.41,19.41,0.94,1.14,1.44,1.94,Latent_Defect,50
C10123,L6,TypeA,25.54,1.25,14.54,15.54,34.54,36.54,1.45,1.55,3.45,3.65,Sudden_Anomaly,50
C10124,L6,TypeC,29.13,1.06,13.26,14.26,33.26,35.26,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C10125,L6,TypeB,34.24,1.12,13.0,14.0,33.0,35.0,1.3,1.4,3.3,3.5,Sudden_Anomaly,50
C10126,L6,TypeB,28.08,1.26,10.42,11.42,12.42,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C10127,L6,TypeC,25.31,1.18,13.24,14.24,15.24,16.24,1.32,1.42,1.52,1.62,Normal,50
C10128,L6,TypeB,29.78,1.13,11.9,11.9,11.9,11.9,1.19,1.19,1.19,1.19,High_Stable,50
C10129,L6,TypeB,34.62,1.05,12.64,13.64,14.64,60.0,1.26,1.36,1.46,6.0,Absolute_Failure,50
C10130,L6,TypeC,32.39,1.12,8.73,9.73,28.73,30.73,0.87,0.97,2.87,3.07,Sudden_Anomaly,50
C10131,L6,TypeB,28.84,1.11,9.86,9.86,9.86,9.86,0.99,0.99,0.99,0.99,High_Stable,50
C10132,L6,TypeA,34.73,1.05,11.07,11.07,11.07,11.07,1.11,1.11,1.11,1.11,High_Stable,50
C10133,L6,TypeC,29.57,1.21,8.88,9.88,10.88,60.0,0.89,0.99,1.09,6.0,Absolute_Failure,50
C10134,L6,TypeB,26.6,1.04,12.88,12.88,12.88,12.88,1.29,1.29,1.29,1.29,High_Stable,50
C10135,L6,TypeB,25.73,1.27,13.75,14.75,15.75,16.75,1.38,1.48,1.58,1.68,Normal,50
C10136,L6,TypeA,30.8,1.23,10.6,11.6,30.6,32.6,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C10137,L6,TypeC,29.53,1.21,9.23,10.23,11.23,60.0,0.92,1.02,1.12,6.0,Absolute_Failure,50
C10138,L6,TypeC,26.85,1.01,10.47,11.47,12.47,60.0,1.05,1.15,1.25,6.0,Absolute_Failure,50
C10139,L6,TypeC,28.02,1.03,12.54,13.54,32.54,34.54,1.25,1.35,3.25,3.45,Sudden_Anomaly,50
C10140,L6,TypeC,32.98,1.28,11.26,13.26,16.26,21.26,1.13,1.33,1.63,2.13,Latent_Defect,50
C10141,L6,TypeA,30.8,1.3,9.92,10.92,11.92,12.92,0.99,1.09,1.19,1.29,Normal,50
C10142,L6,TypeC,25.48,1.28,12.25,13.25,32.25,34.25,1.22,1.32,3.22,3.42,Sudden_Anomaly,50
C10143,L6,TypeB,29.29,1.05,9.42,11.42,14.42,19.42,0.94,1.14,1.44,1.94,Latent_Defect,50
C10144,L6,TypeC,32.75,1.09,10.34,10.34,10.34,10.34,1.03,1.03,1.03,1.03,High_Stable,50
C10145,L6,TypeC,27.5,1.14,10.14,11.14,12.14,13.14,1.01,1.11,1.21,1.31,Normal,50
C10146,L6,TypeC,34.64,1.16,14.11,15.11,16.11,60.0,1.41,1.51,1.61,6.0,Absolute_Failure,50
C10147,L6,TypeA,28.57,1.14,11.5,11.5,11.5,11.5,1.15,1.15,1.15,1.15,High_Stable,50
C10148,L6,TypeA,29.83,1.05,10.66,11.66,12.66,13.66,1.07,1.17,1.27,1.37,Normal,50
C10149,L6,TypeA,33.5,1.01,8.61,9.61,10.61,11.61,0.86,0.96,1.06,1.16,Normal,50
C10150,L6,TypeB,27.66,1.21,14.96,16.96,19.96,24.96,1.5,1.7,2.0,2.5,Latent_Defect,50
C10151,L6,TypeC,27.25,1.02,9.37,10.37,29.37,31.37,0.94,1.04,2.94,3.14,Sudden_Anomaly,50
C10152,L6,TypeB,26.64,1.22,10.63,10.63,10.63,10.63,1.06,1.06,1.06,1.06,High_Stable,50
C10153,L6,TypeC,28.88,1.13,8.95,9.95,10.95,60.0,0.9,1.0,1.1,6.0,Absolute_Failure,50
C10154,L6,TypeC,34.46,1.22,10.09,10.09,10.09,10.09,1.01,1.01,1.01,1.01,High_Stable,50
C10155,L6,TypeA,32.32,1.2,13.52,14.52,33.52,35.52,1.35,1.45,3.35,3.55,Sudden_Anomaly,50
C10156,L6,TypeC,32.89,1.27,14.23,14.23,14.23,14.23,1.42,1.42,1.42,1.42,High_Stable,50
C10157,L6,TypeA,25.77,1.29,8.34,9.34,10.34,60.0,0.83,0.93,1.03,6.0,Absolute_Failure,50
C10158,L6,TypeA,30.59,1.1,13.49,13.49,13.49,13.49,1.35,1.35,1.35,1.35,High_Stable,50
C10159,L6,TypeA,34.14,1.05,8.16,8.16,8.16,8.16,0.82,0.82,0.82,0.82,High_Stable,50
C10160,L6,TypeA,28.32,1.2,11.52,13.52,16.52,21.52,1.15,1.35,1.65,2.15,Latent_Defect,50
C10161,L6,TypeB,30.49,1.22,8.33,9.33,28.33,30.33,0.83,0.93,2.83,3.03,Sudden_Anomaly,50
C10162,L6,TypeB,34.49,1.28,10.0,12.0,15.0,20.0,1.0,1.2,1.5,2.0,Latent_Defect,50
C10163,L6,TypeC,25.92,1.23,13.86,15.86,18.86,23.86,1.39,1.59,1.89,2.39,Latent_Defect,50
C10164,L6,TypeC,32.91,1.07,12.84,14.84,17.84,22.84,1.28,1.48,1.78,2.28,Latent_Defect,50
C10165,L6,TypeC,33.45,1.25,11.93,11.93,11.93,11.93,1.19,1.19,1.19,1.19,High_Stable,50
C10166,L6,TypeA,26.02,1.02,12.08,14.08,17.08,22.08,1.21,1.41,1.71,2.21,Latent_Defect,50
C10167,L6,TypeB,31.07,1.24,11.82,13.82,16.82,21.82,1.18,1.38,1.68,2.18,Latent_Defect,50
C10168,L6,TypeB,33.1,1.15,10.36,11.36,12.36,60.0,1.04,1.14,1.24,6.0,Absolute_Failure,50
C10169,L6,TypeA,32.86,1.17,14.79,15.79,34.79,36.79,1.48,1.58,3.48,3.68,Sudden_Anomaly,50
C10170,L6,TypeC,34.66,1.29,8.12,9.12,10.12,11.12,0.81,0.91,1.01,1.11,Normal,50
C10171,L6,TypeB,34.08,1.1,11.09,12.09,31.09,33.09,1.11,1.21,3.11,3.31,Sudden_Anomaly,50
C10172,L6,TypeB,25.8,1.2,9.15,10.15,29.15,31.15,0.91,1.01,2.91,3.11,Sudden_Anomaly,50
C10173,L6,TypeB,28.17,1.26,8.29,9.29,28.29,30.29,0.83,0.93,2.83,3.03,Sudden_Anomaly,50
C10174,L6,TypeC,33.88,1.01,13.86,15.86,18.86,23.86,1.39,1.59,1.89,2.39,Latent_Defect,50
C10175,L6,TypeA,34.3,1.13,8.99,8.99,8.99,8.99,0.9,0.9,0.9,0.9,High_Stable,50
C10176,L6,TypeC,26.96,1.27,12.52,14.52,17.52,22.52,1.25,1.45,1.75,2.25,Latent_Defect,50
C10177,L6,TypeB,33.82,1.29,11.41,12.41,13.41,60.0,1.14,1.24,1.34,6.0,Absolute_Failure,50
C10178,L6,TypeC,32.34,1.11,12.92,14.92,17.92,22.92,1.29,1.49,1.79,2.29,Latent_Defect,50
C10179,L6,TypeB,28.28,1.28,13.02,13.02,13.02,13.02,1.3,1.3,1.3,1.3,High_Stable,50
C10180,L6,TypeA,25.13,1.24,13.28,14.28,33.28,35.28,1.33,1.43,3.33,3.53,Sudden_Anomaly,50
C10181,L6,TypeA,25.77,1.09,14.42,16.42,19.42,24.42,1.44,1.64,1.94,2.44,Latent_Defect,50
C10182,L6,TypeA,30.19,1.1,8.89,9.89,28.89,30.89,0.89,0.99,2.89,3.09,Sudden_Anomaly,50
C10183,L6,TypeC,33.52,1.05,10.96,11.96,12.96,60.0,1.1,1.2,1.3,6.0,Absolute_Failure,50
C10184,L6,TypeC,29.62,1.01,12.68,13.68,14.68,15.68,1.27,1.37,1.47,1.57,Normal,50
C10185,L6,TypeA,32.53,1.2,8.36,10.36,13.36,18.36,0.84,1.04,1.34,1.84,Latent_Defect,50
C10186,L6,TypeA,25.86,1.05,14.02,16.02,19.02,24.02,1.4,1.6,1.9,2.4,Latent_Defect,50
C10187,L6,TypeA,30.79,1.05,14.03,15.03,34.03,36.03,1.4,1.5,3.4,3.6,Sudden_Anomaly,50
C10188,L6,TypeC,34.69,1.09,12.16,13.16,14.16,15.16,1.22,1.32,1.42,1.52,Normal,50
C10189,L6,TypeB,34.99,1.05,10.51,11.51,30.51,32.51,1.05,1.15,3.05,3.25,Sudden_Anomaly,50
C10190,L6,TypeC,29.13,1.01,14.24,15.24,34.24,36.24,1.42,1.52,3.42,3.62,Sudden_Anomaly,50
C10191,L6,TypeB,26.75,1.25,14.84,15.84,16.84,17.84,1.48,1.58,1.68,1.78,Normal,50
C10192,L6,TypeC,28.3,1.13,12.55,12.55,12.55,12.55,1.26,1.26,1.26,1.26,High_Stable,50
C10193,L6,TypeA,28.97,1.01,10.48,12.48,15.48,20.48,1.05,1.25,1.55,2.05,Latent_Defect,50
C10194,L6,TypeC,33.55,1.24,13.85,14.85,33.85,35.85,1.38,1.48,3.38,3.58,Sudden_Anomaly,50
C10195,L6,TypeC,28.67,1.2,14.78,16.78,19.78,24.78,1.48,1.68,1.98,2.48,Latent_Defect,50
C10196,L6,TypeC,29.5,1.01,13.15,14.15,15.15,16.15,1.32,1.42,1.52,1.62,Normal,50
C10197,L6,TypeB,25.13,1.08,10.2,11.2,12.2,13.2,1.02,1.12,1.22,1.32,Normal,50
C10198,L6,TypeA,32.97,1.26,13.94,14.94,33.94,35.94,1.39,1.49,3.39,3.59,Sudden_Anomaly,50
C10199,L6,TypeC,30.28,1.28,9.95,10.95,29.95,31.95,0.99,1.09,2.99,3.19,Sudden_Anomaly,50
C10200,L6,TypeB,32.64,1.22,12.28,13.28,14.28,15.28,1.23,1.33,1.43,1.53,Normal,50
C10201,L6,TypeB,29.34,1.21,12.61,13.61,14.61,60.0,1.26,1.36,1.46,6.0,Absolute_Failure,50
C10202,L6,TypeB,34.67,1.06,13.47,15.47,18.47,23.47,1.35,1.55,1.85,2.35,Latent_Defect,50
C10203,L6,TypeA,26.17,1.16,13.13,14.13,15.13,16.13,1.31,1.41,1.51,1.61,Normal,50
C10204,L6,TypeC,28.71,1.06,13.41,14.41,15.41,16.41,1.34,1.44,1.54,1.64,Normal,50
C10205,L6,TypeC,28.6,1.22,14.2,16.2,19.2,24.2,1.42,1.62,1.92,2.42,Latent_Defect,50
C10206,L6,TypeB,33.22,1.28,12.26,14.26,17.26,22.26,1.23,1.43,1.73,2.23,Latent_Defect,50
C10207,L6,TypeB,34.08,1.18,12.73,13.73,14.73,60.0,1.27,1.37,1.47,6.0,Absolute_Failure,50
C10208,L6,TypeC,29.88,1.02,12.45,13.45,14.45,60.0,1.25,1.35,1.45,6.0,Absolute_Failure,50
C10209,L6,TypeA,31.78,1.22,13.86,15.86,18.86,23.86,1.39,1.59,1.89,2.39,Latent_Defect,50
C10210,L6,TypeB,29.12,1.07,14.7,15.7,16.7,17.7,1.47,1.57,1.67,1.77,Normal,50
C10211,L6,TypeB,25.39,1.06,14.62,15.62,34.62,36.62,1.46,1.56,3.46,3.66,Sudden_Anomaly,50
C10212,L6,TypeB,27.31,1.25,8.79,9.79,10.79,60.0,0.88,0.98,1.08,6.0,Absolute_Failure,50
C10213,L6,TypeA,25.51,1.2,13.19,15.19,18.19,23.19,1.32,1.52,1.82,2.32,Latent_Defect,50
C10214,L6,TypeC,25.03,1.27,10.89,11.89,12.89,13.89,1.09,1.19,1.29,1.39,Normal,50
C10215,L6,TypeB,25.98,1.16,10.59,11.59,30.59,32.59,1.06,1.16,3.06,3.26,Sudden_Anomaly,50
C10216,L6,TypeC,25.8,1.13,14.91,15.91,34.91,36.91,1.49,1.59,3.49,3.69,Sudden_Anomaly,50
C10217,L6,TypeB,31.93,1.05,13.83,14.83,15.83,60.0,1.38,1.48,1.58,6.0,Absolute_Failure,50
C10218,L6,TypeB,29.47,1.15,12.27,13.27,14.27,15.27,1.23,1.33,1.43,1.53,Normal,50
C10219,L6,TypeC,27.62,1.08,13.18,15.18,18.18,23.18,1.32,1.52,1.82,2.32,Latent_Defect,50
C10220,L6,TypeA,28.33,1.06,8.77,8.77,8.77,8.77,0.88,0.88,0.88,0.88,High_Stable,50
C10221,L6,TypeB,29.43,1.13,10.79,12.79,15.79,20.79,1.08,1.28,1.58,2.08,Latent_Defect,50
C10222,L6,TypeA,25.57,1.08,13.23,13.23,13.23,13.23,1.32,1.32,1.32,1.32,High_Stable,50
C10223,L6,TypeA,29.25,1.27,10.4,11.4,12.4,13.4,1.04,1.14,1.24,1.34,Normal,50
